sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall
0,1,4079,1398,0.34273106153468985
0,2,2192,1079,0.49224452554744524
0,3,2043,1133,0.5545766030347529
0,4,627,272,0.43381180223285487
0,5,22,14,0.6363636363636364
0,6,4,0,0.0
0,7,1,0,0.0
