sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,0.011647403240203857,0.020336240530014038,0.03304639458656311,-4.934993028640747,-0.5096952021121979,0.2566641084094152,0.3568679967447914,0.4094558429973238,-0.6473015165031223,-13.293936729431152,69.0,-0.2383426473903305,4.0,2.0,-0.004009094098805106,-0.004736509794325494,0.020816522661541104,5.730133626713485e-05,-359093723136.0,-0.7181873023509979
