sample_id,from_label,to_label,voxel_count,is_changed
0,-1,-1,64591,False
0,0,0,344,False
0,0,2,3,True
0,0,3,2,True
0,0,4,10,True
0,0,9,24,True
0,1,1,33094,False
0,1,2,3,True
0,1,3,3,True
0,1,4,55,True
0,1,5,24,True
0,1,9,1568,True
0,1,10,1,True
0,2,1,5,True
0,2,2,19772,False
0,2,3,1,True
0,2,4,2,True
0,2,9,34,True
0,2,11,1,True
0,3,1,11,True
0,3,2,5,True
0,3,3,8649,False
0,3,4,28,True
0,3,5,7,True
0,3,6,1,True
0,3,9,396,True
0,4,-1,1,True
0,4,0,5,True
0,4,1,72,True
0,4,2,8,True
0,4,3,18,True
0,4,4,91704,False
0,4,5,50,True
0,4,6,2,True
0,4,9,3347,True
0,4,11,1,True
0,5,1,23,True
0,5,2,8,True
0,5,3,9,True
0,5,4,42,True
0,5,5,34111,False
0,5,9,638,True
0,5,11,1,True
0,6,2,1,True
0,6,3,4,True
0,6,4,2,True
0,6,5,1,True
0,6,6,321,False
0,6,9,10,True
0,6,11,1,True
0,7,7,1,False
0,8,4,1,True
0,8,8,3,False
0,9,1,14,True
0,9,3,1,True
0,9,4,7,True
0,9,5,2,True
0,9,9,3044,False
0,10,1,1,True
0,10,6,1,True
0,10,9,1,True
0,10,10,23,False
0,11,9,1,True
0,11,11,30,False
