step,tau,total_loss,seismic_loss,seismic_rmse_amplitude,tv_loss,gradient_norm,target_voxels,condition_violations
0,1.0,165.1949005126953,165.19454956054688,0.12852802872657776,0.03546465188264847,4.440744876861572,97657,0
1,0.9997035239602382,158.1407012939453,158.14028930664062,0.12575383484363556,0.04160240665078163,4.507737159729004,97068,0
2,0.9988145646305109,133.58177185058594,133.581298828125,0.11557736992835999,0.04774928465485573,3.970923662185669,97021,0
3,0.99733452763824,111.80550384521484,111.80496978759766,0.10573786497116089,0.053054120391607285,3.4395592212677,97483,0
4,0.995265753226125,100.70265197753906,100.70207214355469,0.10035041719675064,0.057678330689668655,3.218306064605713,98340,0
5,0.9926115125517385,93.41889190673828,93.41827392578125,0.09665313363075256,0.06178291141986847,2.932330846786499,99162,0
6,0.9893760025151538,86.93840026855469,86.937744140625,0.0932404175400734,0.06557492911815643,2.7069268226623535,100094,0
7,0.9855643391227826,82.1058120727539,82.10511779785156,0.09061186760663986,0.06917709857225418,2.4765188694000244,101022,0
8,0.9811825493979185,78.99880981445312,78.99808502197266,0.08888085931539536,0.07267744094133377,2.3147873878479004,101848,0
9,0.9762375618507729,76.0546875,76.05392456054688,0.08720890432596207,0.07611451297998428,2.212731122970581,102664,0
10,0.9707371955230775,73.69444274902344,73.69364929199219,0.08584500104188919,0.07950861752033234,2.103968381881714,103384,0
11,0.9646901476245713,71.5285873413086,71.52775573730469,0.08457408845424652,0.0828937217593193,2.0135796070098877,103704,0
12,0.9581059797809245,69.04772186279297,69.04685974121094,0.08309443295001984,0.0862605944275856,1.8785761594772339,103937,0
13,0.9509951029148435,66.93635559082031,66.93546295166016,0.08181409537792206,0.08963282406330109,1.8442870378494263,104387,0
14,0.9433687607842615,65.16395568847656,65.16302490234375,0.08072362095117569,0.09298019111156464,1.7856003046035767,104533,0
15,0.9352390122036465,63.72170639038086,63.72074508666992,0.0798252746462822,0.09626644849777222,1.627124547958374,104631,0
16,0.9266187119765368,62.31093978881836,62.30994415283203,0.07893664389848709,0.099509097635746,1.5753955841064453,104861,0
17,0.9175214905694545,61.09953689575195,61.0985107421875,0.07816553115844727,0.10272309929132462,1.6226898431777954,104965,0
18,0.9079617325593363,59.922630310058594,59.92156982421875,0.07740902155637741,0.10590610653162003,1.5206354856491089,105216,0
19,0.8979545538885603,58.74165344238281,58.740562438964844,0.07664238661527634,0.10908441245555878,1.454352617263794,105461,0
20,0.8875157779635345,58.04271697998047,58.041595458984375,0.07618503272533417,0.1122433990240097,1.4380042552947998,105754,0
21,0.8766619106346388,57.46574020385742,57.4645881652832,0.07580540329217911,0.11537961661815643,1.406479001045227,106104,0
22,0.8654101140970826,56.7685432434082,56.767356872558594,0.07534411549568176,0.11850584298372269,1.367201328277588,106244,0
23,0.8537781797539467,56.29207229614258,56.290855407714844,0.075027234852314,0.12162524461746216,1.3234971761703491,106497,0
24,0.8417845000843182,55.68547058105469,55.68422317504883,0.07462186366319656,0.124760203063488,1.3962546586990356,106837,0
25,0.8294480395610004,55.226375579833984,55.22509765625,0.07431358844041824,0.1279096007347107,1.2819972038269043,107121,0
26,0.8167883046637834,54.8890380859375,54.887725830078125,0.0740862488746643,0.1310749053955078,1.307512879371643,107396,0
27,0.8038253130356898,54.305213928222656,54.303871154785156,0.07369115203619003,0.13427072763442993,1.3326435089111328,107700,0
28,0.790579561830967,54.19965744018555,54.19828414916992,0.07361948490142822,0.13748899102210999,1.341182827949524,107977,0
29,0.7770719953048727,53.68550109863281,53.6840934753418,0.07326942682266235,0.14072749018669128,1.3602653741836548,108240,0
30,0.763323971696503,53.16633605957031,53.16489791870117,0.07291426509618759,0.14399167895317078,1.3808220624923706,108410,0
31,0.7493572294570254,53.221107482910156,53.219635009765625,0.0729517936706543,0.14729157090187073,1.425141453742981,108574,0
32,0.7351938528767203,53.00856399536133,53.007057189941406,0.07280594855546951,0.15062886476516724,1.379967451095581,108784,0
33,0.720856237165178,52.747657775878906,52.746116638183594,0.0726265236735344,0.15399616956710815,1.3724329471588135,108886,0
34,0.7063670530398692,52.787696838378906,52.7861213684082,0.07265405356884003,0.15739041566848755,1.4864248037338257,109032,0
35,0.6917492108790815,52.75483322143555,52.75322341918945,0.07263141125440598,0.16080857813358307,1.4877638816833496,109411,0
36,0.6770258244959007,52.42896270751953,52.42731857299805,0.07240670919418335,0.16424119472503662,1.4857593774795532,109660,0
37,0.6622201745905232,52.27412796020508,52.2724494934082,0.07229968160390854,0.1677127629518509,1.4937070608139038,109807,0
38,0.6473556719386825,52.139835357666016,52.13812255859375,0.07220672816038132,0.17123468220233917,1.5724574327468872,110040,0
39,0.6324558203744013,51.70895004272461,51.70720291137695,0.07190772145986557,0.17479294538497925,1.4285699129104614,110236,0
40,0.6175441796255987,51.87660217285156,51.87481689453125,0.07202417403459549,0.17837025225162506,1.5220973491668701,110366,0
41,0.6026443280613176,51.65901565551758,51.657196044921875,0.07187294214963913,0.18195927143096924,1.5827442407608032,110531,0
42,0.5877798254094769,51.39024353027344,51.388389587402344,0.07168569415807724,0.18555335700511932,1.6674290895462036,110824,0
43,0.5729741755040995,51.2315788269043,51.22968673706055,0.07157491147518158,0.18915434181690216,1.5924720764160156,110966,0
44,0.5582507891209187,51.35410690307617,51.35218048095703,0.07166043668985367,0.19277368485927582,1.7173601388931274,111146,0
45,0.5436329469601308,50.98843765258789,50.986473083496094,0.07140481472015381,0.19639843702316284,1.7025470733642578,111403,0
46,0.5291437628348221,50.911128997802734,50.90913009643555,0.07135062664747238,0.20004276931285858,1.713975191116333,111652,0
47,0.5148061471232797,50.33283996582031,50.33080291748047,0.07094420492649078,0.20369954407215118,1.671531081199646,111913,0
48,0.5006427705429746,50.48993682861328,50.48786163330078,0.07105480879545212,0.20736785233020782,1.7748405933380127,112087,0
49,0.4866760283034971,50.238521575927734,50.236412048339844,0.07087764889001846,0.2110169380903244,1.733717679977417,112100,0
50,0.4729280046951273,50.564292907714844,50.5621452331543,0.07110706716775894,0.21464650332927704,1.8093822002410889,112131,0
51,0.4594204381690332,50.195560455322266,50.19337844848633,0.070847287774086,0.21821492910385132,1.9649909734725952,112334,0
52,0.4461746869643104,49.79996871948242,49.797752380371094,0.0705675259232521,0.221718892455101,1.8970602750778198,112531,0
53,0.43321169533621673,49.27549362182617,49.27324295043945,0.07019490003585815,0.22515100240707397,1.9624234437942505,112708,0
54,0.4205519604389998,49.251129150390625,49.248844146728516,0.07017751783132553,0.22848865389823914,1.9269163608551025,112746,0
55,0.40821549991568185,49.444705963134766,49.44239044189453,0.07031527906656265,0.23173286020755768,2.116344928741455,112973,0
56,0.39622182024605346,49.70730972290039,49.704959869384766,0.07050174474716187,0.23489032685756683,2.0448503494262695,113011,0
57,0.38458988590291754,50.02924728393555,50.0268669128418,0.07072968035936356,0.23792585730552673,2.18542742729187,113126,0
58,0.37333808936536117,49.744564056396484,49.742156982421875,0.07052811980247498,0.24083279073238373,2.171518087387085,113275,0
59,0.3624842220364656,49.31389617919922,49.311458587646484,0.07022211700677872,0.24363310635089874,2.2473387718200684,113489,0
60,0.35204544611143973,49.195465087890625,49.19300079345703,0.07013772428035736,0.24633218348026276,2.300985813140869,113746,0
61,0.3420382674406637,49.2314567565918,49.228965759277344,0.07016335427761078,0.24892793595790863,2.261082887649536,113968,0
62,0.33247850943054547,49.40862274169922,49.40610885620117,0.0702894851565361,0.2513808012008667,2.3739376068115234,114010,0
63,0.3233812880234632,49.224143981933594,49.22160720825195,0.07015810906887054,0.25365594029426575,2.367708444595337,114203,0
64,0.31476098779635364,49.07258987426758,49.070030212402344,0.07005000114440918,0.2557801306247711,2.4357168674468994,114232,0
65,0.3066312392157384,48.8779411315918,48.875362396240234,0.0699109137058258,0.2577533721923828,2.4245693683624268,114249,0
66,0.29900489708515654,48.73912048339844,48.73652648925781,0.06981155276298523,0.2595812976360321,2.3722450733184814,114255,0
67,0.2918940202190756,48.73020553588867,48.72759246826172,0.06980515271425247,0.2612728774547577,2.321104049682617,114378,0
68,0.2853098523754287,48.5096549987793,48.50702667236328,0.06964698433876038,0.26282963156700134,2.4255173206329346,114562,0
69,0.27926280447692253,48.0543327331543,48.05168914794922,0.06931933015584946,0.26425451040267944,2.467036008834839,114718,0
70,0.2737624381492272,48.116798400878906,48.11414337158203,0.06936436146497726,0.2655597925186157,2.334179162979126,114803,0
71,0.2688174506020815,48.126304626464844,48.12363815307617,0.06937120109796524,0.2667149305343628,2.367069959640503,114799,0
72,0.26443566087721737,48.189029693603516,48.18635177612305,0.06941638886928558,0.2677386403083801,2.4273159503936768,114784,0
73,0.2606239974848463,47.86685562133789,47.86417007446289,0.06918393820524216,0.26864275336265564,2.348365068435669,114886,0
74,0.2573884874482615,47.53807067871094,47.535377502441406,0.06894589960575104,0.2694303095340729,2.4862208366394043,115005,0
75,0.254734246773875,47.17234802246094,47.169647216796875,0.06868015974760056,0.2700886130332947,2.2957777976989746,115349,0
76,0.25266547236176007,47.192298889160156,47.18959045410156,0.06869467347860336,0.27067241072654724,2.4130618572235107,115337,0
77,0.2511854353694891,47.36235046386719,47.35963821411133,0.0688183382153511,0.2711065709590912,2.31461238861084,115429,0
78,0.2502964760397619,47.0676155090332,47.064903259277344,0.06860385835170746,0.27140411734580994,2.472785472869873,115436,0
79,0.25,46.795955657958984,46.79323959350586,0.06840558350086212,0.27159202098846436,2.356168508529663,115443,0
