branch_id,generation,evaluation_slot,probe_kind,transition,from_scale,scale,ranking_id,rank_index,canonical_center_score,lineage_parent_state_id,child_state_id,center_x,center_y,center_z,shape,material_label,orientation_deg,full_size_x,full_size_y,full_size_z,probe_size_x,probe_size_y,probe_size_z,hard_rmse,delta_rmse_vs_lineage_parent,delta_rmse_vs_empty,strictly_improves_lineage_parent,reallocated_existing_slot,displaced_scheduled_move,displaced_scheduled_parent_state_id,condition_violations,truth_used
v4_branch_f622189c9cdcfdac0654,1,0,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,0,8.122159488266334e-05,empty,g001_p000000_empty,12.0,42.0,19.0,dike_hemisphere,9,154.5440484011571,14.884829032409776,15.294535624314307,9.010927041835465,3.721207258102444,3.8236339060785767,2.2527317604588664,0.01650773175060749,0.00017304904758930206,0.00017304904758930206,False,False,,,0,False
v4_branch_7fa16b7e791b36691648,1,1,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,1,6.900660810060799e-05,empty,g001_p000001_empty,12.0,43.0,20.0,ellipsoid,9,93.38568608685748,11.533596090150594,15.66178569020259,13.770504688507685,2.8833990225376485,3.9154464225506476,3.4426261721269213,0.016528980806469917,0.00019429810345172882,0.00019429810345172882,False,False,,,0,False
v4_branch_31325d7890b4f7c3a182,1,2,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,2,6.900660082465038e-05,empty,g001_p000002_empty,12.0,41.0,20.0,dike_hemisphere,9,2.4201627917131963,11.781044505878889,6.652386763820174,8.62716503414886,2.945261126469722,1.6630966909550435,2.156791258537215,0.016387082636356354,5.239993333816528e-05,5.239993333816528e-05,False,False,,,0,False
v4_branch_964a63455e368cd436fc,1,3,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,3,6.275781925069168e-05,empty,g001_p000003_empty,11.0,10.0,17.0,dike_hemisphere,9,35.56202350310141,14.402963172839018,9.001800407957017,12.937302702814076,3.6007407932097544,2.250450101989254,3.234325675703519,0.016394492238759995,5.980953574180603e-05,5.980953574180603e-05,False,False,,,0,False
v4_branch_a619b307cb3880fdfe46,1,4,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,4,6.275781197473407e-05,empty,g001_p000004_empty,9.0,10.0,17.0,ellipsoid,9,43.10281010947506,7.92242395847873,12.291878531050266,12.149970730264696,1.9806059896196826,3.0729696327625664,3.037492682566174,0.01645297184586525,0.00011828914284706116,0.00011828914284706116,False,False,,,0,False
v4_branch_08cc19aada8dc19d27df,1,5,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,5,6.144454528111964e-05,empty,g001_p000005_empty,11.0,43.0,20.0,dike_hemisphere,9,56.84491745392405,7.833591037947077,6.807437053155505,10.81969050953954,1.9583977594867692,1.7018592632888763,2.704922627384885,0.016347436234354973,1.2753531336784363e-05,1.2753531336784363e-05,False,False,,,0,False
v4_branch_9c73141d3891f494e41e,1,6,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,6,6.144453072920442e-05,empty,g001_p000006_empty,13.0,41.0,20.0,dike_hemisphere,9,87.83983112760117,7.758925489796136,9.684460133413856,9.869370372282829,1.939731372449034,2.421115033353464,2.467342593070707,0.016387082636356354,5.239993333816528e-05,5.239993333816528e-05,False,False,,,0,False
v4_branch_65d6b8df08554e960194,1,7,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,7,5.940553455729969e-05,empty,g001_p000007_empty,9.0,11.0,17.0,dike_hemisphere,9,80.85068649403175,8.36758149974754,15.685863051742166,6.431951181444503,2.091895374936885,3.9214657629355414,1.6079877953611257,0.01640012115240097,6.543844938278198e-05,6.543844938278198e-05,False,False,,,0,False
v4_branch_187cd432d54b080e3ca2,1,8,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,8,5.940550909144804e-05,empty,g001_p000008_empty,11.0,9.0,17.0,dike_hemisphere,9,154.3713694700639,9.246038181478738,15.369598806861681,9.321866556009176,2.3115095453696846,3.8423997017154203,2.330466639002294,0.016404548659920692,6.986595690250397e-05,6.986595690250397e-05,False,False,,,0,False
v4_branch_ef3a4cab6efdb1868cfd,1,9,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,9,5.9084559325128794e-05,empty,g001_p000009_empty,10.0,9.0,17.0,dike_hemisphere,9,94.34486339694047,14.15220586540368,11.145771702562316,11.635781549326206,3.53805146635092,2.786442925640579,2.9089453873315514,0.0165038350969553,0.0001691523939371109,0.0001691523939371109,False,False,,,0,False
