pass,seismic_rmse_before,seismic_rmse_after,score_mean_subsurface,score_max,normal_diagonal_mean,prior_lambda,smoothness_lambda,correction_abs_max_time,correction_rms_time
0.0,0.014556560665369034,0.013064421713352203,0.0010739561403170228,0.45728081464767456,0.5866422057151794,0.0005866422434337437,0.005866421852260828,0.9075585603713989,0.024727249518036842
1.0,0.013064421713352203,0.01335048209875822,0.0026376366149634123,0.7788487076759338,0.5866422057151794,0.0005866422434337437,0.005866421852260828,0.7956219911575317,0.01830943487584591
