control,mode,step,temperature,soft_loss,gradient_norm_before_clip,hard_checked,hard_improved,selected_best_step,hard_loss
correct,ENDPOINT_REFERENCE,50,0.2,0.0005742462235502899,2.7744046747102402e-05,True,True,50,0.0016385260969400406
correct,ENDPOINT_REFERENCE,51,0.2,0.0005498671671375632,2.6155408704653382e-05,False,False,50,
correct,ENDPOINT_REFERENCE,52,0.2,0.0005289189284667373,2.424683225399349e-05,False,False,50,
correct,ENDPOINT_REFERENCE,53,0.2,0.0005115157109685242,2.4678947738721035e-05,False,False,50,
correct,ENDPOINT_REFERENCE,54,0.2,0.0004940726212225854,2.3235636035678908e-05,False,False,50,
correct,ENDPOINT_REFERENCE,55,0.2,0.00047681675641797483,2.1429030311992392e-05,True,True,55,0.0015962723409757018
correct,ENDPOINT_REFERENCE,56,0.2,0.00046137135359458625,2.051582487183623e-05,False,False,55,
correct,ENDPOINT_REFERENCE,57,0.2,0.0004477349284570664,2.009583477047272e-05,False,False,55,
correct,ENDPOINT_REFERENCE,58,0.2,0.0004351591633167118,1.8573031411506236e-05,False,False,55,
correct,ENDPOINT_REFERENCE,59,0.2,0.0004244949668645859,1.7713453416945413e-05,False,False,55,
correct,ENDPOINT_REFERENCE,60,0.2,0.0004158310766797513,1.759587394190021e-05,True,False,55,0.0016321524744853377
correct,ENDPOINT_REFERENCE,61,0.2,0.00040811486542224884,1.701683140709065e-05,False,False,55,
correct,ENDPOINT_REFERENCE,62,0.2,0.0004005267401225865,1.6953828890109435e-05,False,False,55,
correct,ENDPOINT_REFERENCE,63,0.2,0.0003931414394173771,1.5843406799831428e-05,False,False,55,
correct,ENDPOINT_REFERENCE,64,0.2,0.00038603227585554123,1.4891547834849916e-05,False,False,55,
correct,ENDPOINT_REFERENCE,65,0.2,0.0003795860684476793,1.408949447068153e-05,True,False,55,0.0016412240220233798
correct,ENDPOINT_REFERENCE,66,0.2,0.0003735888749361038,1.3924688573752064e-05,False,False,55,
correct,ENDPOINT_REFERENCE,67,0.2,0.0003675353655125946,1.3139670954842586e-05,False,False,55,
correct,ENDPOINT_REFERENCE,68,0.2,0.00036217289743945,1.2788543244823813e-05,False,False,55,
correct,ENDPOINT_REFERENCE,69,0.2,0.000357464567059651,1.3187843251216691e-05,False,False,55,
correct,ENDPOINT_REFERENCE,70,0.2,0.0003526105429045856,1.2004918971797451e-05,True,False,55,0.0016431475523859262
correct,ENDPOINT_REFERENCE,71,0.2,0.0003479632723610848,1.1616667507041711e-05,False,False,55,
correct,ENDPOINT_REFERENCE,72,0.2,0.00034328681067563593,1.1639655895123724e-05,False,False,55,
correct,ENDPOINT_REFERENCE,73,0.2,0.00033872350468300283,1.0836696674232371e-05,False,False,55,
correct,ENDPOINT_REFERENCE,74,0.2,0.0003342567943036556,1.1533140423125587e-05,False,False,55,
correct,ENDPOINT_REFERENCE,75,0.2,0.00032962809200398624,1.0756359188235365e-05,True,False,55,0.0016368270153179765
correct,ENDPOINT_REFERENCE,76,0.2,0.00032522930996492505,1.056076416716678e-05,False,False,55,
correct,ENDPOINT_REFERENCE,77,0.2,0.0003213482559658587,1.0526452570047695e-05,False,False,55,
correct,ENDPOINT_REFERENCE,78,0.2,0.000317662168527022,1.0687960639188532e-05,False,False,55,
correct,ENDPOINT_REFERENCE,79,0.2,0.0003140484623145312,1.1361998986103572e-05,False,False,55,
correct,ENDPOINT_REFERENCE,80,0.2,0.00031060175388120115,9.88229840004351e-06,True,False,55,0.0016277378890663385
correct,ENDPOINT_REFERENCE,81,0.2,0.00030752058955840766,1.0735336218203884e-05,False,False,55,
correct,ENDPOINT_REFERENCE,82,0.2,0.00030411151237785816,9.328332453151233e-06,False,False,55,
correct,ENDPOINT_REFERENCE,83,0.2,0.00030123948818072677,9.560161743138451e-06,False,False,55,
correct,ENDPOINT_REFERENCE,84,0.2,0.000298753147944808,1.0387798283773009e-05,False,False,55,
correct,ENDPOINT_REFERENCE,85,0.2,0.00029630845529027283,9.634527486923616e-06,True,False,55,0.0016182446852326393
correct,ENDPOINT_REFERENCE,86,0.2,0.00029408064438030124,9.452452104596887e-06,False,False,55,
correct,ENDPOINT_REFERENCE,87,0.2,0.0002918858954217285,8.689385140314698e-06,False,False,55,
correct,ENDPOINT_REFERENCE,88,0.2,0.000289601506665349,8.531386811228003e-06,False,False,55,
correct,ENDPOINT_REFERENCE,89,0.2,0.0002873231132980436,8.601543413533363e-06,False,False,55,
correct,ENDPOINT_REFERENCE,90,0.2,0.00028537376783788204,7.95762571215164e-06,True,False,55,0.0016050456324592233
correct,ENDPOINT_REFERENCE,91,0.2,0.0002836199419107288,8.443354090559296e-06,False,False,55,
correct,ENDPOINT_REFERENCE,92,0.2,0.00028166602714918554,8.057421837293077e-06,False,False,55,
correct,ENDPOINT_REFERENCE,93,0.2,0.00027961848536506295,6.839731213403866e-06,False,False,55,
correct,ENDPOINT_REFERENCE,94,0.2,0.0002777847112156451,7.633507266291417e-06,False,False,55,
correct,ENDPOINT_REFERENCE,95,0.2,0.0002760445640888065,6.902294444444124e-06,True,True,95,0.0015923324972391129
correct,ENDPOINT_REFERENCE,96,0.2,0.00027418791432864964,6.740475782862632e-06,False,False,95,
correct,ENDPOINT_REFERENCE,97,0.2,0.00027239398332312703,6.295039383985568e-06,False,False,95,
correct,ENDPOINT_REFERENCE,98,0.2,0.00027077109552919865,6.808460966567509e-06,False,False,95,
correct,ENDPOINT_REFERENCE,99,0.2,0.00026906176935881376,6.304589078354184e-06,False,False,95,
correct,ENDPOINT_REFERENCE,100,0.2,0.00026741973124444485,7.480543899873737e-06,True,True,100,0.0015775420470163226
correct,ENDPOINT_REFERENCE,101,0.1,0.0009820472914725542,6.923096952959895e-05,False,False,100,
correct,ENDPOINT_REFERENCE,102,0.1,0.0009186886600218713,4.843500937568024e-05,False,False,100,
correct,ENDPOINT_REFERENCE,103,0.1,0.0008613415993750095,4.507633639150299e-05,False,False,100,
correct,ENDPOINT_REFERENCE,104,0.1,0.0008126498432829976,4.614286444848403e-05,False,False,100,
correct,ENDPOINT_REFERENCE,105,0.1,0.0007611563778482378,4.525288022705354e-05,True,True,105,0.0014660769375041127
