iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.000861811451613903,0.02935662493109703,0.0002806864504236728,0.1560976505279541,0.5383347272872925,0.9401909112930298
10,0.0007538202335126698,0.027455786243081093,0.00010969361755996943,0.1979171633720398,0.5779469609260559,0.9721713662147522
20,0.0007266915636137128,0.02695721760392189,9.085757483262569e-05,0.19258853793144226,0.5879881978034973,0.9796417951583862
30,0.0007139983936212957,0.026720749214291573,2.2436444851337e-05,0.1562958061695099,0.5968033075332642,0.9817391037940979
40,0.0007091662264429033,0.02663017436861992,8.387493835471105e-06,0.16555210947990417,0.60146564245224,0.9818159341812134
50,0.0007068367558531463,0.02658640220761299,5.6772641983116046e-06,0.17777150869369507,0.6011949777603149,0.9812798500061035
60,0.0007060312782414258,0.026571249589323997,2.473093672961113e-06,0.175972118973732,0.6017575263977051,0.9804338812828064
70,0.000705625512637198,0.02656361274421215,2.1176051632210147e-06,0.17195026576519012,0.6020532846450806,0.9794182777404785
80,0.0007053417502902448,0.026558270677924156,2.12507711694343e-06,0.16207930445671082,0.6024863719940186,0.9782514572143555
90,0.0007052546134218574,0.026556629687547684,2.048306441793102e-06,0.15788236260414124,0.6023752689361572,0.9768506288528442
100,0.0007051449501886964,0.026554565876722336,2.046661847998621e-06,0.15781694650650024,0.6026100516319275,0.9753286838531494
110,0.0007050830172374845,0.026553399860858917,1.7705571053738822e-06,0.16033104062080383,0.6024426817893982,0.9736537337303162
120,0.0007050425047054887,0.026552636176347733,1.7293280052399496e-06,0.16011208295822144,0.6026808619499207,0.9719346761703491
130,0.0007050266722217202,0.026552338153123856,1.7659366449152003e-06,0.15934228897094727,0.6026634573936462,0.9704976677894592
140,0.0007050091517157853,0.02655200846493244,1.8207355196864228e-06,0.15924617648124695,0.602639377117157,0.9694910049438477
150,0.000705001293681562,0.026551861315965652,1.7087910464397282e-06,0.15947625041007996,0.602663516998291,0.9684209823608398
160,0.0007049906416796148,0.026551660150289536,1.7060759773812606e-06,0.15957026183605194,0.6026293039321899,0.9674922823905945
170,0.0007049859850667417,0.02655157260596752,1.7131250160673517e-06,0.1594521701335907,0.6026633977890015,0.9666510224342346
180,0.0007049784762784839,0.02655143104493618,1.7231554920726921e-06,0.15944258868694305,0.6026996374130249,0.9658877849578857
190,0.0007049757405184209,0.026551378890872,1.7317678384642932e-06,0.15947026014328003,0.6027030944824219,0.9651735424995422
200,0.000704968988429755,0.026551252231001854,1.72917430063535e-06,0.15948019921779633,0.6027036905288696,0.964526355266571
210,0.0007049687555991113,0.026551248505711555,1.8703046862356132e-06,0.1594652235507965,0.6027235984802246,0.9639135599136353
220,0.0007049624691717327,0.026551129296422005,1.7296089254159597e-06,0.15946564078330994,0.6027288436889648,0.9633849263191223
230,0.0007049617706798017,0.02655111625790596,1.7431739252060652e-06,0.15946964919567108,0.6028118133544922,0.962867021560669
240,0.0007049571722745895,0.026551028713583946,1.734620013849053e-06,0.15946970880031586,0.602791428565979,0.962357223033905
250,0.0007049580453895032,0.02655104547739029,1.7471423916504136e-06,0.15946759283542633,0.6028499603271484,0.9618638753890991
260,0.0007049523410387337,0.026550939306616783,1.7454475482736598e-06,0.15946830809116364,0.6028488874435425,0.9614343643188477
270,0.0007049533887766302,0.026550957933068275,1.743336497384007e-06,0.15946869552135468,0.6028967499732971,0.9610416889190674
280,0.000704949430655688,0.026550883427262306,1.7435876316085341e-06,0.15946820378303528,0.6028976440429688,0.9606286287307739
290,0.0007049489067867398,0.02655087411403656,1.7628468640396022e-06,0.15946830809116364,0.602947473526001,0.9597622156143188
299,0.0007049398845992982,0.02655070461332798,1.8126661416317802e-06,0.15946845710277557,0.6029196381568909,0.958626389503479
