sample_id,step,t,w_t,tau,probability_loss,probability_base_loss,probability_bce,probability_dice_loss,probability_dice_score,probability_soft_calibration_mae,loss_positive_scale,loss_negative_scale,roi_hard_core_probability_mean,roi_background_probability_mean,roi_soft_halo_probability_mean,roi_soft_halo_target_mean,probability_spatial_gradient_loss,roi_spatial_gradient_error_mean,roi_predicted_gradient_mean,roi_target_gradient_mean,roi_target_probability_mean,roi_soft_margin_mean,roi_entropy_mean,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_roi,hard_change_outside_roi,target_hard_voxels_before,target_hard_voxels_after,selected_target_recovered_after,alpha,spatial_gradient_weight,probability_loss_mode,guidance_scaling_mode,case_id,arm,source_seed
0,0,0.015625,0.0,0.49975909124103446,1.012241005897522,1.012241005897522,0.10575496405363083,0.9064860939979553,0.09351388365030289,0.07791176438331604,1.0,1.0,0.06710714101791382,0.06658460199832916,0.0,0.0,0.0,0.0,0.0,0.0,0.06659143418073654,-0.08365257829427719,2.5782554149627686,0.0,0.0,1773.8297119140625,0.0,1773.8297119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41111373901367,1.5281816720962524,1051.717041015625,0,0,901,0.003437042236328125,901,0,12726,12682,173,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,1,0.046875,0.0,0.4978353019929562,1.0122939348220825,1.0122939348220825,0.10571333765983582,0.9065806269645691,0.0934193953871727,0.07784374058246613,1.0,1.0,0.06703560054302216,0.06651473045349121,0.0,0.0,0.0,0.0,0.0,0.0,0.0665215402841568,-0.08414379507303238,2.5772736072540283,0.0,0.0,1772.5784912109375,0.0,1772.5784912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3699951171875,1.5990351438522339,0.0,0,0,1008,0.00384521484375,1008,0,12682,12621,170,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,2,0.078125,0.0,0.4940062506389088,1.0124164819717407,1.0124164819717407,0.10568402707576752,0.9067324995994568,0.09326750040054321,0.07776764780282974,1.0,1.0,0.06695500761270523,0.06643655151128769,0.0,0.0,0.0,0.0,0.0,0.0,0.06644333153963089,-0.08505719155073166,2.575294017791748,0.0,0.0,1772.4095458984375,0.0,1772.4095458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.364410400390625,1.6095050573349,0.0,0,0,1104,0.00421142578125,1104,0,12621,12550,170,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,3,0.109375,0.0,0.4883088130366042,1.0126123428344727,1.0126123428344727,0.10566805303096771,0.9069443345069885,0.09305565059185028,0.07768359035253525,1.0,1.0,0.06686488538980484,0.06635018438100815,0.0,0.0,0.0,0.0,0.0,0.0,0.06635691225528717,-0.08640968054533005,2.5722670555114746,0.0,0.0,1771.3690185546875,0.0,1771.3690185546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33136749267578,1.626985788345337,0.0,0,0,1133,0.004322052001953125,1133,0,12550,12485,170,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,4,0.140625,0.0,0.48079785862468866,1.0128856897354126,1.0128856897354126,0.10566823184490204,0.9072175025939941,0.09278252720832825,0.07759320735931396,1.0,1.0,0.06676772236824036,0.06625732034444809,0.0,0.0,0.0,0.0,0.0,0.0,0.06626399606466293,-0.08822228759527206,2.568118095397949,0.0,0.0,1771.4541015625,0.0,1771.4541015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.333797454833984,1.6347711086273193,0.0,0,0,1407,0.005367279052734375,1407,0,12485,12397,168,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,5,0.171875,0.0,0.4715457220000544,1.0132460594177246,1.0132460594177246,0.10568715631961823,0.9075589179992676,0.09244106709957123,0.07749667763710022,1.0,1.0,0.06666188687086105,0.06615811586380005,0.0,0.0,0.0,0.0,0.0,0.0,0.06616470217704773,-0.09052873402833939,2.5627424716949463,0.0,0.0,1771.552490234375,0.0,1771.552490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.336936950683594,1.6325490474700928,0.0,0,0,1579,0.006023406982421875,1579,0,12397,12311,167,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,6,0.203125,0.0,0.460641506296129,1.0137138366699219,1.0137138366699219,0.10573092103004456,0.9079829454421997,0.0920170322060585,0.07739632576704025,1.0,1.0,0.06654281914234161,0.06605485826730728,0.0,0.0,0.0,0.0,0.0,0.0,0.06606123596429825,-0.0933709517121315,2.556002140045166,0.0,0.0,1770.80322265625,0.0,1770.80322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.31361770629883,1.6290686130523682,0.0,0,0,1726,0.00658416748046875,1726,0,12311,12264,167,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,7,0.234375,0.0,0.4481902250709918,1.014306902885437,1.014306902885437,0.10579796880483627,0.9085089564323425,0.09149102866649628,0.07728535681962967,1.0,1.0,0.06639780104160309,0.0659404918551445,0.0,0.0,0.0,0.0,0.0,0.0,0.06594647467136383,-0.09681310504674911,2.547718048095703,0.0,0.0,1771.9571533203125,0.0,1771.9571533203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35060501098633,1.5977320671081543,0.0,0,0,1959,0.007472991943359375,1959,0,12264,12175,167,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,8,0.265625,0.06540312923014306,0.43431179096940364,1.015031337738037,1.015031337738037,0.10588359087705612,0.9091477394104004,0.0908522829413414,0.07715418189764023,1.0,1.0,0.0662200078368187,0.06580523401498795,0.0,0.0,0.0,0.0,0.0,0.0,0.0658106580376625,-0.10093838721513748,2.5376627445220947,0.0018742099637165666,0.0018742099637165666,1775.399658203125,29.02901840209961,1775.62890625,0.016350782307535765,0.01635078154504299,0.01635078154504299,0.0,0.0018742099637165666,1.0,0.016350695863366127,55.466102600097656,1.5729620456695557,0.0,0,0,2314,0.00882720947265625,2314,0,12175,12073,180,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
0,9,0.296875,0.19509032201612825,0.4191398608984867,1.0140467882156372,1.0140467882156372,0.1057727113366127,0.9082740545272827,0.09172593057155609,0.07695610076189041,1.0,1.0,0.06719516962766647,0.06561743468046188,0.0,0.0,0.0,0.0,0.0,0.0,0.06563807278871536,-0.10585989058017731,2.5255508422851562,0.0020549031905829906,0.0020549031905829906,1775.6180419921875,94.95030212402344,1778.139404296875,0.04877258050403206,0.05347476527094841,0.05347476527094841,0.0,0.0018742099637165666,1.0964103937149048,0.053474508225917816,55.545082092285156,1.5553624629974365,0.0,0,0,2689,0.010257720947265625,2689,0,12073,11907,225,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,B_RING,ORACLE_GUIDED,42
