step,temperature,objective,gradient_norm_before_clip,soft_rmse,hard_rmse,soft_attainment,hard_attainment,soft_hard_attainment_gap,soft_target_mass_in_search,probability_entropy,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
0,1.0,,,0.05037884786725044,0.05058184638619423,0.004013268266126246,0.0,0.004013268266126246,400.36712646484375,0.01731143891811371,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
1,1.0,1.0,0.00016200025856960565,0.0503416433930397,0.05058184638619423,0.004748798438881985,0.0,0.004748798438881985,405.1575927734375,0.017487064003944397,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
5,1.0,1.0,0.00029386032838374376,0.05012296512722969,0.05058184638619423,0.009072054338644775,0.0,0.009072054338644775,432.31390380859375,0.01842469722032547,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
10,1.0,1.0,0.0006233841413632035,0.04958052188158035,0.05058184638619423,0.019796124027753548,0.0,0.019796124027753548,497.44842529296875,0.020416714251041412,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
15,1.0,1.0,0.0013408068334683776,0.04842711240053177,0.05058184638619423,0.042598958709632484,0.0,0.042598958709632484,637.6498413085938,0.024057842791080475,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
20,1.0,1.0,0.00290647498331964,0.04610390588641167,0.05058184638619423,0.08852860897155324,0.0,0.08852860897155324,951.920654296875,0.030670737847685814,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
25,1.0,1.0,0.006142083555459976,0.04271067678928375,0.05058184638619423,0.15561254005664027,0.0,0.15561254005664027,1662.749267578125,0.04191764444112778,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
30,1.0,1.0,0.011562024243175983,0.0457809716463089,0.05058184638619423,0.09491299908727091,0.0,0.09491299908727091,3176.31689453125,0.05760221555829048,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
35,1.0,1.0,0.016212113201618195,0.07383179664611816,0.05058184638619423,-0.4596500903191576,0.0,-0.4596500903191576,5829.078125,0.07032351195812225,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
40,1.0,0.8615229725837708,0.015037443488836288,0.0670085921883583,0.03445110470056534,-0.32475575677378954,0.3189037735489151,-0.6436595303227046,5549.2431640625,0.06756369024515152,2512,1280,1280,0.5095541401273885,1.0,0.5095541401273885,1232,1.0,1.0
45,1.0,0.028108496218919754,0.002164945239201188,0.048073660582304,0.007101008668541908,0.049586679472713224,0.8596134942499835,-0.8100268147772702,4348.412109375,0.06155805662274361,1376,1280,1168,0.8488372093023255,0.9125,0.7849462365591398,208,0.9125000238418579,0.9125000238418579
50,1.0,0.022303307428956032,0.002005350776016712,0.03784536197781563,0.007554039824754,0.25179951540588463,0.8506570960838671,-0.5988575806779824,3685.328369140625,0.05685361847281456,1056,1280,1056,1.0,0.825,0.825,0,0.824999988079071,0.824999988079071
55,1.0,0.022303307428956032,0.0019455094588920474,0.03314078599214554,0.006957157049328089,0.34480869402997993,0.8624574319369455,-0.5176487379069655,3391.949951171875,0.05403900146484375,1072,1280,1072,1.0,0.8375,0.8375,0,0.8375000357627869,0.8375000357627869
