sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,paired_hard_change_inside_property_confidence,paired_hard_change_outside_property_confidence,hard_observation_loss,hard_observation_mae,path
0,0.5875528454780579,0.1624864637851715,0.01856522348325627,0.04756776162268892,0.02954950936663693,8968,5571,-3397,-0.3787912578055308,3397,0.3787912578055308,23.0537166595459,83,0.6907197989588942,8968,4122,-4846,-0.5403657448706513,4846,0.5403657448706513,0.020662768031189084,0.06428918000970403,0.02954950936663693,22.654518127441406,76,0.6775836972343523,0.5613933289210042,0.6206193128423755,0.0,0.0,nan,0,1414,0.00539398193359375,1283,131,856,144,0.2640404999256134,89,0.015975587865733262,0.9479447136959254,0.9728953509244301,14,13,8,4,3848,872,349,212,53,42,24,20,5.8897199630737305,5181113.0,0.08468246459960938,522,892,7.444685935974121,2656451.25,experiments/stage15_binary_seismic_consensus/trace_boundary/flow_property_seed42_v2/guided/sample_0.pt
