sample_id,class_id,truth_present,baseline_iou,guided_iou,delta_iou,baseline_precision,guided_precision,delta_precision,baseline_recall,guided_recall,delta_recall,baseline_predicted_volume,guided_predicted_volume,delta_predicted_volume,baseline_absolute_volume_error_fraction,guided_absolute_volume_error_fraction,delta_absolute_volume_error_fraction
0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,291.0,255.0,-36.0,nan,nan,nan
0,1,True,0.41760097493036213,0.4187947950734117,0.0011938201430495843,0.6634673895004702,0.6634697533416012,2.363841130947897e-06,0.5298301415854925,0.5317518167561239,0.001921675170631465,36154.0,36285.0,131.0,0.20142248139067434,0.19852892452455106,-0.002893556866123276
0,2,True,0.7116045275376993,0.7111038796688,-0.0005006478688993621,0.8626539827276314,0.862436414664094,-0.00021756806353734337,0.8025285481239804,0.8020799347471452,-0.0004486133768352163,22811.0,22804.0,-7.0,0.06969820554649266,0.0699836867862969,0.00028548123980425
0,3,True,0.15250909510885258,0.15257352941176472,6.443430291214192e-05,0.4868202764976958,0.48020249502802387,-0.006617781469671957,0.18172435147595128,0.18275648524048715,0.0010321337645358697,5425.0,5531.0,106.0,0.6267116218261887,0.6194178765568018,-0.007293745269386864
0,4,True,0.5393530897892194,0.5391171489581033,-0.00023594083111611042,0.6279791299866878,0.6269896490082529,-0.0009894809784348757,0.7926044362542513,0.7936748824541673,0.0010704461999160308,93148.0,93421.0,273.0,0.26215091936423623,0.2658500562323004,0.003699136868064168
0,5,True,0.25817793835932007,0.25785327662864876,-0.0003246617306713051,0.32279286926994905,0.32187132386209394,-0.0009215454078551066,0.563273727647868,0.5645434345571897,0.0012697069093217106,32984.0,33153.0,169.0,0.7450005290445455,0.753941381864353,0.008940852819807499
0,6,True,0.014153371075656201,0.014316330904414917,0.00016295982875871515,0.5892857142857143,0.5778546712802768,-0.011431043005437513,0.014294377544832365,0.014467642727193971,0.00017326518236160555,280.0,289.0,9.0,0.9757428744693754,0.9749631811487481,-0.0007796933206272172
0,7,False,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,3.0,3.0,nan,nan,nan
0,8,False,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,7.0,7.0,nan,nan,nan
0,9,True,0.02859647939569704,0.01856522348325627,-0.010031255912440768,0.0674836861371956,0.04756776162268892,-0.019915924514506682,0.04727921498661909,0.02954950936663693,-0.01772970561998216,6283.0,5571.0,-712.0,0.2993978590544157,0.3787912578055308,0.07939339875111512
0,10,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,161.0,194.0,33.0,nan,nan,nan
0,11,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,18.0,37.0,19.0,nan,nan,nan
0,12,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan
0,13,True,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
