sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,0.00018727779388427734,-0.030422210693359375,-0.0012089312076568604,-0.2430744171142578,15307.5,-0.010031255912440768,-0.019915924514506682,-0.01772970561998216,0.07939339875111512,-0.9488449096679688,46.0,-0.033615709556146345,1.0,0.0,0.010564160203788331,-0.021814955252029478,0.0003535907594948151,-2.2920534506920553e-05,-10.16045093536377,-33799.75
