sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,paired_hard_change_inside_property_confidence,paired_hard_change_outside_property_confidence,hard_seismic_loss,hard_seismic_rmse_amplitude,hard_seismic_mae_amplitude,hard_observation_loss,hard_observation_mae,path
0,0.589719295501709,0.15180285274982452,0.02593026662760035,0.0702659785629218,0.039473684210526314,8968,5038,-3930,-0.4382247992863515,3930,0.4382247992863515,24.330116271972656,31,0.7022628026994839,8968,3898,-5070,-0.5653434433541481,5070,0.5653434433541481,0.028292838874680308,0.09081580297588507,0.039473684210526314,24.178457260131836,26,0.7095946639302206,0.5630887512806332,0.6233812372504527,0.0,0.0,nan,0,3737,0.014255523681640625,2314,1423,1438,193,0.265654981136322,26,0.005160778086542279,0.9603017070265979,0.9870980547836443,12,10,8,3,3538,889,318,93,53,31,29,22,1.294892430305481,976677.25,0.7363777160644531,3737,0,15.24736499786377,0.03904787451028824,0.012163153849542141,15.24736499786377,0.012163153849542141,project/geodata-3d-conditional/experiments/stage4_seismic/runs/cond_generation_0/phase4c_seismic_v1/seed42_n1_s32_a025_c025/alpha025/sample_0.pt
