sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_seismic_loss,delta_hard_seismic_rmse_amplitude,delta_hard_seismic_mae_amplitude,delta_hard_observation_loss,delta_hard_observation_mae
0,0.0023537278175354004,-0.04110582172870636,0.0004055500030517578,-0.03026759624481201,-26906.875,-0.002666212768096688,0.002782292425726196,-0.007805530776092778,0.1388269402319358,0.32755470275878906,-6.0,-0.022072705815556648,1.0,-1.0,-0.0002506495754026521,-0.00945796192135695,0.002049013119123755,0.0027390038735702893,-2.613266944885254,-0.003213968127965927,-0.000915205106139183,-2.613266944885254,-0.000915205106139183
