observation,metric,subset,fraction,count,mean,full_mean,enrichment
correct,label9_iou,full,1.0,1024,0.05833826387880955,0.05833826387880955,0.0
correct,label9_iou,top_10pct,0.1,103,0.07934003370378072,0.05833826387880955,0.02100176982497117
correct,label9_iou,top_5pct,0.05,52,0.08629713928336025,0.05833826387880955,0.0279588754045507
correct,label9_iou,top_1pct,0.01,11,0.09928673512124156,0.05833826387880955,0.04094847124243201
correct,label9_recall,full,1.0,1024,0.5335259732484956,0.5335259732484956,0.0
correct,label9_recall,top_10pct,0.1,103,0.48794511666958945,0.5335259732484956,-0.04558085657890615
correct,label9_recall,top_5pct,0.05,52,0.48808471222264316,0.5335259732484956,-0.04544126102585244
correct,label9_recall,top_1pct,0.01,11,0.4475294820122406,0.5335259732484956,-0.08599649123625502
correct,major_component_mean_recall,full,1.0,1024,0.48015918190675755,0.48015918190675755,0.0
correct,major_component_mean_recall,top_10pct,0.1,103,0.43509510162297516,0.48015918190675755,-0.04506408028378239
correct,major_component_mean_recall,top_5pct,0.05,52,0.434415643355013,0.48015918190675755,-0.04574353855174457
correct,major_component_mean_recall,top_1pct,0.01,11,0.39366782863881383,0.48015918190675755,-0.08649135326794372
zero,label9_iou,full,1.0,1024,0.058338263878809554,0.058338263878809554,0.0
zero,label9_iou,top_10pct,0.1,103,0.0792596803535025,0.058338263878809554,0.02092141647469295
zero,label9_iou,top_5pct,0.05,52,0.08599777825949749,0.058338263878809554,0.027659514380687936
zero,label9_iou,top_1pct,0.01,11,0.09928673512124156,0.058338263878809554,0.040948471242432005
zero,label9_recall,full,1.0,1024,0.5335259732484957,0.5335259732484957,0.0
zero,label9_recall,top_10pct,0.1,103,0.4877006711623384,0.5335259732484957,-0.045825302086157316
zero,label9_recall,top_5pct,0.05,52,0.48686371100164183,0.5335259732484957,-0.04666226224685388
zero,label9_recall,top_1pct,0.01,11,0.4475294820122406,0.5335259732484957,-0.08599649123625513
zero,major_component_mean_recall,full,1.0,1024,0.4801591819067575,0.4801591819067575,0.0
zero,major_component_mean_recall,top_10pct,0.1,103,0.43500534277113534,0.4801591819067575,-0.045153839135622154
zero,major_component_mean_recall,top_5pct,0.05,52,0.4339538875193806,0.4801591819067575,-0.046205294387376916
zero,major_component_mean_recall,top_1pct,0.01,11,0.39366782863881383,0.4801591819067575,-0.08649135326794366
shuffled_xy,label9_iou,full,1.0,1024,0.058338263878809554,0.058338263878809554,0.0
shuffled_xy,label9_iou,top_10pct,0.1,103,0.0792707295540137,0.058338263878809554,0.02093246567520414
shuffled_xy,label9_iou,top_5pct,0.05,52,0.08599777825949749,0.058338263878809554,0.027659514380687936
shuffled_xy,label9_iou,top_1pct,0.01,11,0.09886070470005373,0.058338263878809554,0.04052244082124418
shuffled_xy,label9_recall,full,1.0,1024,0.5335259732484957,0.5335259732484957,0.0
shuffled_xy,label9_recall,top_10pct,0.1,103,0.48815236394747613,0.5335259732484957,-0.04537360930101958
shuffled_xy,label9_recall,top_5pct,0.05,52,0.48686371100164183,0.5335259732484957,-0.04666226224685388
shuffled_xy,label9_recall,top_1pct,0.01,11,0.4582275961586306,0.5335259732484957,-0.07529837708986509
shuffled_xy,major_component_mean_recall,full,1.0,1024,0.4801591819067576,0.4801591819067576,0.0
shuffled_xy,major_component_mean_recall,top_10pct,0.1,103,0.4354531383302376,0.4801591819067576,-0.04470604357652003
shuffled_xy,major_component_mean_recall,top_5pct,0.05,52,0.4339538875193807,0.4801591819067576,-0.046205294387376916
shuffled_xy,major_component_mean_recall,top_1pct,0.01,11,0.41044878210600527,0.4801591819067576,-0.06971039980075233
wrong_case,label9_iou,full,1.0,1024,0.058338263878809554,0.058338263878809554,0.0
wrong_case,label9_iou,top_10pct,0.1,103,0.07953718309760673,0.058338263878809554,0.02119891921879717
wrong_case,label9_iou,top_5pct,0.05,52,0.08627946302230802,0.058338263878809554,0.027941199143498463
wrong_case,label9_iou,top_1pct,0.01,11,0.09928673512124156,0.058338263878809554,0.040948471242432005
wrong_case,label9_recall,full,1.0,1024,0.5335259732484956,0.5335259732484956,0.0
wrong_case,label9_recall,top_10pct,0.1,103,0.48704704513208036,0.5335259732484956,-0.04647892811641524
wrong_case,label9_recall,top_5pct,0.05,52,0.4873268493958147,0.5335259732484956,-0.04619912385268088
wrong_case,label9_recall,top_1pct,0.01,11,0.4475294820122406,0.5335259732484956,-0.08599649123625502
wrong_case,major_component_mean_recall,full,1.0,1024,0.48015918190675766,0.48015918190675766,0.0
wrong_case,major_component_mean_recall,top_10pct,0.1,103,0.43364031319085805,0.48015918190675766,-0.04651886871589961
wrong_case,major_component_mean_recall,top_5pct,0.05,52,0.4330644587440534,0.48015918190675766,-0.047094723162704244
wrong_case,major_component_mean_recall,top_1pct,0.01,11,0.39366782863881383,0.48015918190675766,-0.08649135326794383
