sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall,candidate_id,retrospective_only,used_for_ranking
23,1,463,448,0.9676025917926566,candidate_000023,True,False
23,2,397,0,0.0,candidate_000023,True,False
23,3,383,373,0.9738903394255874,candidate_000023,True,False
23,4,367,72,0.19618528610354224,candidate_000023,True,False
23,5,217,165,0.7603686635944701,candidate_000023,True,False
24,1,463,279,0.6025917926565875,candidate_000024,True,False
24,2,397,6,0.015113350125944584,candidate_000024,True,False
24,3,383,248,0.6475195822454308,candidate_000024,True,False
24,4,367,3,0.008174386920980926,candidate_000024,True,False
24,5,217,183,0.8433179723502304,candidate_000024,True,False
25,1,463,446,0.9632829373650108,candidate_000025,True,False
25,2,397,0,0.0,candidate_000025,True,False
25,3,383,368,0.9608355091383812,candidate_000025,True,False
25,4,367,33,0.08991825613079019,candidate_000025,True,False
25,5,217,65,0.2995391705069124,candidate_000025,True,False
26,1,463,448,0.9676025917926566,candidate_000026,True,False
26,2,397,26,0.0654911838790932,candidate_000026,True,False
26,3,383,337,0.8798955613577023,candidate_000026,True,False
26,4,367,193,0.5258855585831063,candidate_000026,True,False
26,5,217,217,1.0,candidate_000026,True,False
27,1,463,417,0.9006479481641468,candidate_000027,True,False
27,2,397,52,0.1309823677581864,candidate_000027,True,False
27,3,383,324,0.8459530026109661,candidate_000027,True,False
27,4,367,24,0.0653950953678474,candidate_000027,True,False
27,5,217,216,0.9953917050691244,candidate_000027,True,False
28,1,463,452,0.9762419006479481,candidate_000028,True,False
28,2,397,0,0.0,candidate_000028,True,False
28,3,383,157,0.40992167101827676,candidate_000028,True,False
28,4,367,105,0.28610354223433243,candidate_000028,True,False
28,5,217,123,0.5668202764976958,candidate_000028,True,False
29,1,463,409,0.8833693304535637,candidate_000029,True,False
29,2,397,60,0.15113350125944586,candidate_000029,True,False
29,3,383,365,0.9530026109660574,candidate_000029,True,False
29,4,367,0,0.0,candidate_000029,True,False
29,5,217,146,0.6728110599078341,candidate_000029,True,False
30,1,463,432,0.9330453563714903,candidate_000030,True,False
30,2,397,2,0.005037783375314861,candidate_000030,True,False
30,3,383,325,0.8485639686684073,candidate_000030,True,False
30,4,367,0,0.0,candidate_000030,True,False
30,5,217,207,0.9539170506912442,candidate_000030,True,False
31,1,463,401,0.8660907127429806,candidate_000031,True,False
31,2,397,0,0.0,candidate_000031,True,False
31,3,383,280,0.7310704960835509,candidate_000031,True,False
31,4,367,25,0.0681198910081744,candidate_000031,True,False
31,5,217,195,0.8986175115207373,candidate_000031,True,False
32,1,463,463,1.0,candidate_000032,True,False
32,2,397,0,0.0,candidate_000032,True,False
32,3,383,368,0.9608355091383812,candidate_000032,True,False
32,4,367,0,0.0,candidate_000032,True,False
32,5,217,159,0.7327188940092166,candidate_000032,True,False
33,1,463,444,0.958963282937365,candidate_000033,True,False
33,2,397,0,0.0,candidate_000033,True,False
33,3,383,374,0.9765013054830287,candidate_000033,True,False
33,4,367,0,0.0,candidate_000033,True,False
33,5,217,176,0.8110599078341014,candidate_000033,True,False
34,1,463,455,0.9827213822894169,candidate_000034,True,False
34,2,397,0,0.0,candidate_000034,True,False
34,3,383,300,0.783289817232376,candidate_000034,True,False
34,4,367,10,0.027247956403269755,candidate_000034,True,False
34,5,217,174,0.8018433179723502,candidate_000034,True,False
35,1,463,405,0.8747300215982722,candidate_000035,True,False
35,2,397,0,0.0,candidate_000035,True,False
35,3,383,383,1.0,candidate_000035,True,False
35,4,367,2,0.005449591280653951,candidate_000035,True,False
35,5,217,179,0.8248847926267281,candidate_000035,True,False
36,1,463,442,0.9546436285097192,candidate_000036,True,False
36,2,397,0,0.0,candidate_000036,True,False
36,3,383,337,0.8798955613577023,candidate_000036,True,False
36,4,367,0,0.0,candidate_000036,True,False
36,5,217,121,0.5576036866359447,candidate_000036,True,False
37,1,463,451,0.9740820734341252,candidate_000037,True,False
37,2,397,2,0.005037783375314861,candidate_000037,True,False
37,3,383,164,0.4281984334203655,candidate_000037,True,False
37,4,367,0,0.0,candidate_000037,True,False
37,5,217,204,0.9400921658986175,candidate_000037,True,False
38,1,463,405,0.8747300215982722,candidate_000038,True,False
38,2,397,0,0.0,candidate_000038,True,False
38,3,383,365,0.9530026109660574,candidate_000038,True,False
38,4,367,42,0.11444141689373297,candidate_000038,True,False
38,5,217,168,0.7741935483870968,candidate_000038,True,False
39,1,463,395,0.8531317494600432,candidate_000039,True,False
39,2,397,0,0.0,candidate_000039,True,False
39,3,383,329,0.8590078328981723,candidate_000039,True,False
39,4,367,0,0.0,candidate_000039,True,False
39,5,217,215,0.9907834101382489,candidate_000039,True,False
40,1,463,359,0.775377969762419,candidate_000040,True,False
40,2,397,0,0.0,candidate_000040,True,False
40,3,383,274,0.7154046997389034,candidate_000040,True,False
40,4,367,49,0.1335149863760218,candidate_000040,True,False
40,5,217,174,0.8018433179723502,candidate_000040,True,False
41,1,463,330,0.712742980561555,candidate_000041,True,False
41,2,397,22,0.055415617128463476,candidate_000041,True,False
41,3,383,297,0.7754569190600522,candidate_000041,True,False
41,4,367,0,0.0,candidate_000041,True,False
41,5,217,161,0.7419354838709677,candidate_000041,True,False
42,1,463,463,1.0,candidate_000042,True,False
42,2,397,18,0.04534005037783375,candidate_000042,True,False
42,3,383,372,0.9712793733681462,candidate_000042,True,False
42,4,367,82,0.22343324250681199,candidate_000042,True,False
42,5,217,208,0.9585253456221198,candidate_000042,True,False
43,1,463,458,0.9892008639308856,candidate_000043,True,False
43,2,397,0,0.0,candidate_000043,True,False
43,3,383,323,0.8433420365535248,candidate_000043,True,False
43,4,367,1,0.0027247956403269754,candidate_000043,True,False
43,5,217,211,0.9723502304147466,candidate_000043,True,False
44,1,463,438,0.9460043196544277,candidate_000044,True,False
44,2,397,0,0.0,candidate_000044,True,False
44,3,383,371,0.9686684073107049,candidate_000044,True,False
44,4,367,66,0.17983651226158037,candidate_000044,True,False
44,5,217,194,0.8940092165898618,candidate_000044,True,False
45,1,463,462,0.9978401727861771,candidate_000045,True,False
45,2,397,0,0.0,candidate_000045,True,False
45,3,383,360,0.9399477806788512,candidate_000045,True,False
45,4,367,0,0.0,candidate_000045,True,False
45,5,217,145,0.6682027649769585,candidate_000045,True,False
46,1,463,453,0.978401727861771,candidate_000046,True,False
46,2,397,0,0.0,candidate_000046,True,False
46,3,383,212,0.5535248041775457,candidate_000046,True,False
46,4,367,5,0.013623978201634877,candidate_000046,True,False
46,5,217,204,0.9400921658986175,candidate_000046,True,False
47,1,463,429,0.9265658747300216,candidate_000047,True,False
47,2,397,249,0.6272040302267002,candidate_000047,True,False
47,3,383,344,0.8981723237597912,candidate_000047,True,False
47,4,367,27,0.07356948228882834,candidate_000047,True,False
47,5,217,179,0.8248847926267281,candidate_000047,True,False
48,1,463,454,0.980561555075594,candidate_000048,True,False
48,2,397,0,0.0,candidate_000048,True,False
48,3,383,353,0.9216710182767625,candidate_000048,True,False
48,4,367,0,0.0,candidate_000048,True,False
48,5,217,171,0.7880184331797235,candidate_000048,True,False
49,1,463,428,0.9244060475161987,candidate_000049,True,False
49,2,397,0,0.0,candidate_000049,True,False
49,3,383,290,0.7571801566579635,candidate_000049,True,False
49,4,367,18,0.04904632152588556,candidate_000049,True,False
49,5,217,211,0.9723502304147466,candidate_000049,True,False
50,1,463,446,0.9632829373650108,candidate_000050,True,False
50,2,397,0,0.0,candidate_000050,True,False
50,3,383,303,0.7911227154046997,candidate_000050,True,False
50,4,367,60,0.16348773841961853,candidate_000050,True,False
50,5,217,212,0.9769585253456221,candidate_000050,True,False
51,1,463,365,0.7883369330453563,candidate_000051,True,False
51,2,397,0,0.0,candidate_000051,True,False
51,3,383,319,0.8328981723237598,candidate_000051,True,False
51,4,367,13,0.035422343324250684,candidate_000051,True,False
51,5,217,201,0.9262672811059908,candidate_000051,True,False
52,1,463,463,1.0,candidate_000052,True,False
52,2,397,0,0.0,candidate_000052,True,False
52,3,383,364,0.9503916449086162,candidate_000052,True,False
52,4,367,0,0.0,candidate_000052,True,False
52,5,217,189,0.8709677419354839,candidate_000052,True,False
53,1,463,404,0.8725701943844493,candidate_000053,True,False
53,2,397,10,0.02518891687657431,candidate_000053,True,False
53,3,383,252,0.6579634464751958,candidate_000053,True,False
53,4,367,0,0.0,candidate_000053,True,False
53,5,217,172,0.7926267281105991,candidate_000053,True,False
54,1,463,409,0.8833693304535637,candidate_000054,True,False
54,2,397,0,0.0,candidate_000054,True,False
54,3,383,302,0.7885117493472585,candidate_000054,True,False
54,4,367,0,0.0,candidate_000054,True,False
54,5,217,197,0.9078341013824884,candidate_000054,True,False
55,1,463,434,0.937365010799136,candidate_000055,True,False
55,2,397,0,0.0,candidate_000055,True,False
55,3,383,250,0.6527415143603134,candidate_000055,True,False
55,4,367,0,0.0,candidate_000055,True,False
55,5,217,206,0.9493087557603687,candidate_000055,True,False
56,1,463,442,0.9546436285097192,candidate_000056,True,False
56,2,397,0,0.0,candidate_000056,True,False
56,3,383,363,0.9477806788511749,candidate_000056,True,False
56,4,367,0,0.0,candidate_000056,True,False
56,5,217,95,0.4377880184331797,candidate_000056,True,False
57,1,463,445,0.9611231101511879,candidate_000057,True,False
57,2,397,0,0.0,candidate_000057,True,False
57,3,383,311,0.8120104438642297,candidate_000057,True,False
57,4,367,0,0.0,candidate_000057,True,False
57,5,217,184,0.847926267281106,candidate_000057,True,False
58,1,463,359,0.775377969762419,candidate_000058,True,False
58,2,397,0,0.0,candidate_000058,True,False
58,3,383,361,0.9425587467362925,candidate_000058,True,False
58,4,367,15,0.04087193460490463,candidate_000058,True,False
58,5,217,129,0.5944700460829493,candidate_000058,True,False
59,1,463,463,1.0,candidate_000059,True,False
59,2,397,0,0.0,candidate_000059,True,False
59,3,383,350,0.9138381201044387,candidate_000059,True,False
59,4,367,36,0.09809264305177112,candidate_000059,True,False
59,5,217,213,0.9815668202764977,candidate_000059,True,False
60,1,463,454,0.980561555075594,candidate_000060,True,False
60,2,397,0,0.0,candidate_000060,True,False
60,3,383,176,0.4595300261096606,candidate_000060,True,False
60,4,367,29,0.07901907356948229,candidate_000060,True,False
60,5,217,151,0.695852534562212,candidate_000060,True,False
61,1,463,448,0.9676025917926566,candidate_000061,True,False
61,2,397,0,0.0,candidate_000061,True,False
61,3,383,382,0.9973890339425587,candidate_000061,True,False
61,4,367,0,0.0,candidate_000061,True,False
61,5,217,189,0.8709677419354839,candidate_000061,True,False
62,1,463,375,0.8099352051835853,candidate_000062,True,False
62,2,397,10,0.02518891687657431,candidate_000062,True,False
62,3,383,334,0.8720626631853786,candidate_000062,True,False
62,4,367,23,0.06267029972752043,candidate_000062,True,False
62,5,217,155,0.7142857142857143,candidate_000062,True,False
63,1,463,460,0.9935205183585313,candidate_000063,True,False
63,2,397,33,0.08312342569269521,candidate_000063,True,False
63,3,383,368,0.9608355091383812,candidate_000063,True,False
63,4,367,0,0.0,candidate_000063,True,False
63,5,217,206,0.9493087557603687,candidate_000063,True,False
64,1,463,448,0.9676025917926566,candidate_000064,True,False
64,2,397,0,0.0,candidate_000064,True,False
64,3,383,371,0.9686684073107049,candidate_000064,True,False
64,4,367,0,0.0,candidate_000064,True,False
64,5,217,165,0.7603686635944701,candidate_000064,True,False
65,1,463,391,0.8444924406047516,candidate_000065,True,False
65,2,397,45,0.11335012594458438,candidate_000065,True,False
65,3,383,380,0.9921671018276762,candidate_000065,True,False
65,4,367,0,0.0,candidate_000065,True,False
65,5,217,116,0.5345622119815668,candidate_000065,True,False
66,1,463,349,0.7537796976241901,candidate_000066,True,False
66,2,397,11,0.027707808564231738,candidate_000066,True,False
66,3,383,329,0.8590078328981723,candidate_000066,True,False
66,4,367,0,0.0,candidate_000066,True,False
66,5,217,161,0.7419354838709677,candidate_000066,True,False
67,1,463,227,0.490280777537797,candidate_000067,True,False
67,2,397,97,0.24433249370277077,candidate_000067,True,False
67,3,383,370,0.9660574412532638,candidate_000067,True,False
67,4,367,187,0.5095367847411444,candidate_000067,True,False
67,5,217,211,0.9723502304147466,candidate_000067,True,False
68,1,463,406,0.8768898488120951,candidate_000068,True,False
68,2,397,0,0.0,candidate_000068,True,False
68,3,383,307,0.8015665796344648,candidate_000068,True,False
68,4,367,84,0.22888283378746593,candidate_000068,True,False
68,5,217,183,0.8433179723502304,candidate_000068,True,False
69,1,463,351,0.7580993520518359,candidate_000069,True,False
69,2,397,130,0.327455919395466,candidate_000069,True,False
69,3,383,302,0.7885117493472585,candidate_000069,True,False
69,4,367,29,0.07901907356948229,candidate_000069,True,False
69,5,217,190,0.8755760368663594,candidate_000069,True,False
70,1,463,413,0.8920086393088553,candidate_000070,True,False
70,2,397,0,0.0,candidate_000070,True,False
70,3,383,315,0.8224543080939948,candidate_000070,True,False
70,4,367,0,0.0,candidate_000070,True,False
70,5,217,97,0.4470046082949309,candidate_000070,True,False
71,1,463,463,1.0,candidate_000071,True,False
71,2,397,72,0.181360201511335,candidate_000071,True,False
71,3,383,297,0.7754569190600522,candidate_000071,True,False
71,4,367,0,0.0,candidate_000071,True,False
71,5,217,146,0.6728110599078341,candidate_000071,True,False
72,1,463,229,0.4946004319654428,candidate_000072,True,False
72,2,397,153,0.3853904282115869,candidate_000072,True,False
72,3,383,345,0.9007832898172323,candidate_000072,True,False
72,4,367,27,0.07356948228882834,candidate_000072,True,False
72,5,217,115,0.5299539170506913,candidate_000072,True,False
73,1,463,460,0.9935205183585313,candidate_000073,True,False
73,2,397,8,0.020151133501259445,candidate_000073,True,False
73,3,383,338,0.8825065274151436,candidate_000073,True,False
73,4,367,24,0.0653950953678474,candidate_000073,True,False
73,5,217,207,0.9539170506912442,candidate_000073,True,False
74,1,463,442,0.9546436285097192,candidate_000074,True,False
74,2,397,52,0.1309823677581864,candidate_000074,True,False
74,3,383,302,0.7885117493472585,candidate_000074,True,False
74,4,367,0,0.0,candidate_000074,True,False
74,5,217,119,0.5483870967741935,candidate_000074,True,False
75,1,463,463,1.0,candidate_000075,True,False
75,2,397,29,0.07304785894206549,candidate_000075,True,False
75,3,383,291,0.7597911227154047,candidate_000075,True,False
75,4,367,10,0.027247956403269755,candidate_000075,True,False
75,5,217,190,0.8755760368663594,candidate_000075,True,False
76,1,463,313,0.6760259179265659,candidate_000076,True,False
76,2,397,96,0.24181360201511334,candidate_000076,True,False
76,3,383,348,0.9086161879895561,candidate_000076,True,False
76,4,367,0,0.0,candidate_000076,True,False
76,5,217,163,0.7511520737327189,candidate_000076,True,False
77,1,463,398,0.8596112311015118,candidate_000077,True,False
77,2,397,69,0.17380352644836272,candidate_000077,True,False
77,3,383,314,0.8198433420365535,candidate_000077,True,False
77,4,367,0,0.0,candidate_000077,True,False
77,5,217,187,0.8617511520737328,candidate_000077,True,False
78,1,463,456,0.9848812095032398,candidate_000078,True,False
78,2,397,0,0.0,candidate_000078,True,False
78,3,383,209,0.5456919060052219,candidate_000078,True,False
78,4,367,158,0.4305177111716621,candidate_000078,True,False
78,5,217,157,0.7235023041474654,candidate_000078,True,False
79,1,463,382,0.8250539956803455,candidate_000079,True,False
79,2,397,131,0.32997481108312343,candidate_000079,True,False
79,3,383,315,0.8224543080939948,candidate_000079,True,False
79,4,367,0,0.0,candidate_000079,True,False
79,5,217,187,0.8617511520737328,candidate_000079,True,False
80,1,463,425,0.91792656587473,candidate_000080,True,False
80,2,397,33,0.08312342569269521,candidate_000080,True,False
80,3,383,290,0.7571801566579635,candidate_000080,True,False
80,4,367,0,0.0,candidate_000080,True,False
80,5,217,110,0.5069124423963134,candidate_000080,True,False
81,1,463,438,0.9460043196544277,candidate_000081,True,False
81,2,397,0,0.0,candidate_000081,True,False
81,3,383,309,0.8067885117493473,candidate_000081,True,False
81,4,367,0,0.0,candidate_000081,True,False
81,5,217,172,0.7926267281105991,candidate_000081,True,False
82,1,463,451,0.9740820734341252,candidate_000082,True,False
82,2,397,140,0.3526448362720403,candidate_000082,True,False
82,3,383,336,0.8772845953002611,candidate_000082,True,False
82,4,367,36,0.09809264305177112,candidate_000082,True,False
82,5,217,150,0.6912442396313364,candidate_000082,True,False
83,1,463,383,0.8272138228941684,candidate_000083,True,False
83,2,397,104,0.2619647355163728,candidate_000083,True,False
83,3,383,383,1.0,candidate_000083,True,False
83,4,367,3,0.008174386920980926,candidate_000083,True,False
83,5,217,205,0.9447004608294931,candidate_000083,True,False
84,1,463,454,0.980561555075594,candidate_000084,True,False
84,2,397,217,0.5465994962216625,candidate_000084,True,False
84,3,383,343,0.8955613577023499,candidate_000084,True,False
84,4,367,0,0.0,candidate_000084,True,False
84,5,217,213,0.9815668202764977,candidate_000084,True,False
85,1,463,389,0.8401727861771058,candidate_000085,True,False
85,2,397,1,0.0025188916876574307,candidate_000085,True,False
85,3,383,272,0.7101827676240209,candidate_000085,True,False
85,4,367,318,0.8664850136239782,candidate_000085,True,False
85,5,217,193,0.8894009216589862,candidate_000085,True,False
86,1,463,365,0.7883369330453563,candidate_000086,True,False
86,2,397,175,0.44080604534005036,candidate_000086,True,False
86,3,383,357,0.9321148825065274,candidate_000086,True,False
86,4,367,69,0.1880108991825613,candidate_000086,True,False
86,5,217,187,0.8617511520737328,candidate_000086,True,False
87,1,463,368,0.7948164146868251,candidate_000087,True,False
87,2,397,0,0.0,candidate_000087,True,False
87,3,383,339,0.8851174934725848,candidate_000087,True,False
87,4,367,6,0.01634877384196185,candidate_000087,True,False
87,5,217,131,0.6036866359447005,candidate_000087,True,False
88,1,463,444,0.958963282937365,candidate_000088,True,False
88,2,397,0,0.0,candidate_000088,True,False
88,3,383,325,0.8485639686684073,candidate_000088,True,False
88,4,367,15,0.04087193460490463,candidate_000088,True,False
88,5,217,202,0.9308755760368663,candidate_000088,True,False
89,1,463,455,0.9827213822894169,candidate_000089,True,False
89,2,397,0,0.0,candidate_000089,True,False
89,3,383,382,0.9973890339425587,candidate_000089,True,False
89,4,367,0,0.0,candidate_000089,True,False
89,5,217,187,0.8617511520737328,candidate_000089,True,False
90,1,463,463,1.0,candidate_000090,True,False
90,2,397,130,0.327455919395466,candidate_000090,True,False
90,3,383,267,0.6971279373368147,candidate_000090,True,False
90,4,367,8,0.021798365122615803,candidate_000090,True,False
90,5,217,70,0.3225806451612903,candidate_000090,True,False
91,1,463,463,1.0,candidate_000091,True,False
91,2,397,156,0.3929471032745592,candidate_000091,True,False
91,3,383,315,0.8224543080939948,candidate_000091,True,False
91,4,367,19,0.051771117166212535,candidate_000091,True,False
91,5,217,209,0.9631336405529954,candidate_000091,True,False
92,1,463,177,0.38228941684665224,candidate_000092,True,False
92,2,397,22,0.055415617128463476,candidate_000092,True,False
92,3,383,255,0.6657963446475196,candidate_000092,True,False
92,4,367,0,0.0,candidate_000092,True,False
92,5,217,133,0.6129032258064516,candidate_000092,True,False
93,1,463,407,0.8790496760259179,candidate_000093,True,False
93,2,397,0,0.0,candidate_000093,True,False
93,3,383,290,0.7571801566579635,candidate_000093,True,False
93,4,367,22,0.05994550408719346,candidate_000093,True,False
93,5,217,155,0.7142857142857143,candidate_000093,True,False
94,1,463,417,0.9006479481641468,candidate_000094,True,False
94,2,397,14,0.03526448362720403,candidate_000094,True,False
94,3,383,321,0.8381201044386423,candidate_000094,True,False
94,4,367,0,0.0,candidate_000094,True,False
94,5,217,191,0.880184331797235,candidate_000094,True,False
95,1,463,349,0.7537796976241901,candidate_000095,True,False
95,2,397,12,0.030226700251889168,candidate_000095,True,False
95,3,383,363,0.9477806788511749,candidate_000095,True,False
95,4,367,3,0.008174386920980926,candidate_000095,True,False
95,5,217,179,0.8248847926267281,candidate_000095,True,False
96,1,463,347,0.7494600431965442,candidate_000096,True,False
96,2,397,0,0.0,candidate_000096,True,False
96,3,383,306,0.7989556135770235,candidate_000096,True,False
96,4,367,12,0.0326975476839237,candidate_000096,True,False
96,5,217,211,0.9723502304147466,candidate_000096,True,False
97,1,463,409,0.8833693304535637,candidate_000097,True,False
97,2,397,0,0.0,candidate_000097,True,False
97,3,383,308,0.804177545691906,candidate_000097,True,False
97,4,367,0,0.0,candidate_000097,True,False
97,5,217,118,0.543778801843318,candidate_000097,True,False
98,1,463,459,0.9913606911447084,candidate_000098,True,False
98,2,397,9,0.022670025188916875,candidate_000098,True,False
98,3,383,360,0.9399477806788512,candidate_000098,True,False
98,4,367,0,0.0,candidate_000098,True,False
98,5,217,175,0.8064516129032258,candidate_000098,True,False
99,1,463,330,0.712742980561555,candidate_000099,True,False
99,2,397,0,0.0,candidate_000099,True,False
99,3,383,346,0.9033942558746736,candidate_000099,True,False
99,4,367,0,0.0,candidate_000099,True,False
99,5,217,148,0.6820276497695853,candidate_000099,True,False
100,1,463,425,0.91792656587473,candidate_000100,True,False
100,2,397,0,0.0,candidate_000100,True,False
100,3,383,255,0.6657963446475196,candidate_000100,True,False
100,4,367,0,0.0,candidate_000100,True,False
100,5,217,166,0.7649769585253456,candidate_000100,True,False
101,1,463,440,0.9503239740820735,candidate_000101,True,False
101,2,397,0,0.0,candidate_000101,True,False
101,3,383,361,0.9425587467362925,candidate_000101,True,False
101,4,367,37,0.1008174386920981,candidate_000101,True,False
101,5,217,208,0.9585253456221198,candidate_000101,True,False
102,1,463,457,0.9870410367170627,candidate_000102,True,False
102,2,397,255,0.6423173803526449,candidate_000102,True,False
102,3,383,263,0.6866840731070496,candidate_000102,True,False
102,4,367,218,0.5940054495912807,candidate_000102,True,False
102,5,217,155,0.7142857142857143,candidate_000102,True,False
103,1,463,462,0.9978401727861771,candidate_000103,True,False
103,2,397,0,0.0,candidate_000103,True,False
103,3,383,369,0.9634464751958225,candidate_000103,True,False
