step,temperature,soft_loss,gradient_norm_before_clip,hard_checked,hard_improved,selected_best_step,hard_loss,hard_rmse_amplitude,hard_mae_amplitude,condition_violations,soft_seismic_rmse_amplitude,soft_seismic_mae_amplitude
58,0.2,6.169676780700684,0.11393158882856369,False,False,15,,,,,0.02483883500099182,0.008641527965664864
59,0.2,5.908010959625244,0.10737591236829758,False,False,15,,,,,0.0243063997477293,0.008458341471850872
60,0.2,5.669990539550781,0.10121676325798035,True,False,15,28.797760009765625,0.05366354063153267,0.015012666583061218,0,0.023811742663383484,0.008283564820885658
61,0.2,5.449992656707764,0.09514626115560532,False,False,15,,,,,0.02334521897137165,0.008114133961498737
62,0.2,5.249553680419922,0.09210827201604843,False,False,15,,,,,0.022911904379725456,0.007952943444252014
63,0.2,5.060878753662109,0.08623707294464111,False,False,15,,,,,0.02249639667570591,0.00779661675915122
64,0.2,4.8861188888549805,0.08260978758335114,False,False,15,,,,,0.022104566916823387,0.0076495870016515255
65,0.2,4.725235939025879,0.08095638453960419,True,False,15,32.98212814331055,0.057430069893598557,0.01574665866792202,0,0.021737607195973396,0.007509866263717413
66,0.2,4.574981689453125,0.0762740895152092,False,False,15,,,,,0.021389206871390343,0.007376278750598431
67,0.2,4.435583114624023,0.07430640608072281,False,False,15,,,,,0.021060824394226074,0.0072515858337283134
68,0.2,4.30669641494751,0.07016558200120926,False,False,15,,,,,0.02075258083641529,0.007133220322430134
69,0.2,4.185639381408691,0.06839082390069962,False,False,15,,,,,0.020458834245800972,0.007021087221801281
70,0.2,4.073387145996094,0.06696230918169022,True,False,15,36.21286392211914,0.06017712503671646,0.016341079026460648,0,0.02018263377249241,0.006915636360645294
71,0.2,3.969677686691284,0.06531062722206116,False,False,15,,,,,0.019924050197005272,0.006815588567405939
72,0.2,3.8697218894958496,0.06305748969316483,False,False,15,,,,,0.01967160776257515,0.0067199720069766045
73,0.2,3.7762973308563232,0.05944529175758362,False,False,15,,,,,0.01943269744515419,0.006630896590650082
74,0.2,3.688852310180664,0.057844407856464386,False,False,15,,,,,0.01920638605952263,0.006543751806020737
75,0.2,3.607680559158325,0.0586153045296669,True,False,15,39.1777458190918,0.06259212642908096,0.01693054288625717,0,0.01899389736354351,0.006460013799369335
76,0.2,3.5285964012145996,0.05545712634921074,False,False,15,,,,,0.018784556537866592,0.006378211081027985
77,0.2,3.4551749229431152,0.05447737127542496,False,False,15,,,,,0.018588101491332054,0.006302447523921728
78,0.2,3.3862290382385254,0.05246119946241379,False,False,15,,,,,0.01840170845389366,0.006231625564396381
79,0.2,3.3198904991149902,0.05452962592244148,False,False,15,,,,,0.01822056621313095,0.00616238359361887
80,0.2,3.254732847213745,0.051305100321769714,True,False,15,41.34082794189453,0.06429683417081833,0.017379645258188248,0,0.01804087869822979,0.00609351834282279
81,0.2,3.1922926902770996,0.04924287274479866,False,False,15,,,,,0.017866987735033035,0.0060272980481386185
82,0.2,3.135195016860962,0.049413833767175674,False,False,15,,,,,0.017706481739878654,0.0059646135196089745
83,0.2,3.0807080268859863,0.047480508685112,False,False,15,,,,,0.01755194552242756,0.0059052398428320885
84,0.2,3.029249906539917,0.04788631573319435,False,False,15,,,,,0.017404740676283836,0.005849052686244249
85,0.2,2.9785988330841064,0.047494225203990936,True,False,15,43.471885681152344,0.0659332126379013,0.01782519370317459,0,0.017258618026971817,0.005793240386992693
86,0.2,2.9298901557922363,0.04510677233338356,False,False,15,,,,,0.01711692288517952,0.005740494932979345
87,0.2,2.884228229522705,0.044638074934482574,False,False,15,,,,,0.016983015462756157,0.005689400248229504
88,0.2,2.8399746417999268,0.04439932852983475,False,False,15,,,,,0.016852224245667458,0.005639644805341959
89,0.2,2.7981953620910645,0.04540520906448364,False,False,15,,,,,0.016727807000279427,0.005592570640146732
90,0.2,2.7570459842681885,0.041860662400722504,True,False,15,45.12711715698242,0.0671767145395279,0.01818881556391716,0,0.016604352742433548,0.0055450391955673695
91,0.2,2.7185842990875244,0.04127655550837517,False,False,15,,,,,0.016488129273056984,0.005499625578522682
92,0.2,2.682142734527588,0.04320234805345535,False,False,15,,,,,0.016377249732613564,0.005456408951431513
93,0.2,2.6438026428222656,0.03878370299935341,False,False,15,,,,,0.016259774565696716,0.005412274040281773
94,0.2,2.610069513320923,0.03916589915752411,False,False,15,,,,,0.016155708581209183,0.005371286533772945
95,0.2,2.578162670135498,0.03945382311940193,True,False,15,47.61970138549805,0.0690070316195488,0.018718335777521133,0,0.01605665683746338,0.005332632921636105
96,0.2,2.546149492263794,0.03954983130097389,False,False,15,,,,,0.015956657007336617,0.00529399374499917
97,0.2,2.514784336090088,0.039324626326560974,False,False,15,,,,,0.01585807092487812,0.005256572272628546
98,0.2,2.4856228828430176,0.03763064742088318,False,False,15,,,,,0.015765856951475143,0.005220305174589157
99,0.2,2.457778215408325,0.039167772978544235,False,False,15,,,,,0.015677303075790405,0.00518548721447587
100,0.2,2.429030656814575,0.037254977971315384,True,False,15,49.630401611328125,0.0704488456249237,0.01916387304663658,0,0.015585347078740597,0.005151592195034027
101,0.1,12.406926155090332,0.44033369421958923,False,False,15,,,,,0.03522346913814545,0.01077897660434246
102,0.1,11.177070617675781,0.3448670506477356,False,False,15,,,,,0.03343212604522705,0.010312648490071297
103,0.1,9.852880477905273,0.3232956826686859,False,False,15,,,,,0.03138929605484009,0.009748192504048347
104,0.1,8.607519149780273,0.29085731506347656,False,False,15,,,,,0.029338574036955833,0.009164541959762573
105,0.1,7.636435508728027,0.2569778263568878,True,False,15,49.92620849609375,0.07065847516059875,0.018809333443641663,0,0.02763410285115242,0.00867680087685585
106,0.1,7.018893241882324,0.2592708468437195,False,False,15,,,,,0.026493193581700325,0.00835937075316906
107,0.1,6.610428810119629,0.25631633400917053,False,False,15,,,,,0.025710754096508026,0.008162771351635456
108,0.1,6.314795970916748,0.2514248788356781,False,False,15,,,,,0.025129256770014763,0.008044617250561714
109,0.1,6.064291477203369,0.23363514244556427,False,False,15,,,,,0.024625781923532486,0.007939551025629044
110,0.1,5.819429874420166,0.2160758674144745,True,False,15,54.47467041015625,0.07380695641040802,0.019338397309184074,0,0.02412349358201027,0.00781751237809658
111,0.1,5.579963684082031,0.19882498681545258,False,False,15,,,,,0.023621946573257446,0.007676704321056604
112,0.1,5.3520050048828125,0.1834731549024582,False,False,15,,,,,0.023134401068091393,0.007529129274189472
113,0.1,5.143568992614746,0.1687379777431488,False,False,15,,,,,0.022679436951875687,0.0073880525305867195
114,0.1,4.96563720703125,0.16304892301559448,False,False,15,,,,,0.022283710539340973,0.007259274832904339
115,0.1,4.808181285858154,0.15311112999916077,True,False,15,57.225494384765625,0.07564753293991089,0.01967703364789486,0,0.021927565336227417,0.007136699743568897
116,0.1,4.668195724487305,0.14402315020561218,False,False,15,,,,,0.02160600759088993,0.007023955695331097
117,0.1,4.542062759399414,0.1324170082807541,False,False,15,,,,,0.021312115713953972,0.006920413579791784
118,0.1,4.428936004638672,0.12397409975528717,False,False,15,,,,,0.021045038476586342,0.006823204457759857
119,0.1,4.327657222747803,0.12054252624511719,False,False,15,,,,,0.020803021267056465,0.006736538372933865
120,0.1,4.231432914733887,0.11638767272233963,True,False,15,58.775917053222656,0.07666544616222382,0.01992238126695156,0,0.02057044580578804,0.00665681529790163
121,0.1,4.1368889808654785,0.10803941637277603,False,False,15,,,,,0.020339341834187508,0.006578939501196146
122,0.1,4.047654151916504,0.10211260616779327,False,False,15,,,,,0.02011878415942192,0.006501664407551289
123,0.1,3.965977907180786,0.09935131669044495,False,False,15,,,,,0.019914763048291206,0.0064294650219380856
124,0.1,3.8902573585510254,0.093511201441288,False,False,15,,,,,0.019723735749721527,0.006362787447869778
125,0.1,3.82348370552063,0.08749522268772125,True,False,15,60.56536865234375,0.07782375067472458,0.020234689116477966,0,0.01955373026430607,0.006302329245954752
126,0.1,3.7647576332092285,0.0899239033460617,False,False,15,,,,,0.01940298266708851,0.006245668511837721
127,0.1,3.7077934741973877,0.08721725642681122,False,False,15,,,,,0.019255630671977997,0.006190397311002016
128,0.1,3.6509857177734375,0.08247603476047516,False,False,15,,,,,0.019107552245259285,0.006135948933660984
129,0.1,3.5980141162872314,0.07943771779537201,False,False,15,,,,,0.018968431279063225,0.006085687782615423
130,0.1,3.5490028858184814,0.07732479274272919,True,False,15,61.396766662597656,0.07835608720779419,0.020382309332489967,0,0.018838796764612198,0.006039351224899292
131,0.1,3.5022456645965576,0.07405474036931992,False,False,15,,,,,0.018714286386966705,0.005993332713842392
132,0.1,3.4585869312286377,0.07234689593315125,False,False,15,,,,,0.018597276881337166,0.005950294900685549
133,0.1,3.418963670730591,0.07076233625411987,False,False,15,,,,,0.018490439280867577,0.005910737905651331
134,0.1,3.382206678390503,0.0696999579668045,False,False,15,,,,,0.018390776589512825,0.005874378141015768
135,0.1,3.3460044860839844,0.06513379514217377,True,False,15,63.581153869628906,0.07973778247833252,0.0208097156137228,0,0.018292086198925972,0.005838202778249979
136,0.1,3.311464309692383,0.06269295513629913,False,False,15,,,,,0.018197428435087204,0.005803814623504877
137,0.1,3.2790374755859375,0.06109244003891945,False,False,15,,,,,0.01810811273753643,0.0057716816663742065
138,0.1,3.2474052906036377,0.061350639909505844,False,False,15,,,,,0.01802055910229683,0.0057404423132538795
139,0.1,3.2167084217071533,0.05919979512691498,False,False,15,,,,,0.01793518289923668,0.005709245800971985
140,0.1,3.187782049179077,0.05909402295947075,True,False,15,65.22700500488281,0.08076324313879013,0.021140608936548233,0,0.0178543608635664,0.005679649766534567
141,0.1,3.1597867012023926,0.05459870770573616,False,False,15,,,,,0.01777578704059124,0.0056499275378882885
142,0.1,3.134536027908325,0.05448366701602936,False,False,15,,,,,0.017704620957374573,0.005623008590191603
143,0.1,3.1090683937072754,0.05377016216516495,False,False,15,,,,,0.01763254962861538,0.005596713162958622
144,0.1,3.0846734046936035,0.05130285024642944,False,False,15,,,,,0.017563238739967346,0.005571386776864529
145,0.1,3.0623435974121094,0.05291363596916199,True,False,15,67.10377502441406,0.08191689103841782,0.0215135645121336,0,0.01749955303966999,0.00554776843637228
146,0.1,3.039299964904785,0.04962567239999771,False,False,15,,,,,0.017433587461709976,0.005524568259716034
147,0.1,3.017174243927002,0.05032889544963837,False,False,15,,,,,0.017370015382766724,0.0055019306018948555
148,0.1,2.996765613555908,0.049181465059518814,False,False,15,,,,,0.01731116883456707,0.005479958839714527
149,0.1,2.9762871265411377,0.04835580661892891,False,False,15,,,,,0.017251918092370033,0.005459014791995287
150,0.1,2.9572501182556152,0.046946216374635696,True,False,15,68.67506408691406,0.08287041634321213,0.021834779530763626,0,0.01719665713608265,0.0054387180134654045
151,0.1,2.9398632049560547,0.04676967114210129,False,False,15,,,,,0.017146028578281403,0.005419653840363026
152,0.1,2.9227757453918457,0.04705111309885979,False,False,15,,,,,0.017096128314733505,0.005401725880801678
153,0.1,2.9054787158966064,0.045852504670619965,False,False,15,,,,,0.017045464366674423,0.005383721552789211
154,0.1,2.889099597930908,0.04524513706564903,False,False,15,,,,,0.01699735037982464,0.005366596393287182
155,0.1,2.8727259635925293,0.043465059250593185,True,False,15,70.2639389038086,0.08382359147071838,0.022186588495969772,0,0.016949117183685303,0.00534927099943161
156,0.1,2.8571841716766357,0.04529773071408272,False,False,15,,,,,0.016903206706047058,0.005332346074283123
157,0.1,2.841121196746826,0.04367714747786522,False,False,15,,,,,0.016855625435709953,0.005315613467246294
158,0.1,2.826885938644409,0.04154444858431816,False,False,15,,,,,0.01681334525346756,0.00530001288279891
159,0.1,2.813404083251953,0.04425445571541786,False,False,15,,,,,0.016773205250501633,0.005285416729748249
160,0.1,2.7989749908447266,0.04197465255856514,True,False,15,71.82609558105469,0.08475027233362198,0.022539904341101646,0,0.016730137169361115,0.005270696245133877
161,0.05,6.000672817230225,0.4079475402832031,False,False,15,,,,,0.02449627034366131,0.007795737590640783
162,0.05,5.331151008605957,0.29806387424468994,False,False,15,,,,,0.02308928407728672,0.007387551479041576
163,0.05,4.75674295425415,0.2737574875354767,False,False,15,,,,,0.021809957921504974,0.006998197641223669
164,0.05,4.429967880249023,0.3156880736351013,False,False,15,,,,,0.02104748785495758,0.006756951101124287
165,0.05,4.242702960968018,0.3151891529560089,True,False,15,78.91268157958984,0.0888328030705452,0.023565644398331642,0,0.020597821101546288,0.006637264974415302
166,0.05,4.1158928871154785,0.30571484565734863,False,False,15,,,,,0.020287662744522095,0.006562887690961361
167,0.05,4.000598430633545,0.29268667101860046,False,False,15,,,,,0.020001497119665146,0.006488076411187649
168,0.05,3.885964870452881,0.27235159277915955,False,False,15,,,,,0.01971285045146942,0.0064076646231114864
169,0.05,3.7807323932647705,0.24483101069927216,False,False,15,,,,,0.01944410428404808,0.006328153423964977
170,0.05,3.6790359020233154,0.22347816824913025,True,False,15,82.64024353027344,0.09090667963027954,0.02420804835855961,0,0.019180811941623688,0.006241855211555958
171,0.05,3.595646619796753,0.21229389309883118,False,False,15,,,,,0.018962189555168152,0.006162394769489765
172,0.05,3.527130126953125,0.21046102046966553,False,False,15,,,,,0.018780654296278954,0.006093800999224186
173,0.05,3.4620330333709717,0.20381373167037964,False,False,15,,,,,0.018606537953019142,0.006032523699104786
174,0.05,3.3992252349853516,0.17658904194831848,False,False,15,,,,,0.018436988815665245,0.005971342325210571
175,0.05,3.3532485961914062,0.1733928769826889,True,False,15,84.28084564208984,0.09180460125207901,0.02449793741106987,0,0.0183118786662817,0.005922861397266388
176,0.05,3.3150062561035156,0.17680154740810394,False,False,15,,,,,0.018207158893346786,0.00588083453476429
177,0.05,3.273972988128662,0.16567794978618622,False,False,15,,,,,0.018094122409820557,0.005838986486196518
178,0.05,3.235198497772217,0.15924668312072754,False,False,15,,,,,0.017986657097935677,0.005797595717012882
179,0.05,3.1941370964050293,0.1455863118171692,False,False,15,,,,,0.017872147262096405,0.0057561262510716915
180,0.05,3.160902261734009,0.14653606712818146,True,False,15,85.63612365722656,0.09253977984189987,0.024730965495109558,0,0.017778925597667694,0.0057189324870705605
181,0.05,3.131033420562744,0.13695089519023895,False,False,15,,,,,0.01769472472369671,0.0056874253787100315
182,0.05,3.1050915718078613,0.13518498837947845,False,False,15,,,,,0.017621269449591637,0.005660489667207003
183,0.05,3.0804550647735596,0.12737631797790527,False,False,15,,,,,0.017551224678754807,0.005635054316371679
184,0.05,3.057405948638916,0.12413152307271957,False,False,15,,,,,0.01748543791472912,0.005609998945146799
185,0.05,3.0352635383605957,0.11671853065490723,True,False,15,88.64213562011719,0.09414995461702347,0.025351548567414284,0,0.017422007396817207,0.005583793390542269
186,0.05,3.014760732650757,0.11371242254972458,False,False,15,,,,,0.017363065853714943,0.005559052340686321
187,0.05,2.9960741996765137,0.11164192110300064,False,False,15,,,,,0.017309170216321945,0.005538036115467548
188,0.05,2.9776642322540283,0.11066976934671402,False,False,15,,,,,0.017255907878279686,0.005518331658095121
189,0.05,2.960545301437378,0.10414576530456543,False,False,15,,,,,0.017206236720085144,0.005499782972037792
190,0.05,2.945176601409912,0.09717020392417908,True,False,15,91.14381408691406,0.09546926617622375,0.025831859558820724,0,0.017161516472697258,0.005481877364218235
191,0.05,2.9307219982147217,0.09861866384744644,False,False,15,,,,,0.017119351774454117,0.005462398752570152
192,0.05,2.916630983352661,0.09501558542251587,False,False,15,,,,,0.01707814633846283,0.005444382317364216
193,0.05,2.9043095111846924,0.09544212371110916,False,False,15,,,,,0.01704203337430954,0.005429037846624851
194,0.05,2.891714096069336,0.09043506532907486,False,False,15,,,,,0.017005041241645813,0.005414349026978016
195,0.05,2.880786895751953,0.08730609714984894,True,False,15,92.84971618652344,0.09635855257511139,0.026175741106271744,0,0.01697288081049919,0.005400682333856821
196,0.05,2.870748519897461,0.08799499273300171,False,False,15,,,,,0.01694328524172306,0.005388513207435608
197,0.05,2.8586437702178955,0.08276049047708511,False,False,15,,,,,0.016907524317502975,0.005374581553041935
198,0.05,2.8487210273742676,0.08165928721427917,False,False,15,,,,,0.0168781541287899,0.005363014992326498
199,0.05,2.8403773307800293,0.08766203373670578,False,False,15,,,,,0.016853418201208115,0.0053519271314144135
200,0.05,2.8296687602996826,0.07486563175916672,True,False,15,94.7172622680664,0.09732279181480408,0.026569446548819542,0,0.016821619123220444,0.00533988606184721
