iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.001013430766761303,0.031834427267313004,0.00044414002331905067,0.05222092941403389,0.47974878549575806,0.9025822281837463
10,0.0008436694624833763,0.029045987874269485,0.0003148023097310215,0.07039617747068405,0.479591429233551,0.8243076205253601
20,0.0007978109642863274,0.02824554778635502,0.00023614345991518348,0.06534603238105774,0.48068559169769287,0.831570565700531
30,0.0007650131592527032,0.027658870443701744,5.1827169954776764e-05,0.07127393782138824,0.4818350672721863,0.8340235352516174
40,0.0007503366214223206,0.027392273768782616,4.415025614434853e-05,0.07289590686559677,0.4806848466396332,0.8334895968437195
50,0.0007426644442602992,0.027251871302723885,5.535795571631752e-05,0.08860917389392853,0.4767427444458008,0.839798629283905
60,0.0007346720667555928,0.027104834094643593,1.7939781173481606e-05,0.07993149757385254,0.47477638721466064,0.8427491784095764
70,0.0007283485610969365,0.026987934485077858,3.547467349562794e-05,0.0845249593257904,0.47690507769584656,0.8416252136230469
80,0.0007250469061546028,0.026926694437861443,4.616646037902683e-05,0.09702886641025543,0.47780346870422363,0.838933527469635
90,0.0007207893650047481,0.02684752084314823,3.982432099292055e-05,0.1148827001452446,0.4773437976837158,0.8358659744262695
100,0.0007172549958340824,0.026781616732478142,2.6655125111574307e-05,0.138335183262825,0.47785621881484985,0.8329834342002869
110,0.0007148982840590179,0.026737581938505173,1.03076645245892e-05,0.1589137613773346,0.478179007768631,0.8305128216743469
120,0.0007121899398043752,0.026686886325478554,7.451068086083978e-06,0.17172719538211823,0.47836947441101074,0.828489363193512
130,0.0007098637870512903,0.026643268764019012,1.1261355211900081e-05,0.18051935732364655,0.47862154245376587,0.8274839520454407
140,0.0007078453782014549,0.026605363935232162,5.742335815739352e-06,0.18926304578781128,0.47932901978492737,0.8266036510467529
150,0.0007062785443849862,0.026575902476906776,5.364516709960299e-06,0.19111116230487823,0.47955629229545593,0.825783371925354
160,0.0007055752794258296,0.02656266652047634,2.7468777261674404e-06,0.19108392298221588,0.47945451736450195,0.8250532150268555
170,0.000705320795532316,0.02655787579715252,2.636846829773276e-06,0.19105149805545807,0.47964707016944885,0.8244120478630066
180,0.0007051526918075979,0.026554711163043976,2.384244680797565e-06,0.19106215238571167,0.4798435866832733,0.8238475918769836
190,0.000705013342667371,0.02655208669602871,2.0717106963275e-06,0.19108733534812927,0.47982004284858704,0.823347270488739
200,0.0007049133419059217,0.026550203561782837,1.8291918877366697e-06,0.19106848537921906,0.4797225594520569,0.8229010701179504
210,0.000704847858287394,0.026548970490694046,1.664864385020337e-06,0.19107478857040405,0.47968441247940063,0.8225017189979553
220,0.0007048089173622429,0.026548238471150398,1.4419756553252228e-06,0.19109128415584564,0.4797476530075073,0.822144091129303
230,0.0007047874969430268,0.026547834277153015,1.374400312670332e-06,0.19109895825386047,0.47986000776290894,0.8218238353729248
240,0.0007047753897495568,0.02654760517179966,1.306272451984114e-06,0.19106924533843994,0.4799782633781433,0.8215373158454895
250,0.0007047694525681436,0.026547493413090706,1.2712448551610578e-06,0.19107510149478912,0.4800772964954376,0.8212810158729553
260,0.0007047664257697761,0.02654743753373623,1.2741814998662448e-06,0.19108626246452332,0.4801689088344574,0.8210517764091492
270,0.0007047653198242188,0.026547417044639587,1.284826339542633e-06,0.19109505414962769,0.48022207617759705,0.820846438407898
280,0.0007047649705782533,0.02654740959405899,1.3015845752306632e-06,0.19107501208782196,0.4802420735359192,0.8206622004508972
290,0.0007047647959552705,0.026547405868768692,1.3147893014320289e-06,0.1910713165998459,0.4802539646625519,0.8204962611198425
299,0.0007047597318887711,0.02654731087386608,6.753219849997549e-07,0.1910882294178009,0.4803159832954407,0.8203606605529785
