step,tau,total_loss,seismic_loss,seismic_rmse_amplitude,tv_loss,gradient_norm,target_voxels,condition_violations
0,1.0,163.68406677246094,163.6837158203125,0.12793892621994019,0.0354057215154171,4.428872108459473,98002,0
1,0.9997035239602382,160.39845275878906,160.39804077148438,0.12664835155010223,0.04148124158382416,4.568731784820557,97037,0
2,0.9988145646305109,135.0708770751953,135.07040405273438,0.11621979624032974,0.047673095017671585,3.942373752593994,97032,0
3,0.99733452763824,112.33350372314453,112.33296966552734,0.10598725080490112,0.05309148132801056,3.485403299331665,97362,0
4,0.995265753226125,100.3031005859375,100.30252075195312,0.10015114396810532,0.057824354618787766,3.2081470489501953,97968,0
5,0.9926115125517385,92.50779724121094,92.5071792602539,0.09618065506219864,0.06197347119450569,2.8868062496185303,98785,0
6,0.9893760025151538,86.81741333007812,86.81675720214844,0.093175508081913,0.06579780578613281,2.6673507690429688,99691,0
7,0.9855643391227826,82.2166976928711,82.21600341796875,0.0906730368733406,0.0694061815738678,2.4472568035125732,100726,0
8,0.9811825493979185,78.49518585205078,78.49445343017578,0.08859708905220032,0.07288093864917755,2.336658477783203,101598,0
9,0.9762375618507729,75.48538208007812,75.484619140625,0.08688188344240189,0.0762919932603836,2.242053508758545,102290,0
10,0.9707371955230775,72.45122528076172,72.45043182373047,0.08511781692504883,0.0796806812286377,2.112563371658325,102879,0
11,0.9646901476245713,70.66422271728516,70.66339111328125,0.08406151831150055,0.08303846418857574,2.0253398418426514,103303,0
12,0.9581059797809245,68.5133285522461,68.51246643066406,0.08277226239442825,0.08639518171548843,1.8757600784301758,103650,0
13,0.9509951029148435,66.47787475585938,66.47697448730469,0.08153341710567474,0.08974725753068924,1.8215900659561157,103882,0
14,0.9433687607842615,64.48693084716797,64.48600006103516,0.08030316978693008,0.0930963009595871,1.7586091756820679,103953,0
15,0.9352390122036465,62.454769134521484,62.45380401611328,0.07902771979570389,0.09642504155635834,1.6532509326934814,104095,0
16,0.9266187119765368,61.1878776550293,61.18688201904297,0.07822205126285553,0.09972994774580002,1.6207456588745117,104216,0
17,0.9175214905694545,60.81658172607422,60.8155517578125,0.07798432558774948,0.10299544036388397,1.6019095182418823,104490,0
18,0.9079617325593363,59.59079360961914,59.5897331237793,0.07719438523054123,0.10621453076601028,1.5220229625701904,104809,0
19,0.8979545538885603,58.50497817993164,58.503883361816406,0.07648782432079315,0.10938834398984909,1.4871524572372437,105063,0
20,0.8875157779635345,57.82308578491211,57.82196044921875,0.07604075223207474,0.11253582686185837,1.434480905532837,105297,0
21,0.8766619106346388,56.86243438720703,56.86127853393555,0.07540641725063324,0.1156623512506485,1.4214155673980713,105551,0
22,0.8654101140970826,56.17219543457031,56.1710090637207,0.07494731992483139,0.1187720075249672,1.3758877515792847,105830,0
23,0.8537781797539467,55.91020202636719,55.90898513793945,0.07477230578660965,0.12186577916145325,1.3911415338516235,106036,0
24,0.8417845000843182,55.33118438720703,55.329933166503906,0.07438408583402634,0.1249677836894989,1.3364605903625488,106312,0
25,0.8294480395610004,55.03984451293945,55.0385627746582,0.0741879791021347,0.1280917376279831,1.3694674968719482,106744,0
26,0.8167883046637834,54.59040451049805,54.58909225463867,0.07388442754745483,0.13123086094856262,1.3549045324325562,107042,0
27,0.8038253130356898,53.664093017578125,53.662750244140625,0.07325486093759537,0.1344054937362671,1.3213330507278442,107224,0
28,0.790579561830967,53.48283386230469,53.4814567565918,0.0731310099363327,0.1376112550497055,1.3332674503326416,107471,0
29,0.7770719953048727,53.600730895996094,53.59932327270508,0.07321155816316605,0.14084385335445404,1.3567534685134888,107665,0
30,0.763323971696503,53.074317932128906,53.0728759765625,0.07285112887620926,0.14412027597427368,1.388636589050293,107896,0
31,0.7493572294570254,52.678375244140625,52.676902770996094,0.07257885485887527,0.14742743968963623,1.323839783668518,108052,0
32,0.7351938528767203,52.46587371826172,52.4643669128418,0.07243228703737259,0.15076477825641632,1.3944205045700073,108336,0
33,0.720856237165178,52.419864654541016,52.4183235168457,0.07240050286054611,0.1541173905134201,1.3914942741394043,108509,0
34,0.7063670530398692,51.86764144897461,51.866065979003906,0.0720180943608284,0.15748976171016693,1.4130470752716064,108799,0
35,0.6917492108790815,51.68414306640625,51.682533264160156,0.07189056277275085,0.16090713441371918,1.4231898784637451,108947,0
36,0.6770258244959007,51.83835220336914,51.836708068847656,0.07199771702289581,0.16436989605426788,1.4991354942321777,109076,0
37,0.6622201745905232,52.08771514892578,52.086036682128906,0.07217065244913101,0.16786696016788483,1.582739233970642,109315,0
38,0.6473556719386825,51.83271789550781,51.83100509643555,0.07199375331401825,0.17136456072330475,1.540132761001587,109491,0
39,0.6324558203744013,51.76630401611328,51.764556884765625,0.07194758951663971,0.17488081753253937,1.4913707971572876,109832,0
40,0.6175441796255987,51.38240051269531,51.380615234375,0.07168027013540268,0.17843136191368103,1.5499510765075684,109868,0
41,0.6026443280613176,51.00339889526367,51.00157928466797,0.07141538709402084,0.18201063573360443,1.5281834602355957,110150,0
42,0.5877798254094769,50.97770690917969,50.97584915161133,0.07139737159013748,0.1856270134449005,1.5573805570602417,110333,0
43,0.5729741755040995,51.018150329589844,51.016258239746094,0.071425661444664,0.18926997482776642,1.6201062202453613,110500,0
44,0.5582507891209187,51.02656936645508,51.02463912963867,0.07143153250217438,0.19291998445987701,1.6769471168518066,110557,0
45,0.5436329469601308,50.44852828979492,50.446563720703125,0.07102574408054352,0.19657601416110992,1.598617434501648,110622,0
