step,temperature,objective,gradient_norm_before_clip,soft_rmse,hard_rmse,soft_attainment,hard_attainment,soft_hard_attainment_gap,soft_target_mass_in_search,probability_entropy,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
0,1.0,,,0.05037884786725044,0.05058184638619423,0.004013268266126246,0.0,0.004013268266126246,400.36712646484375,0.01731143891811371,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
1,1.0,0.9919896721839905,0.00016109801072161645,0.050335805863142014,0.05058184638619423,0.0048642060468431225,0.0,0.0048642060468431225,370.50360107421875,0.016193551942706108,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
5,1.0,0.9838905930519104,0.0002905801811721176,0.05010256543755531,0.05058184638619423,0.009475354952043213,0.0,0.009475354952043213,294.523193359375,0.013166451826691628,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
10,1.0,0.9652104377746582,0.0006090385722927749,0.04954781010746956,0.05058184638619423,0.020442833795147886,0.0,0.020442833795147886,277.0565490722656,0.011912431567907333,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
15,1.0,0.9260668158531189,0.0012760382378473878,0.048360615968704224,0.05058184638619423,0.043913589087492544,0.0,0.043913589087492544,343.4209289550781,0.012911350466310978,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
20,1.0,0.8446012139320374,0.0026080894749611616,0.04581417515873909,0.05058184638619423,0.0942565676834688,0.0,0.0942565676834688,516.3621826171875,0.01575743965804577,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
25,1.0,0.6882283687591553,0.0048218839801847935,0.040648166090250015,0.05058184638619423,0.19638825004726412,0.0,0.19638825004726412,828.474853515625,0.019603367894887924,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
30,1.0,0.4484272003173828,0.00673627108335495,0.03186041861772537,0.05058184638619423,0.37012147847530275,0.0,0.37012147847530275,1260.365234375,0.022373151034116745,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
35,1.0,0.2191041260957718,0.005315710324794054,0.021853985264897346,0.05058184638619423,0.5679480519939628,0.0,0.5679480519939628,1629.0589599609375,0.02159491926431656,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
40,1.0,0.10144446045160294,0.00267428788356483,0.014984688721597195,0.01489656325429678,0.7037536232428419,0.7054958583251196,-0.0017422350822777766,1727.2279052734375,0.018190259113907814,1744,1280,1264,0.7247706422018348,0.9875,0.7181818181818181,480,0.987500011920929,0.987500011920929
45,1.0,0.04834580421447754,0.001563208526931703,0.010282142087817192,0.01489656325429678,0.7967226817045652,0.7054958583251196,0.09122682337944554,1634.8326416015625,0.014938849955797195,1744,1280,1264,0.7247706422018348,0.9875,0.7181818181818181,480,0.987500011920929,0.987500011920929
50,1.0,0.021807517856359482,0.0008343589724972844,0.006915887352079153,0.008480344898998737,0.8632733313197762,0.8323441015922788,0.030929229727497454,1510.5587158203125,0.01269554439932108,1472,1280,1216,0.8260869565217391,0.95,0.7916666666666666,256,0.949999988079071,0.949999988079071
55,1.0,0.011028210632503033,0.0003985415678471327,0.00505127152428031,0.004487926606088877,0.900136671846384,0.9112739663193907,-0.01113729447300671,1414.1585693359375,0.011262328363955021,1328,1280,1216,0.9156626506024096,0.95,0.8735632183908046,112,0.949999988079071,0.949999988079071
60,1.0,0.00760283088311553,0.0002750716230366379,0.004316798876971006,0.002497187117114663,0.9146571510258426,0.950630763890101,-0.035973612864258486,1354.90966796875,0.010335488244891167,1232,1280,1216,0.987012987012987,0.95,0.9382716049382716,16,0.949999988079071,0.949999988079071
65,1.0,0.006373568903654814,0.0002891065669246018,0.00397479347884655,0.002770183840766549,0.9214185767656867,0.9452336354110901,-0.023815058645403342,1327.623291015625,0.009722474962472916,1200,1280,1200,1.0,0.9375,0.9375,0,0.9375,0.9375
70,1.0,0.005350678227841854,0.0002703825302887708,0.0036252965219318867,0.002770183840766549,0.928328110163227,0.9452336354110901,-0.01690552524786304,1322.5037841796875,0.009304987266659737,1200,1280,1200,1.0,0.9375,0.9375,0,0.9375,0.9375
75,1.0,0.004306275863200426,0.00021639253827743232,0.0032450261060148478,0.0006401594146154821,0.9358460329573786,0.9873440876450448,-0.05149805468766622,1329.53857421875,0.00900230836123228,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
80,1.0,0.0034655905328691006,0.00015776438522152603,0.0029203847516328096,0.0006401594146154821,0.9422641726176706,0.9873440876450448,-0.045079915027374184,1340.56982421875,0.00876292958855629,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
85,1.0,0.002915917430073023,0.000118035233754199,0.0026932493783533573,0.0006401594146154821,0.9467546250132844,0.9873440876450448,-0.04058946263176033,1350.260009765625,0.00855927262455225,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
90,1.0,0.00257682241499424,0.00010005880903918296,0.002541312947869301,0.0006401594146154821,0.9497583989230783,0.9873440876450448,-0.03758568872196644,1356.222900390625,0.008377928286790848,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
95,1.0,0.0023424760438501835,9.149768447969109e-05,0.0024269730783998966,0.0006401594146154821,0.9520188911280567,0.9873440876450448,-0.03532519651698807,1358.278564453125,0.008211648091673851,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
100,1.0,0.0021549626253545284,8.396749035455287e-05,0.0023295951541513205,0.0006401594146154821,0.9539440467165873,0.9873440876450448,-0.0334000409284575,1357.393798828125,0.008056387305259705,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
105,0.5,0.00021099780860822648,2.7386868168832734e-05,0.000721099553629756,0.0006401594146154821,0.9857439060621842,0.9873440876450448,-0.0016001815828605714,1278.95703125,0.0013901847414672375,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
110,0.5,0.00017666681378614157,2.4468663468724117e-05,0.0006611116696149111,0.0006401594146154821,0.9869298628490685,0.9873440876450448,-0.00041422479597630346,1278.751953125,0.0013381155440583825,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
115,0.5,0.00014938160893507302,2.330735878786072e-05,0.0006077284924685955,0.0006401594146154821,0.9879852449863422,0.9873440876450448,0.0006411573412974381,1279.11376953125,0.001304241013713181,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
120,0.5,0.00012510035594459623,2.2471058400697075e-05,0.0005551966023631394,0.0006401594146154821,0.9890237972310423,0.9873440876450448,0.001679709585997502,1279.95751953125,0.001281570177525282,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
125,0.5,0.0001029025879688561,2.0775780285475776e-05,0.0005027834558859468,0.0006401594146154821,0.9900600019214961,0.9873440876450448,0.0027159142764513478,1281.1617431640625,0.0012643826194107533,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
130,0.5,8.404258551308885e-05,1.789085945347324e-05,0.0004547348653431982,0.0006401594146154821,0.9910099196088794,0.9873440876450448,0.0036658319638346315,1282.4871826171875,0.0012481323210522532,1264,1280,1264,1.0,0.9875,0.9875,0,0.987500011920929,0.987500011920929
135,0.5,6.992959970375523e-05,1.4866122000967152e-05,0.0004161217366345227,0.0,0.9917732987946423,1.0,-0.008226701205357734,1283.6148681640625,0.001230696216225624,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
140,0.5,6.022660818416625e-05,1.2741921636916231e-05,0.000387484731618315,0.0,0.9923394506270125,1.0,-0.007660549372987546,1284.33154296875,0.0012125481152907014,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
145,0.5,5.342766235116869e-05,1.137243179982761e-05,0.00036578159779310226,0.0,0.9927685202513102,1.0,-0.007231479748689762,1284.6207275390625,0.0011950002517551184,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
150,0.5,4.828054443350993e-05,1.0270525308442302e-05,0.00034818926360458136,0.0,0.9931163196189766,1.0,-0.006883680381023383,1284.5870361328125,0.0011788560077548027,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
155,0.5,4.4149888708489016e-05,9.241410225513391e-06,0.00033329747384414077,0.0,0.9934107293889709,1.0,-0.006589270611029097,1284.3575439453125,0.0011643108446151018,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
160,0.5,4.076309414813295e-05,8.283835086331237e-06,0.0003205530229024589,0.0,0.9936626864022514,1.0,-0.006337313597748584,1284.0347900390625,0.001151252188719809,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
165,0.5,3.797673707595095e-05,7.436025043716654e-06,0.00030967258499003947,0.0,0.9938777919922954,1.0,-0.006122208007704577,1283.689453125,0.0011394673492759466,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
170,0.5,3.567939347703941e-05,6.719309567415621e-06,0.0003003969322890043,0.0,0.9940611710771595,1.0,-0.005938828922840478,1283.363525390625,0.0011287340894341469,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
175,0.5,3.3771291782613844e-05,6.13131442150916e-06,0.0002924501895904541,0.0,0.9942182776927994,1.0,-0.005781722307200643,1283.079345703125,0.0011188555508852005,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
180,0.5,3.216456389054656e-05,5.654242613672977e-06,0.000285565183730796,0.0,0.9943543938362689,1.0,-0.0056456061637311095,1282.8446044921875,0.001109669334255159,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
185,0.5,3.078861118410714e-05,5.265122126729693e-06,0.00027951315860264003,0.0,0.9944740420017777,1.0,-0.005525957998222308,1282.658935546875,0.001101048314012587,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
190,0.5,2.9589793484774418e-05,4.942462965118466e-06,0.00027411282644607127,0.0,0.9945808062372178,1.0,-0.005419193762782215,1282.5166015625,0.001092894934117794,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
195,0.5,2.8528877010103315e-05,4.669276222557528e-06,0.000269229436526075,0.0,0.9946773505563538,1.0,-0.0053226494436462435,1282.4105224609375,0.0010851352708414197,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
200,0.5,2.757757465587929e-05,4.433285084814997e-06,0.0002647642104420811,0.0,0.9947656278021052,1.0,-0.005234372197894799,1282.33251953125,0.0010777144925668836,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
205,0.2,5.807700276250216e-08,9.011911572542886e-08,1.2101570064260159e-05,0.0,0.9997607527022271,1.0,-0.00023924729777291542,1279.6646728515625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
210,0.2,5.468790220675146e-08,8.466961531894412e-08,1.1776151040976401e-05,0.0,0.9997671862163539,1.0,-0.00023281378364614636,1279.674072265625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
215,0.2,5.268291758397936e-08,8.149141450530806e-08,1.1576726137718651e-05,0.0,0.9997711288344572,1.0,-0.00022887116554282105,1279.679931640625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
220,0.2,5.140893932775725e-08,7.950576730308967e-08,1.1446782082202844e-05,0.0,0.999773697820463,1.0,-0.00022630217953700793,1279.6839599609375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
225,0.2,5.0553882857684584e-08,7.818990610530818e-08,1.1357169569237158e-05,0.0,0.9997754694543468,1.0,-0.00022453054565318986,1279.6865234375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
230,0.2,4.993489355342717e-08,7.725258655000289e-08,1.129100564867258e-05,0.0,0.9997767775109975,1.0,-0.00022322248900252806,1279.6885986328125,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
235,0.2,4.9453529271659136e-08,7.653479627833804e-08,1.1239032573939767e-05,0.0,0.9997778050154965,1.0,-0.00022219498450348762,1279.6903076171875,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
240,0.2,4.905281159039987e-08,7.594645978770131e-08,1.1194597391295247e-05,0.0,0.9997786834963314,1.0,-0.00022131650366863376,1279.691650390625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
245,0.2,4.870517855692924e-08,7.54376756617603e-08,1.1155399079143535e-05,0.0,0.999779458444558,1.0,-0.00022054155544204423,1279.69287109375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
250,0.2,4.837949063585256e-08,7.496890219726993e-08,1.1118439942947589e-05,0.0,0.9997801891244131,1.0,-0.00021981087558686774,1279.694091796875,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
255,0.2,4.807357001368473e-08,7.45291970360995e-08,1.1083348908869084e-05,0.0,0.9997808828720042,1.0,-0.00021911712799582705,1279.6951904296875,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
260,0.2,4.777984230486254e-08,7.410702806964764e-08,1.1049881322833244e-05,0.0,0.9997815445241269,1.0,-0.00021845547587306946,1279.6961669921875,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
265,0.2,4.749053772457046e-08,7.369319376948624e-08,1.101621182897361e-05,0.0,0.999782210167955,1.0,-0.00021778983204501223,1279.697265625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
270,0.2,4.7203190689515395e-08,7.328416273821858e-08,1.0982881576637737e-05,0.0,0.999782869104999,1.0,-0.00021713089500097205,1279.698486328125,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
275,0.2,4.691726829264553e-08,7.287766834451759e-08,1.0949646821245551e-05,0.0,0.9997835261540743,1.0,-0.00021647384592571317,1279.699462890625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
280,0.2,4.6638611195248814e-08,7.24773059346262e-08,1.0916929568338674e-05,0.0,0.999784172972157,1.0,-0.00021582702784295194,1279.7005615234375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
285,0.2,4.635540662434323e-08,7.207430030575779e-08,1.0883727554755751e-05,0.0,0.9997848293739288,1.0,-0.00021517062607123716,1279.7015380859375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
290,0.2,4.607397130484969e-08,7.167303550659199e-08,1.085080293705687e-05,0.0,0.9997854802916009,1.0,-0.00021451970839914125,1279.70263671875,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
295,0.2,4.5795907510637335e-08,7.12747336706343e-08,1.0818062037287746e-05,0.0,0.9997861275771808,1.0,-0.00021387242281922791,1279.7037353515625,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
300,0.2,4.5516575397641645e-08,7.087643183467662e-08,1.0784726327983662e-05,0.0,0.9997867866221086,1.0,-0.00021321337789137473,1279.704833984375,nan,1280,1280,1280,1.0,1.0,1.0,0,1.0,1.0
