role,sample_id,paired_by_seed,selection_score,reason,baseline_geo_misfit,guided_geo_misfit,baseline_voxel_accuracy,guided_voxel_accuracy,baseline_mean_iou,guided_mean_iou,baseline_borehole_consistency,guided_borehole_consistency,baseline_target_iou,guided_target_iou,baseline_target_recall,guided_target_recall,baseline_centroid_distance,guided_centroid_distance
best_guided_geo,12,True,-0.6609110832214355,lowest guided lightweight gravity-proxy misfit among paired samples,0.8699247241020203,0.6609110832214355,0.5303535461425781,0.5303535461425781,0.13525141775608063,0.13525381684303284,1.0,0.9996816515922546,0.005750186275690794,0.005735528189688921,0.006021409295499325,0.006021409295499325,17.910968780517578,16.33032989501953
max_geo_improvement_preserve_geology,12,True,0.20901364088058472,"largest paired proxy-misfit improvement while preserving voxel_accuracy, mean_iou, and borehole_consistency within tolerance",0.8699247241020203,0.6609110832214355,0.5303535461425781,0.5303535461425781,0.13525141775608063,0.13525381684303284,1.0,0.9996816515922546,0.005750186275690794,0.005735528189688921,0.006021409295499325,0.006021409295499325,17.910968780517578,16.33032989501953
representative_guided,13,True,-0.8114468501135708,high-quality guided representative balancing target metrics and proxy misfit,0.8651041984558105,0.6877718567848206,0.5297056436538696,0.5297157764434814,0.14427730441093445,0.14427484571933746,1.0,0.9997395277023315,0.02631578966975212,0.026254434138536453,0.028880463913083076,0.028880463913083076,16.971271514892578,16.436965942382812
best_target_improvement,7,True,0.00040794070810079575,largest paired target_iou improvement,0.8615928888320923,0.6776621341705322,0.5489104390144348,0.5489307045936584,0.13894282281398773,0.13897860050201416,0.9999566078186035,0.9996671676635742,0.01340568158775568,0.013813622295856476,0.014049955643713474,0.014495985582470894,16.386981964111328,15.996082305908203
failure_case,15,True,1.779658465180546,guided sample with relatively weak combined proxy/target result for honest failure-mode display,0.9093668460845947,0.7869346737861633,0.5686618685722351,0.5687023997306824,0.1511794775724411,0.15118876099586487,0.9999566078186035,0.9997974038124084,0.007277602329850197,0.007276208605617285,0.008474576286971569,0.008474576286971569,26.777267456054688,26.47389030456543
