sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall
0,1,4079,104,0.025496445207158616
0,2,2192,280,0.12773722627737227
0,3,2043,474,0.23201174743024963
0,4,627,0,0.0
0,5,22,0,0.0
0,6,4,2,0.5
0,7,1,0,0.0
