sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
1,1,4079,171,244,73,0.041922039715616574,0.059818582986025985,0.01789654327040941
1,2,2192,2,0,-2,0.0009124087591240876,0.0,-0.0009124087591240876
1,3,2043,251,241,-10,0.122858541360744,0.1179637787567303,-0.004894762604013711
1,4,627,0,0,0,0.0,0.0,0.0
1,5,22,0,0,0,0.0,0.0,0.0
1,6,4,0,0,0,0.0,0.0,0.0
1,7,1,0,0,0,0.0,0.0,0.0
