sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_seismic_loss,delta_hard_seismic_rmse_amplitude,delta_hard_seismic_mae_amplitude
1,0.0024802684783935547,-0.015558585524559021,0.0007756650447845459,0.01601886749267578,-1109.4375,0.0035078431038065017,0.005734912896620828,0.00680196253345227,-0.038024085637823335,1.2423553466796875,2.0,0.07019951563954874,-3.0,-1.0,0.000627219681050238,0.016502408346731112,0.00122396801363589,0.004068394874968462,-0.06832504272460938,-8.091703057289124e-05,-6.579514592885971e-05
