case_id,arm,source_seed,initial_noise_sha256,sample_sha256,condition_violations
FIVE_BODY,FLOW_ONLY,42,5b3e3cc13e70f1477679559ea82781e02fc58130469ff39d5c71b5db647f9eea,f7501c44e9b995c4706dae9701ea97e2dbaff9449ab0171348a22d17a2e48161,0
FIVE_BODY,FLOW_ONLY,142,9e3fe8095b7f2705dfa4353f4606f4b4cb9d6a00c3ed5cbb0d450674e650e9cb,0165c7a4f1719e436525206f7a03babd20fca6af6ec351ff31fb64da7879cc39,0
FIVE_BODY,FLOW_ONLY,242,e6f10761b6eee07b0a77a58fc4f2170c9a107a156a7d8db89b83ebc4b1ac2c49,ff6db38880edc7bdedeee5d4d47f5d30d1952b93aaf8723b46f6fe04e3cdcf32,0
