sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall
0,0,False,0,383,383,nan,0.0,0.0,nan
0,1,True,45273,34748,-10525,0.23247851920570758,0.44254759157773293,0.7064867042707494,0.542243721423365
0,2,True,24520,19815,-4705,0.191884176182708,0.7067677856482907,0.9265203128942721,0.7487357259380097
0,3,True,14533,9097,-5436,0.3740452762678043,0.2551790077552321,0.5280861822578872,0.33055804032202574
0,4,True,73801,95208,21407,0.290063820273438,0.5286769959930897,0.6139189984034955,0.7919946884188561
0,5,True,18902,34832,15930,0.8427679610623214,0.30415999223338674,0.3597841065686725,0.6629986244841816
0,6,True,11543,340,-11203,0.9705449189985272,0.012611844908393694,0.43529411764705883,0.012821623494758728
0,7,False,0,1,1,nan,0.0,0.0,nan
0,8,False,0,4,4,nan,0.0,0.0,nan
0,9,True,8968,3068,-5900,0.6578947368421053,0.018963765662038605,0.07301173402868318,0.024977698483496878
0,10,False,0,26,26,nan,0.0,0.0,nan
0,11,False,0,31,31,nan,0.0,0.0,nan
0,12,False,0,0,0,nan,nan,nan,nan
0,13,True,15,0,-15,1.0,0.0,nan,0.0
