sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,hard_observation_loss,hard_observation_mae,path
0,0.6026979684829712,0.17453131079673767,0.018963765662038605,0.07301173402868318,0.024977698483496878,8968,3068,-5900,-0.6578947368421053,5900,0.6578947368421053,22.13328742980957,45,0.7297913950456323,8968,2355,-6613,-0.7373996431757359,6613,0.7373996431757359,0.02018199837823227,0.0951167728237792,0.024977698483496878,22.18874168395996,45,0.6577494692144373,0.5603778887911729,0.6561919823970295,0.0,0.0,nan,0,0.283613383769989,58,0.018904823989569754,0.9295958279009127,0.9634941329856584,14,12,7,3,2239,421,137,55,37,29,20,18,6.98613166809082,0.7485446333885193,0.08468246459960938,485716033536.0,0.9714317917823792,experiments/stage15_binary_seismic_consensus/trace_boundary/flow_property_seed142_v4/baseline/sample_0.pt
