sample_id,step,t,w_t,geo_loss,grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,effective_guidance_ratio,guidance_mode,mu,alpha
0,0,0.015625,0.0,4.777985572814941,0.04874247685074806,2071.598388671875,0.0,2071.598388671875,0.0,relative,0.01,0.03
0,1,0.046875,0.0,4.761403560638428,0.05070549249649048,2064.541259765625,0.0,2064.541259765625,0.0,relative,0.01,0.03
0,2,0.078125,0.0,4.7429022789001465,0.052825525403022766,2062.130859375,0.0,2062.130859375,0.0,relative,0.01,0.03
0,3,0.109375,0.0,4.722232341766357,0.055124811828136444,2061.258056640625,0.0,2061.258056640625,0.0,relative,0.01,0.03
0,4,0.140625,0.0,4.699033737182617,0.05762534961104393,2059.098388671875,0.0,2059.098388671875,0.0,relative,0.01,0.03
0,5,0.171875,0.0,4.672883987426758,0.060349296778440475,2054.786865234375,0.0,2054.786865234375,0.0,relative,0.01,0.03
0,6,0.203125,0.0,4.643255710601807,0.06332285702228546,2058.802734375,0.0,2058.802734375,0.0,relative,0.01,0.03
0,7,0.234375,0.0,4.609493255615234,0.0665937215089798,2053.304931640625,0.0,2053.304931640625,0.0,relative,0.01,0.03
0,8,0.265625,0.0,4.5710062980651855,0.07018812000751495,2051.3232421875,0.0,2051.3232421875,0.0,relative,0.01,0.03
0,9,0.296875,0.0,4.526872158050537,0.0741674080491066,2055.769287109375,0.0,2055.769287109375,0.0,relative,0.01,0.03
0,10,0.328125,0.0,4.475691318511963,0.07860709726810455,2055.54248046875,0.0,2055.54248046875,0.0,relative,0.01,0.03
0,11,0.359375,0.0,4.415956497192383,0.08356970548629761,2057.402099609375,0.0,2057.402099609375,0.0,relative,0.01,0.03
0,12,0.390625,0.0,4.3456268310546875,0.08913451433181763,2041.5267333984375,0.0,2041.5267333984375,0.0,relative,0.01,0.03
0,13,0.421875,0.0,4.262756824493408,0.0953279510140419,2051.16015625,0.0,2051.16015625,0.0,relative,0.01,0.03
0,14,0.453125,0.0,4.163672924041748,0.10232719033956528,2045.0020751953125,0.0,2045.0020751953125,0.0,relative,0.01,0.03
0,15,0.484375,0.0,4.044831275939941,0.11022721230983734,2049.101318359375,0.0,2049.101318359375,0.0,relative,0.01,0.03
0,16,0.515625,0.0009765625,3.9008800983428955,0.11924315243959427,2031.6231689453125,0.05952020734548569,2031.6243896484375,2.9296874345163815e-05,relative,0.01,0.03
0,17,0.546875,0.0087890625,3.726219415664673,0.12926587462425232,2038.139404296875,0.53739994764328,2038.152099609375,0.00026367182726971805,relative,0.01,0.03
0,18,0.578125,0.0244140625,3.509634256362915,0.14005360007286072,2041.0618896484375,1.4949181079864502,2041.1021728515625,0.0007324217585846782,relative,0.01,0.03
0,19,0.609375,0.0478515625,3.2394237518310547,0.15103556215763092,2046.260986328125,2.9375030994415283,2046.351806640625,0.0014355466701090336,relative,0.01,0.03
0,20,0.640625,0.0791015625,2.9019296169281006,0.1620648205280304,2045.0703125,4.8530473709106445,2045.242431640625,0.0023730467073619366,relative,0.01,0.03
0,21,0.671875,0.1181640625,2.4862923622131348,0.1724790781736374,2045.653564453125,7.251681327819824,2045.94580078125,0.0035449215210974216,relative,0.01,0.03
0,22,0.703125,0.1650390625,1.9881852865219116,0.17891556024551392,2046.511962890625,10.1326322555542,2046.9661865234375,0.004951171576976776,relative,0.01,0.03
0,23,0.734375,0.2197265625,1.4320244789123535,0.17411750555038452,2045.4788818359375,13.483379364013672,2046.128662109375,0.006591795943677425,relative,0.01,0.03
0,24,0.765625,0.2822265625,0.8860036730766296,0.15461482107639313,2051.27587890625,17.367734909057617,2052.112060546875,0.008466796018183231,relative,0.01,0.03
0,25,0.796875,0.3525390625,0.44924482703208923,0.12922973930835724,2053.985595703125,21.723302841186523,2054.80224609375,0.01057617086917162,relative,0.01,0.03
0,26,0.828125,0.4306640625,0.22072437405586243,0.10831145197153091,2061.0205078125,26.62822151184082,2061.33203125,0.01291992049664259,relative,0.01,0.03
0,27,0.859375,0.5166015625,0.1886841356754303,0.05988322198390961,2067.57763671875,32.04340744018555,2067.216064453125,0.015498043037950993,relative,0.01,0.03
0,28,0.890625,0.6103515625,0.2039744257926941,0.043756917119026184,2086.125244140625,38.19808578491211,2085.759033203125,0.0183105431497097,relative,0.01,0.03
0,29,0.921875,0.7119140625,0.20603996515274048,0.02830483950674534,2127.4814453125,45.43750762939453,2127.3525390625,0.021357417106628418,relative,0.01,0.03
0,30,0.953125,0.8212890625,0.20854853093624115,0.038991812616586685,2189.88720703125,53.95589828491211,2189.91796875,0.024638665840029716,relative,0.01,0.03
0,31,0.984375,0.9384765625,0.20637553930282593,0.019320866093039513,2315.644775390625,65.19532012939453,2315.918212890625,0.02815428376197815,relative,0.01,0.03
1,0,0.015625,0.0,4.776943206787109,0.04748067259788513,2072.39404296875,0.0,2072.39404296875,0.0,relative,0.01,0.03
1,1,0.046875,0.0,4.758872985839844,0.049366895109415054,2065.5556640625,0.0,2065.5556640625,0.0,relative,0.01,0.03
1,2,0.078125,0.0,4.738735198974609,0.051401522010564804,2063.443115234375,0.0,2063.443115234375,0.0,relative,0.01,0.03
1,3,0.109375,0.0,4.716269016265869,0.05360482633113861,2062.824462890625,0.0,2062.824462890625,0.0,relative,0.01,0.03
1,4,0.140625,0.0,4.691121578216553,0.05599607527256012,2060.830810546875,0.0,2060.830810546875,0.0,relative,0.01,0.03
