step,temperature,objective,gradient_norm_before_clip,soft_rmse,hard_rmse,soft_attainment,hard_attainment,soft_hard_attainment_gap,soft_target_mass_in_search,categorical_entropy,hard_air_voxels_in_search,hard_background_voxels_in_search,hard_target_voxels_in_search,hard_distinct_categories_in_search,max_state_voxel_norm,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
75,0.2,1.2433255910873413,0.04796011745929718,0.02134169265627861,0.01966078020632267,-0.2103766484211549,-0.11504507326286895,-0.09533157515828594,1341.38330078125,0.04668257758021355,0,159600,464,8,2.588629722595215,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
80,0.2,1.2206236124038696,0.30865249037742615,0.02092980593442917,0.01948045939207077,-0.1870168297811543,-0.10481832572648853,-0.08219850405466578,1285.6611328125,0.04625030979514122,0,159600,464,10,2.765634059906006,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
85,0.2,1.0234897136688232,0.25293105840682983,0.02135845087468624,0.017838159576058388,-0.2113270770753588,-0.011676634529705687,-0.19965044254565312,1222.7255859375,0.04534339904785156,0,159600,696,9,2.9005110263824463,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
90,0.2,1.1593555212020874,0.2581448256969452,0.02094133384525776,0.018779730424284935,-0.18767062581770722,-0.06507705528743934,-0.12259357053026787,1281.689208984375,0.04596677049994469,0,159136,696,9,3.000373601913452,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
95,0.2,0.8800085186958313,0.2138887643814087,0.020529916509985924,0.016540618613362312,-0.1643374280536496,0.061912340202118,-0.2262497682557676,1267.23779296875,0.04574877396225929,0,159368,696,8,3.0964736938476562,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
100,0.2,0.988825261592865,0.024824945256114006,0.020197879523038864,0.017533479258418083,-0.14550622183746365,0.005603060555626316,-0.15110928239308996,1328.616455078125,0.046214599162340164,0,159136,696,9,3.180185556411743,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
105,0.1,1.5832186937332153,0.16037650406360626,0.02173856645822525,0.020927539095282555,-0.23288502158456548,-0.1868882678524928,-0.04599675373207268,567.234375,0.0051887379959225655,0,158672,464,8,3.2833170890808105,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
110,0.1,0.8896691799163818,0.08453352004289627,0.021276475861668587,0.01663116179406643,-0.20667793124102407,0.05677725774342657,-0.26345518898445064,528.6617431640625,0.00496729975566268,0,158904,464,8,3.417300224304199,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
115,0.1,0.8245710134506226,0.027538947761058807,0.020730098709464073,0.01601114310324192,-0.17569059781296836,0.09194111081943179,-0.26763170863240016,501.92889404296875,0.00470575550571084,0,158904,232,8,3.52262544631958,232,1280,2,0.008620689655172414,0.0015625,0.0013245033112582781,230,0.0,0.0031250000465661287
120,0.1,0.8167670369148254,0.03489476069808006,0.02096305973827839,0.017743024975061417,-0.18890279207564142,-0.006281153423397079,-0.18262163865224434,544.9503173828125,0.004761591553688049,0,158672,464,8,3.6074745655059814,464,1280,2,0.004310344827586207,0.0015625,0.001148105625717566,462,0.0,0.0031250000465661287
125,0.1,1.0282042026519775,0.06261742860078812,0.02160012722015381,0.01959175243973732,-0.22503355339571995,-0.11113021992329597,-0.11390333347242398,556.62109375,0.004709113389253616,0,158440,464,7,3.6917479038238525,464,1280,2,0.004310344827586207,0.0015625,0.001148105625717566,462,0.0,0.0031250000465661287
130,0.1,1.207403540611267,0.2527488172054291,0.02141660451889038,0.019374679774045944,-0.21462521345558505,-0.09881912118361491,-0.11580609227197014,516.9714965820312,0.004580058157444,0,158672,464,7,3.763293504714966,464,1280,2,0.004310344827586207,0.0015625,0.001148105625717566,462,0.0,0.0031250000465661287
135,0.1,0.9918835163116455,0.05569662153720856,0.021051837131381035,0.01681138388812542,-0.1939377293343567,0.04655610904206575,-0.24049383837642246,576.195556640625,0.004950499627739191,0,158208,464,7,3.7969441413879395,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
140,0.1,1.061237096786499,0.06950078159570694,0.020638348534703255,0.018164128065109253,-0.17048706167328054,-0.030163670849771007,-0.14032339082350953,652.3873901367188,0.005297487135976553,0,157976,696,8,3.840435028076172,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
145,0.1,1.0710980892181396,0.1522405743598938,0.020937742665410042,0.01824832335114479,-0.18746695498906374,-0.03493873765285205,-0.1525282173362117,697.4793090820312,0.0055138831958174706,0,157744,696,8,3.8776416778564453,696,1280,4,0.005747126436781609,0.003125,0.002028397565922921,692,0.0,0.0062500000931322575
150,0.1,1.1152818202972412,0.17902830243110657,0.02126636914908886,0.017827913165092468,-0.20610473730107626,-0.011095517710013159,-0.1950092195910631,759.3363037109375,0.005744233261793852,0,157512,464,9,3.9232685565948486,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
155,0.1,0.956732988357544,0.06845109164714813,0.02060937136411667,0.016934381797909737,-0.16884364513738537,0.0395803831610283,-0.20842402829841367,806.6984252929688,0.005596512462943792,0,157608,464,10,3.911611318588257,464,1280,4,0.008620689655172414,0.003125,0.0022988505747126436,460,0.0,0.0062500000931322575
160,0.1,1.0870641469955444,0.10183315724134445,0.020676666870713234,0.018383825197815895,-0.17266025476812108,-0.04262361409026072,-0.13003664067786036,908.948486328125,0.005582462530583143,0,157416,928,9,3.9647650718688965,928,1280,6,0.00646551724137931,0.0046875,0.0027247956403269754,922,0.0,0.00937500037252903
165,0.05,1.0651004314422607,0.07107725739479065,0.016502445563673973,0.018116667866706848,0.06407729350202374,-0.02747200450442122,0.09154929800644496,905.9979858398438,0.003312926273792982,0,157048,928,10,3.998645544052124,928,1280,6,0.00646551724137931,0.0046875,0.0027247956403269754,922,0.0,0.00937500037252903
170,0.05,0.7638640999794006,0.014631508849561214,0.016481399536132812,0.015410486608743668,0.06527090174519912,0.12600685276278745,-0.06073595101758833,850.4765625,0.003186688292771578,0,157280,696,7,4.000000953674316,696,1280,6,0.008620689655172414,0.0046875,0.003045685279187817,690,0.0,0.00937500037252903
175,0.05,0.8181231021881104,0.03800960257649422,0.01597404107451439,0.015114791691303253,0.09404532204129301,0.14277694822292453,-0.048731626181631515,821.227294921875,0.0030475615058094263,0,157280,696,7,4.000001430511475,696,1280,6,0.008620689655172414,0.0046875,0.003045685279187817,690,0.0,0.00937500037252903
180,0.05,0.7263473868370056,0.034783683717250824,0.015587417408823967,0.015027284622192383,0.11597236710821757,0.14773984009515906,-0.03176747298694149,794.412109375,0.0029006819240748882,0,157280,696,8,4.000000953674316,696,1280,6,0.008620689655172414,0.0046875,0.003045685279187817,690,0.0,0.00937500037252903
185,0.05,0.7744602560997009,0.0542568676173687,0.015554592944681644,0.015166915021836758,0.11783397975228849,0.1398208161516883,-0.0219868363993998,752.101318359375,0.0027830975595861673,0,157280,560,9,4.000001430511475,560,1280,4,0.007142857142857143,0.003125,0.002178649237472767,556,0.0,0.0062500000931322575
190,0.05,0.7036488056182861,0.04808371141552925,0.015419374220073223,0.014790616929531097,0.1255027991534139,0.1611622547670647,-0.0356594556136508,737.979248046875,0.0026925643905997276,0,157280,560,9,4.000000953674316,560,1280,4,0.007142857142857143,0.003125,0.002178649237472767,556,0.0,0.0062500000931322575
195,0.05,0.7036488056182861,0.047970280051231384,0.01545633189380169,0.014790616929531097,0.12340677490728913,0.1611622547670647,-0.037755479859775565,728.133544921875,0.0026223703753203154,0,157280,560,9,4.000000953674316,560,1280,4,0.007142857142857143,0.003125,0.002178649237472767,556,0.0,0.0062500000931322575
200,0.05,0.9613879323005676,0.19522026181221008,0.016392124816775322,0.018335070461034775,0.07033404445580649,-0.03985852905927434,0.11019257351508083,813.3084106445312,0.0026719081215560436,0,157048,792,9,4.000000953674316,792,1280,4,0.005050505050505051,0.003125,0.0019342359767891683,788,0.0,0.0062500000931322575
