sample_id,changed_voxel_fraction
0,0.00109100341796875
1,0.0008392333984375
2,0.001251220703125
3,0.001583099365234375
4,0.00152587890625
5,0.001461029052734375
6,0.001171112060546875
7,0.00135040283203125
8,0.00177764892578125
9,0.00110626220703125
10,0.002147674560546875
11,0.0012054443359375
12,0.0012359619140625
13,0.0016326904296875
14,0.001499176025390625
15,0.0010223388671875
