branch_id,probe_kind,generation,proposal_index,child_state_id,parent_state_id,ranking_id,rank_index,canonical_center_score,center_x,center_y,center_z,shape,material_label,orientation_deg,full_size_x,full_size_y,full_size_z,scale_index,scale,probe_size_x,probe_size_y,probe_size_z,hard_rmse,delta_rmse_vs_parent,delta_rmse_vs_empty,hard_loss_improving_vs_parent,condition_violations,continuation_authorized,next_scale,termination,truth_used
branch_265bbc5a0b45e5d0f7de,new_center,1,0,g001_p000000_empty,empty,g001_b7e43f1d75130653_0000,0,0.0,4.0,4.0,6.0,ellipsoid,9,47.07794206407231,14.4425596270046,14.345571233540058,7.910565364157268,0,0.25,3.61063990675115,3.5863928083850145,1.977641341039317,0.003366819815710187,0.0020362038630992174,0.0020362038630992174,False,0,False,,terminated_non_improving_hard_step,False
branch_83d3949f229a9e0feb0e,new_center,1,1,g001_p000001_empty,empty,g001_b7e43f1d75130653_0000,1,0.0,4.0,4.0,7.0,ellipsoid,9,81.5363537528872,10.36041110779938,9.933621427014039,7.784748983917653,0,0.25,2.590102776949845,2.4834053567535097,1.9461872459794132,0.0026616521645337343,0.0013310362119227648,0.0013310362119227648,False,0,False,,terminated_non_improving_hard_step,False
branch_9094fd8a385143a68b53,new_center,1,2,g001_p000002_empty,empty,g001_b7e43f1d75130653_0000,2,0.0,4.0,4.0,8.0,dike_hemisphere,9,162.88789201475225,11.132032681810502,6.427371643341984,7.3630002595705974,0,0.25,2.7830081704526255,1.606842910835496,1.8407500648926494,0.0022268476895987988,0.0008962317369878292,0.0008962317369878292,False,0,False,,terminated_non_improving_hard_step,False
branch_daf1008bc5483d1b7727,new_center,1,3,g001_p000003_empty,empty,g001_b7e43f1d75130653_0000,3,0.0,4.0,4.0,9.0,dike_hemisphere,9,73.14827975367315,12.733733649368876,13.611879445783536,8.195861683841935,0,0.25,3.183433412342219,3.402969861445884,2.0489654209604837,0.002880023792386055,0.0015494078397750854,0.0015494078397750854,False,0,False,,terminated_non_improving_hard_step,False
branch_911ece718491700337e8,new_center,1,4,g001_p000004_empty,empty,g001_b7e43f1d75130653_0000,4,0.0,4.0,4.0,10.0,dike_hemisphere,9,160.67975847467753,7.798237526812782,14.96514496205553,13.21075767939735,0,0.25,1.9495593817031955,3.7412862405138827,3.3026894198493375,0.0023980371188372374,0.0010674211662262678,0.0010674211662262678,False,0,False,,terminated_non_improving_hard_step,False
branch_1aba0ddc79258a79e1ed,new_center,1,5,g001_p000005_empty,empty,g001_b7e43f1d75130653_0000,5,0.0,4.0,4.0,11.0,ellipsoid,9,161.20868414978204,8.888576107776366,7.130622542854599,9.194664432290725,0,0.25,2.2221440269440915,1.7826556357136498,2.2986661080726813,0.0021162712946534157,0.0007856553420424461,0.0007856553420424461,False,0,False,,terminated_non_improving_hard_step,False
branch_1fa8a7c9ac73aad1d938,new_center,1,6,g001_p000006_empty,empty,g001_b7e43f1d75130653_0000,6,0.0,4.0,4.0,12.0,ellipsoid,9,139.36014975422052,9.731235455571657,14.20861048249833,8.07666059319666,0,0.25,2.432808863892914,3.5521526206245824,2.019165148299165,0.00295460456982255,0.0016239886172115803,0.0016239886172115803,False,0,False,,terminated_non_improving_hard_step,False
branch_12d2ec9a6a4535559b88,new_center,1,7,g001_p000007_empty,empty,g001_b7e43f1d75130653_0000,7,0.0,4.0,4.0,13.0,dike_hemisphere,9,136.0867742781983,11.409809591836495,7.209548638978673,6.941494099354311,0,0.25,2.852452397959124,1.8023871597446683,1.7353735248385778,0.0016832437831908464,0.0003526278305798769,0.0003526278305798769,False,0,False,,terminated_non_improving_hard_step,False
branch_8c4d13b34aa5f5f20926,new_center,1,8,g001_p000008_empty,empty,g001_b7e43f1d75130653_0000,8,0.0,4.0,4.0,14.0,dike_hemisphere,9,61.97497809785554,8.544655546425227,12.42767553800017,10.812632791044674,0,0.25,2.136163886606307,3.1069188845000424,2.7031581977611685,0.002806443255394697,0.0014758273027837276,0.0014758273027837276,False,0,False,,terminated_non_improving_hard_step,False
branch_b6ecae220fd06edec76e,new_center,1,9,g001_p000009_empty,empty,g001_b7e43f1d75130653_0000,9,0.0,4.0,4.0,15.0,dike_hemisphere,9,127.41785212030616,15.157723709741802,12.684973529145836,13.345135119501782,0,0.25,3.7894309274354505,3.171243382286459,3.3362837798754454,0.0028426586650311947,0.0015120427124202251,0.0015120427124202251,False,0,False,,terminated_non_improving_hard_step,False
branch_a0ff94c75774413c7332,new_center,1,10,g001_p000010_empty,empty,g001_b7e43f1d75130653_0000,10,0.0,4.0,4.0,16.0,dike_hemisphere,9,78.93870591406925,14.653842097397476,15.535830123122878,6.025632442219404,0,0.25,3.663460524349369,3.8839575307807195,1.506408110554851,0.003366819815710187,0.0020362038630992174,0.0020362038630992174,False,0,False,,terminated_non_improving_hard_step,False
branch_128c9d5bc501406844f9,new_center,1,11,g001_p000011_empty,empty,g001_b7e43f1d75130653_0000,11,0.0,4.0,4.0,17.0,dike_hemisphere,9,102.5380141501751,14.350386721509423,15.154404643538395,11.244704620840427,0,0.25,3.587596680377356,3.788601160884599,2.8111761552101067,0.00272781471721828,0.0013971987646073103,0.0013971987646073103,False,0,False,,terminated_non_improving_hard_step,False
branch_66906f527ef6396791a5,new_center,1,12,g001_p000012_empty,empty,g001_b7e43f1d75130653_0000,12,0.0,4.0,4.0,18.0,ellipsoid,9,171.04958293440473,11.638510731565749,15.87588963992376,6.779185253867019,0,0.25,2.909627682891437,3.96897240998094,1.6947963134667547,0.003366819815710187,0.0020362038630992174,0.0020362038630992174,False,0,False,,terminated_non_improving_hard_step,False
branch_6ec22b8ac77465aef25c,new_center,1,13,g001_p000013_empty,empty,g001_b7e43f1d75130653_0000,13,0.0,4.0,4.0,19.0,ellipsoid,9,100.20326378237056,13.910705027757762,9.332880763709992,8.936701900768945,0,0.25,3.4776762569394406,2.333220190927498,2.2341754751922362,0.002954604336991906,0.0016239883843809366,0.0016239883843809366,False,0,False,,terminated_non_improving_hard_step,False
branch_0baa00fc4ee574a7dfb1,new_center,1,14,g001_p000014_empty,empty,g001_b7e43f1d75130653_0000,14,0.0,4.0,4.0,20.0,dike_hemisphere,9,164.28789219609968,11.504973032149465,6.826407230927014,13.921577384446248,0,0.25,2.8762432580373662,1.7066018077317535,3.480394346111562,0.0019039539620280266,0.000573338009417057,0.000573338009417057,False,0,False,,terminated_non_improving_hard_step,False
branch_9e02ce6fef1b5fe57566,new_center,1,15,g001_p000015_empty,empty,g001_b7e43f1d75130653_0000,15,0.0,4.0,4.0,21.0,ellipsoid,9,141.22019332048097,14.676258253376632,12.999040990815786,11.868614090992363,0,0.25,3.669064563344158,3.2497602477039464,2.9671535227480907,0.00298902066424489,0.0016584047116339207,0.0016584047116339207,False,0,False,,terminated_non_improving_hard_step,False
branch_004391ef3f20446a4546,new_center,1,16,g001_p000016_empty,empty,g001_b7e43f1d75130653_0000,16,0.0,4.0,4.0,22.0,ellipsoid,9,152.63508887835997,8.11769257512655,7.3650625740858615,6.907187922956679,0,0.25,2.0294231437816377,1.8412656435214654,1.7267969807391697,0.0016832437831908464,0.0003526278305798769,0.0003526278305798769,False,0,False,,terminated_non_improving_hard_step,False
branch_3fc7663352ac66ea358e,new_center,1,17,g001_p000017_empty,empty,g001_b7e43f1d75130653_0000,17,0.0,4.0,4.0,23.0,dike_hemisphere,9,88.43301020487067,13.931619276595157,9.413097978217827,9.059862053367251,0,0.25,3.4829048191487892,2.353274494554457,2.2649655133418127,0.002212922088801861,0.0008823061361908913,0.0008823061361908913,False,0,False,,terminated_non_improving_hard_step,False
branch_9700205d831d4cd7a456,new_center,1,18,g001_p000018_empty,empty,g001_b7e43f1d75130653_0000,18,0.0,4.0,4.0,24.0,dike_hemisphere,9,101.77403872606114,13.550863131997843,15.224186924167336,9.135320434596759,0,0.25,3.387715782999461,3.806046731041834,2.2838301086491897,0.002727815881371498,0.0013971999287605286,0.0013971999287605286,False,0,False,,terminated_non_improving_hard_step,False
branch_3155c5d73b9514c1ccbe,new_center,1,19,g001_p000019_empty,empty,g001_b7e43f1d75130653_0000,19,0.0,4.0,4.0,25.0,dike_hemisphere,9,41.40666991190215,11.85779000735415,8.421037579105906,9.68099462003489,0,0.25,2.9644475018385377,2.1052593947764766,2.4202486550087223,0.002650011098012328,0.0013193951454013586,0.0013193951454013586,False,0,False,,terminated_non_improving_hard_step,False
branch_381c3d3da345c4ba640a,new_center,1,20,g001_p000020_empty,empty,g001_b7e43f1d75130653_0000,20,0.0,4.0,4.0,26.0,dike_hemisphere,9,26.8135527137307,8.83083333877326,14.593664865254173,9.547355267092462,0,0.25,2.207708334693315,3.648416216313543,2.3868388167731154,0.002483746502548456,0.0011531305499374866,0.0011531305499374866,False,0,False,,terminated_non_improving_hard_step,False
branch_3bc4f957893573d54196,new_center,1,21,g001_p000021_empty,empty,g001_b7e43f1d75130653_0000,21,0.0,4.0,4.0,27.0,ellipsoid,9,9.754716005644607,11.38322522884514,12.452859355759104,8.62003188311849,0,0.25,2.845806307211285,3.113214838939776,2.1550079707796224,0.003294727997854352,0.0019641120452433825,0.0019641120452433825,False,0,False,,terminated_non_improving_hard_step,False
branch_bbb10d73e6f9ffe549cc,new_center,1,22,g001_p000022_empty,empty,g001_b7e43f1d75130653_0000,22,0.0,4.0,4.0,28.0,dike_hemisphere,9,42.29182387871673,14.791958801713417,7.977049048275362,6.746485503804241,0,0.25,3.697989700428354,1.9942622620688406,1.6866213759510602,0.0030347872525453568,0.0017041712999343872,0.0017041712999343872,False,0,False,,terminated_non_improving_hard_step,False
