step,temperature,objective,gradient_norm_before_clip,soft_rmse,hard_rmse,soft_attainment,hard_attainment,soft_hard_attainment_gap,soft_target_mass_in_search,categorical_entropy,hard_air_voxels_in_search,hard_background_voxels_in_search,hard_target_voxels_in_search,hard_distinct_categories_in_search,max_state_voxel_norm,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
110,0.1,2.133716583251953,0.35570454597473145,0.009531981311738491,0.010468265041708946,-0.3429697121230302,-0.4748835976187382,0.13191388549570804,595.5380249023438,0.0052928077057003975,0,158016,2048,12,3.2600455284118652,2048,1280,256,0.125,0.2,0.08333333333333333,1792,0.30000001192092896,0.10000000149011612
115,0.1,1.9168062210083008,0.5518149137496948,0.009348041377961636,0.009769181720912457,-0.317054243781939,-0.3763890983771274,0.05933485459518839,725.7750244140625,0.0053923409432172775,0,157824,2176,12,3.288886785507202,2176,1280,320,0.14705882352941177,0.25,0.10204081632653061,1856,0.30000001192092896,0.20000000298023224
120,0.1,2.0147342681884766,0.3601466715335846,0.009350069798529148,0.009855177253484726,-0.31734002984220555,-0.388505088940414,0.07116505909820847,773.091796875,0.005161742214113474,0,157888,1920,11,3.304877281188965,1920,1280,192,0.1,0.15,0.06382978723404255,1728,0.30000001192092896,0.0
125,0.1,1.8353670835494995,0.11114049702882767,0.009361013770103455,0.009630837477743626,-0.31888193617562743,-0.356897649291561,0.03801571311593355,718.9061889648438,0.0048974561505019665,0,157888,1856,11,3.3018736839294434,1856,1280,192,0.10344827586206896,0.15,0.06521739130434782,1664,0.30000001192092896,0.0
130,0.1,1.9620094299316406,0.19068574905395508,0.009506983682513237,0.009811485186219215,-0.3394477728927199,-0.38234927294805976,0.04290150005533988,672.14599609375,0.004847240634262562,0,157760,1728,11,3.2925474643707275,1728,1280,128,0.07407407407407407,0.1,0.044444444444444446,1600,0.10000000149011612,0.10000000149011612
135,0.1,1.8705376386642456,0.28531768918037415,0.00975254736840725,0.009835340082645416,-0.374045468982076,-0.3857102114915256,0.0116647425094496,645.6422729492188,0.004889264237135649,0,157760,1728,11,3.289984941482544,1728,1280,128,0.07407407407407407,0.1,0.044444444444444446,1600,0.10000000149011612,0.10000000149011612
140,0.1,1.833760142326355,0.1603885442018509,0.010253770276904106,0.009413941763341427,-0.4446632307169365,-0.3263390103680113,-0.1183242203489252,627.0872192382812,0.004896956030279398,0,157696,1664,12,3.2950491905212402,1664,1280,64,0.038461538461538464,0.05,0.022222222222222223,1600,0.0,0.10000000149011612
145,0.1,1.5692830085754395,0.145662322640419,0.009898879565298557,0.009189421311020851,-0.3946623482967091,-0.2947061150278396,-0.09995623326886949,653.68017578125,0.004833988379687071,0,157632,1728,11,3.298572301864624,1728,1280,128,0.07407407407407407,0.1,0.044444444444444446,1600,0.0,0.20000000298023224
150,0.1,1.5572688579559326,0.08440298587083817,0.009973910637199879,0.008792919106781483,-0.4052335457986924,-0.23884255071013172,-0.1663909950885607,638.322021484375,0.0047928872518241405,0,157632,1664,11,3.3513834476470947,1664,1280,128,0.07692307692307693,0.1,0.045454545454545456,1536,0.0,0.20000000298023224
155,0.1,1.5158114433288574,0.40674614906311035,0.00984825100749731,0.009122367016971111,-0.3875292437015698,-0.2852587731760783,-0.10227047052549154,640.1318359375,0.004790234379470348,0,157632,1600,11,3.416328191757202,1600,1280,128,0.08,0.1,0.046511627906976744,1472,0.0,0.20000000298023224
160,0.1,1.6619750261306763,0.2664009630680084,0.009870234876871109,0.008394562639296055,-0.3906265715034951,-0.18271773751915,-0.20790883398434512,690.4389038085938,0.004726671613752842,0,157504,1664,11,3.5301218032836914,1664,1280,128,0.07692307692307693,0.1,0.045454545454545456,1536,0.0,0.20000000298023224
165,0.05,1.4172642230987549,0.7536274790763855,0.009199902415275574,0.009263101033866405,-0.29618280755412063,-0.3050869197045487,0.008904112150428078,868.134765625,0.0032600790727883577,0,157568,1664,12,3.5969791412353516,1664,1280,128,0.07692307692307693,0.1,0.045454545454545456,1536,0.0,0.20000000298023224
170,0.05,1.8488248586654663,0.9714237451553345,0.009146063588559628,0.009096013382077217,-0.2885974051859148,-0.2815457850459755,-0.007051620139939319,870.9297485351562,0.0031205054838210344,0,157568,1728,12,3.6598474979400635,1728,1280,128,0.07407407407407407,0.1,0.044444444444444446,1600,0.0,0.20000000298023224
175,0.05,1.6136523485183716,0.517427921295166,0.009402898140251637,0.009451423771679401,-0.324783064039893,-0.33161988538246945,0.00683682134257646,895.3107299804688,0.003029394894838333,0,157632,1664,11,3.6935484409332275,1664,1280,64,0.038461538461538464,0.05,0.022222222222222223,1600,0.0,0.10000000149011612
180,0.05,1.5913714170455933,0.7783464193344116,0.009393594227731228,0.008431154303252697,-0.3234722271518933,-0.1878731710856676,-0.1355990560662257,829.5421142578125,0.003012528410181403,0,157568,1536,11,3.7110893726348877,1536,1280,128,0.08333333333333333,0.1,0.047619047619047616,1408,0.0,0.20000000298023224
185,0.05,1.5977157354354858,0.4934442341327667,0.009751678444445133,0.009979942813515663,-0.3739230454769207,-0.40608342472998116,0.03216037925306048,754.6878662109375,0.0030157563742250204,0,157632,1536,11,3.7206084728240967,1536,1280,128,0.08333333333333333,0.1,0.047619047619047616,1408,0.0,0.20000000298023224
190,0.05,1.9297115802764893,0.30962279438972473,0.009509487077593803,0.008630934171378613,-0.3398004785538753,-0.21602034250895108,-0.12378013604492422,566.9390258789062,0.003009322565048933,0,157504,128,11,3.72198224067688,128,1280,128,1.0,0.1,0.1,0,0.0,0.20000000298023224
195,0.05,1.4851949214935303,0.2128143459558487,0.009426704607903957,0.008624181151390076,-0.3281371794083665,-0.21506890324219552,-0.11306827616617099,416.2178039550781,0.0029308840166777372,0,157504,128,11,3.7109079360961914,128,1280,128,1.0,0.1,0.1,0,0.0,0.20000000298023224
200,0.05,1.8700230121612549,0.4391380250453949,0.009602641686797142,0.009706003591418266,-0.35292511808193194,-0.3674878729545812,0.014562754872649242,381.0670471191406,0.002848176984116435,0,157632,64,11,3.7231013774871826,64,1280,64,1.0,0.05,0.05,0,0.0,0.10000000149011612
