sample_id,changed_voxel_fraction
0,0.00048065185546875
1,0.000637054443359375
2,0.000835418701171875
3,0.000675201416015625
4,0.001003265380859375
5,0.000457763671875
6,0.00060272216796875
7,0.000701904296875
8,0.000469207763671875
9,0.000667572021484375
10,0.000644683837890625
11,0.000675201416015625
12,0.000820159912109375
13,0.00074005126953125
14,0.0008392333984375
15,0.00081634521484375
