N,support_passing_candidate_count,support_pass,retrospective_oracle_only,deployable_selector,best_global_accuracy,best_global_accuracy_candidate_id,best_truth_present_mean_iou,best_truth_present_mean_iou_candidate_id,best_label9_iou,best_label9_iou_candidate_id,best_label9_precision,best_label9_precision_candidate_id,best_label9_recall,best_label9_recall_candidate_id,best_major_component_min_recall,best_major_component_min_recall_candidate_id,best_major_component_mean_recall,best_major_component_mean_recall_candidate_id
1,0,False,True,False,0.8857803344726562,candidate_000000,0.4534497559070587,candidate_000000,0.03762978875760831,candidate_000000,0.0393780442113151,candidate_000000,0.45875163683980796,candidate_000000,0.0,candidate_000000,0.3755262847825669,candidate_000000
4,0,False,True,False,0.9619026184082031,candidate_000003,0.521903395652771,candidate_000003,0.08737430167597765,candidate_000003,0.10509340142453971,candidate_000003,0.6075949367088608,candidate_000001,0.07951807228915662,candidate_000002,0.5155644609063857,candidate_000001
16,0,False,True,False,0.9619026184082031,candidate_000003,0.521903395652771,candidate_000003,0.08737430167597765,candidate_000003,0.10509340142453971,candidate_000003,0.624181580096028,candidate_000012,0.08624229979466119,candidate_000008,0.5525132313731582,candidate_000013
64,0,False,True,False,0.9619026184082031,candidate_000003,0.5256114602088928,candidate_000022,0.10284141185724117,candidate_000022,0.11718574949585481,candidate_000022,0.7800087298123091,candidate_000044,0.4674698795180723,candidate_000044,0.7394935874705233,candidate_000044
256,0,False,True,False,0.9633941650390625,candidate_000154,0.5367785096168518,candidate_000154,0.11557576398435021,candidate_000154,0.13234047705533358,candidate_000154,0.7800087298123091,candidate_000044,0.4674698795180723,candidate_000044,0.7394935874705233,candidate_000044
1024,0,False,True,False,0.9728584289550781,candidate_000567,0.5448436141014099,candidate_000484,0.12891236306729265,candidate_000775,0.1441542288557214,candidate_000484,0.7800087298123091,candidate_000044,0.4674698795180723,candidate_000044,0.7394935874705233,candidate_000044
