candidate_id,candidate_index,source_seed,source_noise_sha256,hard_model_sha256,predicted_observation_sha256,condition_violations,global_accuracy,truth_present_mean_iou,label9_iou,label9_precision,label9_recall,label9_truth_voxels,label9_predicted_voxels,label9_absolute_volume_error_fraction,label9_centroid_distance_voxels,major_component_min_recall,major_component_mean_recall,body_recall,body_precision,matched_body_count,matched_body_center_error_mean,matched_body_relative_size_error_mean,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,retrospective_only,used_for_ranking,support_pass,support_conditions_exact,support_label9_iou,support_label9_precision,support_label9_recall,support_major_component_min_recall,support_major_component_mean_recall
candidate_000000,0,9321000,610f01dd1c86e277998a991ef5ae854ecc0b65fcab13d84df188a69835b1e74e,e157104d3d8497381a891f77087bc67ff91c807413bb5bc1fee6f245e3d9f897,d9dcad3de6334fe755af38a3487da1392a5f7a5fb95af00a379db4d69be46c2e,0,0.8857803344726562,0.4534497559070587,0.03762978875760831,0.0393780442113151,0.45875163683980796,2291,26690,10.649934526407682,10.241360664367676,0.0,0.3755262847825669,0.2,0.25,1,23.272344251298595,50.99803149606299,74,0.002772573997751967,0.9930685650056201,0.9954664668415136,14,10,4,1,26442,23,20,20,19,17,15,13,True,False,False,True,False,False,True,False,False
candidate_000001,1,9321001,c3c7e40b9c13e784dfb84f4928eb901e6a435f84aa192a502abd173702f1a003,a24672b268bde0f4ecc9f88cf17c84e463f3497c7c347b067bc6c6906a0e1448,2611de58df5c46086fad16b7808e0ff911586b76553c1c67094c34eb538029db,0,0.9089775085449219,0.47832441329956055,0.06112501646686866,0.06363719484319283,0.6075949367088608,2291,21874,8.54779572239197,5.563601970672607,0.022587268993839837,0.5155644609063857,0.2,0.14285714285714285,1,16.692120663667662,39.31299212598425,82,0.003748742799670842,0.9865136691963061,0.9935082746639846,15,10,7,4,20506,582,378,113,95,23,20,15,True,False,False,True,False,False,True,False,True
candidate_000002,2,9321002,ef5ec9caa6a7327ac62845e174921babad0dbe1a7d144305d88c41a7680f4717,7470e0d97b3e1ada928176e38771bbf58f27faf246a8c897507a0e46e59da957,c3b3721f6467b5086f7454beb7b50ca7d46c181f2559f3da99e7a555addea8b2,0,0.9174270629882812,0.483826607465744,0.06242264435236507,0.06646802658721064,0.5063291139240507,2291,17452,6.617634220864251,7.904747009277344,0.07951807228915662,0.4238581650397333,0.4,0.5,2,19.74703905074525,16.19140366052806,58,0.0033234013293605316,0.9948429979371992,0.9969057987623196,7,5,4,2,12886,4417,32,27,17,9,6,4,True,False,False,True,False,False,True,False,True
candidate_000003,3,9321003,2e33914bc9e30c405f78a9aee7677a49dc4c756638518d12431134fc55394b0c,cfb470fd309ae030b0a50179bd02d9bc5e5f0e7863ba37fed3a475508506b162,7987bdd1e51d49bc568e8cd9e9220ec93fa437e94317384ceb2bf50d9cd914bd,0,0.9619026184082031,0.521903395652771,0.08737430167597765,0.10509340142453971,0.3413356612832824,2291,7441,2.247926669576604,9.267802238464355,0.0,0.23730636468647423,0.4,0.2857142857142857,2,8.514833571713957,8.170316039262216,43,0.005778793172960623,0.9676118801236393,0.9807821529364332,18,13,7,3,4394,1713,1042,51,38,24,20,16,True,False,False,True,False,False,True,False,False
candidate_000004,4,9321004,02fdd8bb7471f536d14c4bb052a30bfe137e8c02f5c777e2a14244fc9e738bcb,1a62d8072888cdf461431c8d19aabb60cab3582cb28fc9424283e5717f5a33fa,9e4fdc592c72a4520089cef5af38b52af04a29c6e21b91401020a5558d81d502,0,0.9434127807617188,0.5060452222824097,0.07680986754502768,0.08383050328897047,0.4783937145351375,2291,13074,4.706678306416412,6.371537685394287,0.030800821355236138,0.40809980446020977,0.2,0.14285714285714285,1,16.204254441997737,22.344488188976378,54,0.004130335016062414,0.9750650145326603,0.9888327979195349,18,13,7,5,11886,470,225,167,115,26,20,19,True,False,False,True,False,False,True,False,True
candidate_000005,5,9321005,67dea5b2ecd29cefedd240cad2b29dcb49a5f60b29923cfe97d695b26c89a194,860490430bbf866efd2e72eb06a710714fc2c24f9e220d27e398f1c61656abc4,5e858b8d9847f43109008cdd7cca4296b0a5ce0fa6e4feb554caa429b882fbff,0,0.9287567138671875,0.4926411509513855,0.06709758608854823,0.07168174040576876,0.5120034919249236,2291,16364,6.142732431252728,4.673227787017822,0.0,0.39845853926228036,0.2,0.125,1,12.723820209539268,22.871886120996443,65,0.003972133952578832,0.9728672696162307,0.9888169151796626,20,12,8,5,13443,2201,152,124,123,57,44,37,True,False,False,True,False,False,True,False,False
candidate_000006,6,9321006,bb64efcef5e0143ee768670598a7650b7f72cf1359e4ffd97e76c6b4f388e038,77449849d80178f690dd0779363c5fe69e675949e1ac0b9b82490457b1934794,925ce7b3c863f2bf7a3fcf3ea7ef02a54ccd20904a980c4402ce752a0232ea24,0,0.9271011352539062,0.48693737387657166,0.05754453867607718,0.06206642519491681,0.44129201222173725,2291,16289,6.109995635093846,8.161680221557617,0.0,0.33172120269620076,0.4,0.3333333333333333,2,18.049637292075754,12.602761509793481,58,0.003560685124930935,0.9850819571489963,0.9902388114678617,18,14,6,4,11566,3391,969,120,31,24,15,14,True,False,False,True,False,False,True,False,False
candidate_000007,7,9321007,d7018708842646d092309d8f8673f5954547f81c83091b0da16c446d2d318d94,5a30663c90a9cde1ea053876c27c5e41268ba5e764ecc5f4a91e8335f3751863,e0f471e5b694aa1b151e05bf1079cff257b5da30bbc74d6795fb504d68b8ea2e,0,0.9078712463378906,0.47567683458328247,0.05705917996364371,0.060612562355844016,0.4932343954604976,2291,18643,7.137494543867307,15.137304306030273,0.0,0.45400326607659947,0.6,0.375,3,11.716879760601687,11.520296840119185,73,0.00391567880705895,0.9790269806361637,0.9913640508501851,20,11,8,5,14903,1907,988,454,161,25,23,21,True,False,False,True,False,False,True,False,True
candidate_000008,8,9321008,ebfd219ebed3658432bb16b07dd8c65b5d205e6a8839dc875190f83152521258,69e3927aca12a7a58d1b0d834e78e2464a8735b2609bbb87ec2a2806a0a65ad3,fdb3cb55e36df57878194e6a664974515381e84c0f90a29278dd8a12078d1ad8,0,0.9261817932128906,0.4931764602661133,0.07107113447773485,0.07675468600355725,0.48974247053688347,2291,14618,5.380619816673941,6.306007385253906,0.08624229979466119,0.4048263911631484,0.6,0.23076923076923078,3,15.111133066181202,8.12495123016602,85,0.0058147489396634285,0.9460254480777124,0.9742782870433712,28,21,13,5,11320,1894,309,306,254,65,56,38,True,False,False,True,False,False,True,False,True
candidate_000009,9,9321009,c9a0ad8afde9b6c7e8fb1b53772b705451e00e74f5010a35833eae952843218c,8106be92f38914da5b9a3f3bf1cc62dd33a59506664f3462b7fd1c0885dc6d00,7d6ccbf10e52dded7228fb9b97f1d87848af2126783432f4f1a8c4e6b6bdb6eb,0,0.9191703796386719,0.4722822308540344,0.037211938043067626,0.04005489757535709,0.343954604975993,2291,19673,7.587079877782628,3.853721857070923,0.0,0.23913905357010162,0.2,0.2,1,17.06393739565643,36.82086614173228,64,0.0032531896507904234,0.9857672952777919,0.9895796268998119,25,17,6,1,19231,76,58,28,23,22,18,12,True,False,False,True,False,False,True,False,False
