sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,hard_seismic_loss,hard_seismic_rmse_amplitude,hard_seismic_mae_amplitude,hard_observation_loss,hard_observation_mae,role,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count,paired_hard_change_inside_property_confidence,paired_hard_change_outside_property_confidence
0,0.5873655676841736,0.19290867447853088,0.02859647939569704,0.0674836861371956,0.04727921498661909,8968,6283,-2685,-0.2993978590544157,2685,0.2993978590544157,24.002561569213867,37,0.7243355085150406,8968,4825,-4143,-0.4619759143621766,4143,0.4619759143621766,0.03171516194180567,0.08787564766839379,0.04727921498661909,23.993736267089844,33,0.7231088082901554,0.5610397381615094,0.6206422333768824,0.0,0.0,nan,0,0.26524943113327026,34,0.005411427661944931,0.9697596689479548,0.9912462199586185,10,9,7,4,4551,979,350,213,63,36,21,15,1.325160026550293,1003584.125,0.7363777160644531,17.860631942749023,0.042261842638254166,0.013078358955681324,17.860631942749023,0.013078358955681324,adapter_scale_zero,,,,,,,,
1,0.7450532913208008,0.315521776676178,0.5119142971565879,0.8336866134029023,0.5701382694023194,8968,6133,-2835,-0.31612399643175737,2835,0.31612399643175737,1.766617774963379,122,0.5328550464699169,8968,5771,-3197,-0.35648974130240857,3197,0.35648974130240857,0.5311655931851236,0.8859816322994282,0.5701382694023194,1.892716646194458,80,0.5662796742332351,0.7434200386229907,0.7471177427857618,0.0,0.0,nan,0,0.4732826352119446,161,0.026251426707973258,0.9034730148377629,0.9603782814283385,22,10,6,5,3268,1323,612,338,293,21,18,17,0.3792468011379242,400597.53125,0.7363777160644531,19.828847885131836,0.044529594480991364,0.013223784975707531,19.828847885131836,0.013223784975707531,adapter_scale_one,59653,0.22755813598632812,36816,22837,5768,5618,59653,0
