state,step,level,left,right,cosine,left_norm,right_norm,norm_ratio_left_over_right
base_step_24,24,seismic,correct,zero,0.9774648788648945,76.19701001965362,74.5073786378503,1.0226773698483733
base_step_24,24,seismic,correct,shuffled_xy,0.9562838866472614,76.19701001965362,76.21592688674505,0.9997517990285738
base_step_24,24,seismic,zero,shuffled_xy,0.9774761321045222,74.5073786378503,76.21592688674505,0.977582792485964
base_step_28,28,reflectivity,correct,zero,0.9446902384382011,42.92140024379954,42.14470866514243,1.0184291599884638
base_step_28,28,reflectivity,correct,shuffled_xy,0.8971179248909662,42.92140024379954,44.36328436911154,0.9674982556901055
base_step_28,28,reflectivity,zero,shuffled_xy,0.9476428680985725,42.14470866514243,44.36328436911154,0.9499907246381917
base_step_28,28,twt,correct,zero,-0.4793857216860035,48809.381133794435,580880.4032528987,0.08402655841110244
base_step_28,28,twt,correct,shuffled_xy,0.808135168608005,48809.381133794435,49358.17203074106,0.988881458239482
base_step_28,28,twt,zero,shuffled_xy,-0.4731161465606081,580880.4032528987,49358.17203074106,11.768677391276102
base_step_28,28,spikes,correct,zero,0.9311424327807348,35.092634272478776,33.82513612869591,1.03747207813031
base_step_28,28,spikes,correct,shuffled_xy,0.8726240174796904,35.092634272478776,36.11970925462456,0.9715646940869469
base_step_28,28,spikes,zero,shuffled_xy,0.9345976570661956,33.82513612869591,36.11970925462456,0.9364731008836992
base_step_28,28,seismic,correct,zero,0.9376879064044832,46.13982256910695,44.562864785074844,1.0353872622785298
base_step_28,28,seismic,correct,shuffled_xy,0.8840734514051344,46.13982256910695,47.33150736929793,0.9748225892978007
base_step_28,28,seismic,zero,shuffled_xy,0.9404843659345642,44.562864785074844,47.33150736929793,0.941505294504544
base_step_32,32,reflectivity,correct,zero,0.9442622232417108,42.74382741989935,42.00769134514651,1.0175238403059226
base_step_32,32,reflectivity,correct,shuffled_xy,0.8964300617268846,42.74382741989935,44.23529387844418,0.9662833378558919
base_step_32,32,reflectivity,zero,shuffled_xy,0.9473309087156501,42.00769134514651,44.23529387844418,0.9496419637355867
base_step_32,32,twt,correct,zero,-0.44601580179413863,47924.8725298169,582899.5135677411,0.08221806917711101
base_step_32,32,twt,correct,shuffled_xy,0.8013939617002955,47924.8725298169,48557.655015219985,0.9869684298962801
base_step_32,32,twt,zero,shuffled_xy,-0.4391250116850144,582899.5135677411,48557.655015219985,12.004276429432934
base_step_32,32,spikes,correct,zero,0.9415838650719458,37.926338330634785,37.10091414193163,1.0222480822317597
base_step_32,32,spikes,correct,shuffled_xy,0.8914266049319167,37.926338330634785,39.153901803938666,0.9686477358131292
base_step_32,32,spikes,zero,shuffled_xy,0.9446315494100821,37.10091414193163,39.153901803938666,0.9475662049650307
base_step_32,32,seismic,correct,zero,0.9438077635743606,48.420960438757575,47.32401420189535,1.0231794841448232
base_step_32,32,seismic,correct,shuffled_xy,0.8953719721600857,48.420960438757575,49.89719141966955,0.970414547614597
base_step_32,32,seismic,zero,shuffled_xy,0.946617457976971,47.32401420189535,49.89719141966955,0.9484304197378163
common_base_endpoint,32,reflectivity,correct,zero,0.9442622232417108,42.74382741989935,42.00769134514651,1.0175238403059226
common_base_endpoint,32,reflectivity,correct,shuffled_xy,0.8964300617268846,42.74382741989935,44.23529387844418,0.9662833378558919
common_base_endpoint,32,reflectivity,zero,shuffled_xy,0.9473309087156501,42.00769134514651,44.23529387844418,0.9496419637355867
common_base_endpoint,32,twt,correct,zero,-0.44601580179413863,47924.8725298169,582899.5135677411,0.08221806917711101
common_base_endpoint,32,twt,correct,shuffled_xy,0.8013939617002955,47924.8725298169,48557.655015219985,0.9869684298962801
common_base_endpoint,32,twt,zero,shuffled_xy,-0.4391250116850144,582899.5135677411,48557.655015219985,12.004276429432934
common_base_endpoint,32,spikes,correct,zero,0.9415838650719458,37.926338330634785,37.10091414193163,1.0222480822317597
common_base_endpoint,32,spikes,correct,shuffled_xy,0.8914266049319167,37.926338330634785,39.153901803938666,0.9686477358131292
common_base_endpoint,32,spikes,zero,shuffled_xy,0.9446315494100821,37.10091414193163,39.153901803938666,0.9475662049650307
common_base_endpoint,32,seismic,correct,zero,0.9438077635743606,48.420960438757575,47.32401420189535,1.0231794841448232
common_base_endpoint,32,seismic,correct,shuffled_xy,0.8953719721600857,48.420960438757575,49.89719141966955,0.970414547614597
common_base_endpoint,32,seismic,zero,shuffled_xy,0.946617457976971,47.32401420189535,49.89719141966955,0.9484304197378163
