sample_id,changed_voxel_fraction
0,0.0003662109375
1,0.000148773193359375
2,0.000385284423828125
3,0.000308990478515625
4,0.000274658203125
5,0.000728607177734375
6,0.000213623046875
7,0.00034332275390625
8,0.0006256103515625
9,0.000385284423828125
10,0.0003204345703125
11,0.000171661376953125
12,0.00058746337890625
13,0.001125335693359375
14,0.000301361083984375
15,0.00028228759765625
