sample_id,path,target_label,target_iou,target_precision,target_recall,target_f1,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,ensemble_probability_overlap_inside_truth,global_geo_misfit,global_voxel_accuracy,global_mean_iou
0,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_0.pt,10,0.520257294178009,0.6077224612236023,0.7833075523376465,0.6844332218170166,9705.0,12509.0,2804.0,0.2889232354456466,5.308460712432861,97,0.9374850107922296,0.6816138625144958,0.21759508550167084,0.7006607055664062,0.21363899111747742
1,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_1.pt,10,0.43562379479408264,0.5676475763320923,0.6519320011138916,0.6068773865699768,9705.0,11146.0,1441.0,0.14848016486347243,5.741236209869385,105,0.9501166337699624,0.6816138625144958,0.2841781973838806,0.6616859436035156,0.19786112010478973
2,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_2.pt,10,0.44037187099456787,0.5565511584281921,0.6784132122993469,0.6114697456359863,9705.0,11830.0,2125.0,0.21895929933024214,10.255603790283203,92,0.9349112426035503,0.6816138625144958,0.4531725347042084,0.6891555786132812,0.20729967951774597
3,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_3.pt,10,0.3813706040382385,0.4758106470108032,0.6577022075653076,0.5521625876426697,9705.0,13415.0,3710.0,0.3822771767130345,6.2403693199157715,120,0.9224002981736862,0.6816138625144958,0.3041015863418579,0.6723747253417969,0.1984778493642807
4,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_4.pt,10,0.4639357626438141,0.5773562788963318,0.7025244832038879,0.6338198781013489,9705.0,11809.0,2104.0,0.216795466254508,5.695225238800049,102,0.9122703023117961,0.6816138625144958,0.42529067397117615,0.6460685729980469,0.19315116107463837
5,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_5.pt,10,0.5107490420341492,0.5615803599357605,0.8494590520858765,0.6761533617973328,9705.0,14680.0,4975.0,0.5126223596084493,2.998094320297241,110,0.9393732970027248,0.6816138625144958,0.2170935869216919,0.6840400695800781,0.2115202099084854
6,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_6.pt,10,0.43205636739730835,0.4983212351799011,0.7646573781967163,0.6034069657325745,9705.0,14892.0,5187.0,0.5344667697063369,6.762761116027832,125,0.9417136717700779,0.6816138625144958,0.23870036005973816,0.6856613159179688,0.20340612530708313
7,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_7.pt,10,0.36531364917755127,0.5115077495574951,0.5610510110855103,0.5351351499557495,9705.0,10645.0,940.0,0.09685729005667182,9.063410758972168,160,0.8802254579614842,0.6816138625144958,0.3638085722923279,0.64898681640625,0.18694710731506348
8,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_8.pt,10,0.40031805634498596,0.5112934708595276,0.6484286189079285,0.5717530250549316,9705.0,12308.0,2603.0,0.2682122617207625,6.898222923278809,157,0.8636659083522912,0.6816138625144958,0.4299730658531189,0.6618919372558594,0.19436563551425934
9,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_9.pt,10,0.43046891689300537,0.5522850751876831,0.6612055897712708,0.60185706615448,9705.0,11619.0,1914.0,0.19721792890262752,9.927251815795898,88,0.649969876925725,0.6816138625144958,0.4627273678779602,0.6614608764648438,0.19722901284694672
10,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_10.pt,10,0.37135499715805054,0.46991968154907227,0.6390520334243774,0.5415884256362915,9705.0,13198.0,3493.0,0.3599175682637816,10.480730056762695,137,0.9384755265949386,0.6816138625144958,0.445827841758728,0.6669464111328125,0.1937265396118164
11,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_11.pt,10,0.37856346368789673,0.4516407549381256,0.7005667090415955,0.5492144227027893,9705.0,15054.0,5349.0,0.5511591962905719,5.16415548324585,130,0.9129799388866746,0.6816138625144958,0.34333640336990356,0.6509780883789062,0.18878749012947083
12,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_12.pt,10,0.4683319628238678,0.5810822248458862,0.7070581912994385,0.6379101872444153,9705.0,11809.0,2104.0,0.216795466254508,5.44544792175293,125,0.9224320433567618,0.6816138625144958,0.24344207346439362,0.6780853271484375,0.20400795340538025
13,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_13.pt,10,0.30173322558403015,0.41138431429862976,0.5309634208679199,0.46358686685562134,9705.0,12526.0,2821.0,0.2906749098402885,8.265201568603516,119,0.9330193198147853,0.6816138625144958,0.33906289935112,0.6500129699707031,0.19029664993286133
14,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10/baseline_alpha0/sample_14.pt,10,0.4543623626232147,0.600760817527771,0.6509016156196594,0.6248268485069275,9705.0,10515.0,810.0,0.08346213292117466,6.486080646514893,103,0.9273418925344745,0.6816138625144958,0.19465568661689758,0.6749916076660156,0.2059537023305893
