sample_id,changed_voxel_fraction
0,0.002170562744140625
1,0.002349853515625
2,0.0026702880859375
3,0.003170013427734375
4,0.0030517578125
5,0.002361297607421875
6,0.00140380859375
7,0.002887725830078125
8,0.00251007080078125
9,0.002788543701171875
10,0.003078460693359375
11,0.002681732177734375
12,0.002178192138671875
13,0.002960205078125
14,0.001659393310546875
15,0.001689910888671875
