sample_id,step,t,w_t,geo_loss,gravity_loss,gravity_gradient_loss,magnetic_loss,grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,effective_guidance_ratio,guidance_mode,physics_mode,mu,alpha,gravity_weight,gravity_gradient_weight,magnetic_weight
0,0,0.015625,0.0,25.516693115234375,nan,nan,25.516693115234375,1.0000001192092896,2070.66845703125,0.0,2070.66845703125,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,1,0.046875,0.0,25.4665584564209,nan,nan,25.4665584564209,1.0,2063.66162109375,0.0,2063.66162109375,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,2,0.078125,0.0,25.41051483154297,nan,nan,25.41051483154297,1.0,2062.406982421875,0.0,2062.406982421875,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,3,0.109375,0.0,25.345439910888672,nan,nan,25.345439910888672,1.0,2062.074462890625,0.0,2062.074462890625,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,4,0.140625,0.0,25.269729614257812,nan,nan,25.269729614257812,1.0,2060.502197265625,0.0,2060.502197265625,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,5,0.171875,0.0,25.182968139648438,nan,nan,25.182968139648438,0.9999999403953552,2056.49169921875,0.0,2056.49169921875,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,6,0.203125,0.0,25.082775115966797,nan,nan,25.082775115966797,1.0,2060.712890625,0.0,2060.712890625,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,7,0.234375,0.0,24.965898513793945,nan,nan,24.965898513793945,1.0,2055.881591796875,0.0,2055.881591796875,0.0,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,8,0.265625,0.00043402777777777775,24.830835342407227,nan,nan,24.830835342407227,0.9999999403953552,2054.0126953125,0.8914986252784729,2054.013916015625,0.0004340278101153672,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,9,0.296875,0.00390625,24.61406135559082,nan,nan,24.61406135559082,1.0,2058.804931640625,8.042206764221191,2058.829833984375,0.00390625,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,10,0.328125,0.010850694444444446,23.852296829223633,nan,nan,23.852296829223633,1.0,2058.307373046875,22.334062576293945,2058.456298828125,0.0108506940305233,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,11,0.359375,0.021267361111111115,22.025327682495117,nan,nan,22.025327682495117,0.9999998807907104,2059.623046875,43.80274963378906,2060.149169921875,0.0212673619389534,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,12,0.390625,0.03515625,18.78495216369629,nan,nan,18.78495216369629,1.0000001192092896,2044.116943359375,71.86348724365234,2045.48876953125,0.03515625,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,13,0.421875,0.052517361111111105,14.360417366027832,nan,nan,14.360417366027832,0.9999999403953552,2054.280029296875,107.88536834716797,2057.285400390625,0.0525173619389534,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,14,0.453125,0.07335069444444443,9.92324447631836,nan,nan,9.92324447631836,0.9999999403953552,2049.162353515625,150.3074951171875,2054.96826171875,0.0733506977558136,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,15,0.484375,0.09765625,7.588742256164551,nan,nan,7.588742256164551,1.0,2054.828125,200.66680908203125,2064.849853515625,0.09765625,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,16,0.515625,0.1254340277777778,9.405014991760254,nan,nan,9.405014991760254,0.9999999403953552,2038.0316162109375,255.63851928710938,2054.4775390625,0.1254340261220932,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,17,0.546875,0.15668402777777776,8.155892372131348,nan,nan,8.155892372131348,0.9999999403953552,2045.1055908203125,320.4353942871094,2070.857666015625,0.1566840410232544,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,18,0.578125,0.19140625,12.272582054138184,nan,nan,12.272582054138184,0.9999999403953552,2048.212646484375,392.0407409667969,2086.75830078125,0.1914062649011612,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,19,0.609375,0.22960069444444448,8.75906753540039,nan,nan,8.75906753540039,0.9999999403953552,2053.095458984375,471.3921813964844,2109.01416015625,0.2296007126569748,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,20,0.640625,0.27126736111111116,11.458312034606934,nan,nan,11.458312034606934,1.0,2051.94580078125,556.6258544921875,2129.797119140625,0.2712673246860504,relative,magnetic,0.01,1.0,1.0,0.25,1.0
0,21,0.671875,0.31640625,6.462583065032959,nan,nan,6.462583065032959,0.9999999403953552,2051.399658203125,649.07568359375,2155.772705078125,0.31640625,relative,magnetic,0.01,1.0,1.0,0.25,1.0
