sample_id,step,t,w_t,tau,probability_loss,probability_base_loss,probability_bce,probability_dice_loss,probability_dice_score,probability_soft_calibration_mae,loss_positive_scale,loss_negative_scale,roi_hard_core_probability_mean,roi_background_probability_mean,roi_soft_halo_probability_mean,roi_soft_halo_target_mean,probability_spatial_gradient_loss,roi_spatial_gradient_error_mean,roi_predicted_gradient_mean,roi_target_gradient_mean,roi_target_probability_mean,roi_soft_margin_mean,roi_entropy_mean,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_roi,hard_change_outside_roi,target_hard_voxels_before,target_hard_voxels_after,selected_target_recovered_after,alpha,spatial_gradient_weight,probability_loss_mode,guidance_scaling_mode,case_id,source_seed,arm
0,0,0.015625,0.0,0.49975909124103446,1.0755681991577148,1.0755681991577148,0.1610974818468094,0.9144707322120667,0.08552927523851395,0.07218895852565765,1.0,1.0,0.06717231869697571,0.06673496961593628,0.06688898056745529,0.04992034658789635,0.0,0.0,0.0,0.0,0.06673935055732727,-0.08351380378007889,2.5781707763671875,0.0,0.0,1557.926513671875,0.0,1557.926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5947380065918,2.9664933681488037,1336.364501953125,0,0,668,0.0025482177734375,668,0,9984,9958,105,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,1,0.046875,0.0,0.4978353019929562,1.0756640434265137,1.0756640434265137,0.16110390424728394,0.9145601987838745,0.08543979376554489,0.07216194272041321,1.0,1.0,0.06710430979728699,0.06667346507310867,0.06682994961738586,0.04992034658789635,0.0,0.0,0.0,0.0,0.06667778640985489,-0.08399353176355362,2.5771920680999756,0.0,0.0,1558.55810546875,0.0,1558.55810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.610374450683594,3.033663034439087,0.0,0,0,774,0.00295257568359375,774,0,9958,9930,105,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,2,0.078125,0.0,0.4940062506389088,1.0758616924285889,1.0758616924285889,0.16115036606788635,0.9147113561630249,0.08528865873813629,0.07215074449777603,1.0,1.0,0.06703256815671921,0.06661196798086166,0.06677356362342834,0.04992034658789635,0.0,0.0,0.0,0.0,0.06661618500947952,-0.08488541096448898,2.5752148628234863,0.0,0.0,1559.92578125,0.0,1559.92578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.652462005615234,3.0453810691833496,0.0,0,0,890,0.00339508056640625,890,0,9930,9902,104,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,3,0.109375,0.0,0.4883088130366042,1.076169729232788,1.076169729232788,0.16123880445957184,0.9149308800697327,0.08506909757852554,0.07215601950883865,1.0,1.0,0.06695399433374405,0.06655124574899673,0.0667213574051857,0.04992034658789635,0.0,0.0,0.0,0.0,0.06655527651309967,-0.08620528876781464,2.5721893310546875,0.0,0.0,1561.082763671875,0.0,1561.082763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.688228607177734,3.052783489227295,0.0,0,0,990,0.00377655029296875,990,0,9902,9884,103,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,4,0.140625,0.0,0.48079785862468866,1.0765962600708008,1.0765962600708008,0.16137443482875824,0.9152218699455261,0.08477813005447388,0.07218138873577118,1.0,1.0,0.0668722540140152,0.06649550050497055,0.06667780131101608,0.04992034658789635,0.0,0.0,0.0,0.0,0.066499263048172,-0.08797167241573334,2.5680415630340576,0.0,0.0,1563.6773681640625,0.0,1563.6773681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.769351959228516,3.0545530319213867,0.0,0,0,1081,0.004123687744140625,1081,0,9884,9852,103,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,5,0.171875,0.0,0.4715457220000544,1.0771487951278687,1.0771487951278687,0.16155818104743958,0.9155905842781067,0.08440940082073212,0.07222241908311844,1.0,1.0,0.06677993386983871,0.06643560528755188,0.0666327103972435,0.04992034658789635,0.0,0.0,0.0,0.0,0.06643905490636826,-0.09022870659828186,2.562666654586792,0.0,0.0,1565.275390625,0.0,1565.275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.82113265991211,3.0265676975250244,0.0,0,0,1250,0.00476837158203125,1250,0,9852,9834,103,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,6,0.203125,0.0,0.460641506296129,1.077839732170105,1.077839732170105,0.16179487109184265,0.9160448312759399,0.08395516872406006,0.07227972149848938,1.0,1.0,0.0666753277182579,0.06637031584978104,0.0665849894285202,0.04992034658789635,0.0,0.0,0.0,0.0,0.06637337058782578,-0.09302180260419846,2.5559263229370117,0.0,0.0,1566.437255859375,0.0,1566.437255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.85897445678711,3.0027825832366943,0.0,0,0,1379,0.005260467529296875,1379,0,9834,9804,102,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,7,0.234375,0.0,0.4481902250709918,1.0786850452423096,1.0786850452423096,0.16208773851394653,0.9165972471237183,0.08340272307395935,0.07234947383403778,1.0,1.0,0.06654971837997437,0.06629209965467453,0.06652780622243881,0.04992034658789635,0.0,0.0,0.0,0.0,0.06629467755556107,-0.09641552716493607,2.5476431846618652,0.0,0.0,1568.523193359375,0.0,1568.523193359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.92866516113281,2.9306297302246094,0.0,0,0,1560,0.005950927734375,1560,0,9804,9737,101,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,8,0.265625,0.06540312923014306,0.43431179096940364,1.0797115564346313,1.0797115564346313,0.16244415938854218,0.917267382144928,0.08273259550333023,0.07243094593286514,1.0,1.0,0.06639298796653748,0.0661967545747757,0.06645799428224564,0.04992034658789635,0.0,0.0,0.0,0.0,0.06619872152805328,-0.10048619657754898,2.5375900268554688,0.002080413978546858,0.002080413978546858,1570.9534912109375,25.686193466186523,1571.1463623046875,0.016350782307535765,0.01635078154504299,0.01635078154504299,0.0,0.002080413978546858,1.0,0.016350703313946724,49.014488220214844,2.8680248260498047,0.0,0,0,1777,0.006778717041015625,1777,0,9737,9666,110,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
0,9,0.296875,0.19509032201612825,0.4191398608984867,1.0791288614273071,1.0791288614273071,0.16274769604206085,0.9163811802864075,0.08361880481243134,0.07249493151903152,1.0,1.0,0.06756360828876495,0.06607110798358917,0.06636923551559448,0.04992034658789635,0.0,0.0,0.0,0.0,0.0660860538482666,-0.10532369464635849,2.525482654571533,0.002286359900608659,0.002286359900608659,1570.0357666015625,84.1546630859375,1572.238525390625,0.04877258050403206,0.05360070988535881,0.05360070988535881,0.0,0.002080413978546858,1.0989927053451538,0.05360047519207001,49.04922866821289,2.8585691452026367,0.0,0,0,2206,0.00841522216796875,2206,0,9666,9583,145,0.25,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case03,9321000,GEO_PROB_GUIDED
