case_id,arm,source_seed,initial_noise_sha256,sample_sha256,condition_violations
A_SOLID,SEISMIC_GUIDED,42,5b3e3cc13e70f1477679559ea82781e02fc58130469ff39d5c71b5db647f9eea,f64614333769c26e2fb37f92f623cdb2d876bd1c6975de4841c99cfa4b41b0a1,0
A_SOLID,SEISMIC_GUIDED,142,9e3fe8095b7f2705dfa4353f4606f4b4cb9d6a00c3ed5cbb0d450674e650e9cb,b31a3355d5d87f80722f1fe9e327179d240847d725545288013a9ace76afddcf,0
A_SOLID,SEISMIC_GUIDED,242,e6f10761b6eee07b0a77a58fc4f2170c9a107a156a7d8db89b83ebc4b1ac2c49,6482e3f211d41193fef3b78b2468aca0ca636acab5514e05dab86037e493141b,0
B_RING,SEISMIC_GUIDED,42,5b3e3cc13e70f1477679559ea82781e02fc58130469ff39d5c71b5db647f9eea,464eeb43671c41816e1babc216ddd6fe666a7e5083af172792a0806209a5ff36,0
B_RING,SEISMIC_GUIDED,142,9e3fe8095b7f2705dfa4353f4606f4b4cb9d6a00c3ed5cbb0d450674e650e9cb,8fe7c23ff041935366dc6e1edf9ecf8ca08b4083abef0e1bf3af3ff513facbd9,0
B_RING,SEISMIC_GUIDED,242,e6f10761b6eee07b0a77a58fc4f2170c9a107a156a7d8db89b83ebc4b1ac2c49,92ef8f5c810ca6e22f9a7aa92a3a4545ef032ae269ae298e17b0b728ef4567d1,0
