branch_id,generation,evaluation_slot,probe_kind,transition,from_scale,scale,ranking_id,rank_index,canonical_center_score,lineage_parent_state_id,child_state_id,center_x,center_y,center_z,shape,material_label,orientation_deg,full_size_x,full_size_y,full_size_z,probe_size_x,probe_size_y,probe_size_z,hard_rmse,delta_rmse_vs_lineage_parent,delta_rmse_vs_empty,strictly_improves_lineage_parent,reallocated_existing_slot,displaced_scheduled_move,displaced_scheduled_parent_state_id,condition_violations,truth_used
v4_branch_67de6c222e1f3f3fe22a,1,0,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,0,6.173095607664436e-05,empty,g001_p000000_empty,41.0,41.0,39.0,ellipsoid,9,33.94360557912685,9.069960482085477,12.518838106885632,9.034864313429892,2.2674901205213693,3.129709526721408,2.258716078357473,0.009460588917136192,0.000574764795601368,0.000574764795601368,False,False,,,0,False
v4_branch_a964e33d1bee7430a1df,1,1,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,1,6.173095607664436e-05,empty,g001_p000001_empty,41.0,42.0,39.0,ellipsoid,9,140.05301420081562,10.216738703467461,6.449849555799257,8.001534966156104,2.5541846758668654,1.6124623889498142,2.000383741539026,0.009110778570175171,0.00022495444864034653,0.00022495444864034653,False,False,,,0,False
v4_branch_ca160adafdeb14e722c6,1,2,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,2,6.173095607664436e-05,empty,g001_p000002_empty,42.0,41.0,39.0,ellipsoid,9,88.66852277516863,7.484638497607557,9.991618598313472,11.821175332686096,1.8711596244018893,2.497904649578368,2.955293833171524,0.009110778570175171,0.00022495444864034653,0.00022495444864034653,False,False,,,0,False
v4_branch_e705fc353c8ebef2ccf6,1,3,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,3,6.173094880068675e-05,empty,g001_p000003_empty,42.0,42.0,39.0,dike_hemisphere,9,108.3784039812152,6.9602026354836335,13.792192464052157,7.862544991815387,1.7400506588709084,3.448048116013039,1.9656362479538467,0.009155883453786373,0.00027005933225154877,0.00027005933225154877,False,False,,,0,False
v4_branch_c403325e8759d95047e4,1,4,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,4,6.169795233290642e-05,empty,g001_p000004_empty,9.0,41.0,21.0,dike_hemisphere,9,11.694771665313839,11.416029720230092,12.882908191169253,13.24044422109909,2.854007430057523,3.2207270477923133,3.3101110552747723,0.009359588846564293,0.00047376472502946854,0.00047376472502946854,False,False,,,0,False
v4_branch_87e1958a223e04bb1942,1,5,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,5,6.169795233290642e-05,empty,g001_p000005_empty,9.0,42.0,21.0,ellipsoid,9,73.89352658062758,9.3260241652468,9.271963487293934,13.664643496505605,2.3315060413117,2.3179908718234836,3.416160874126401,0.009287332184612751,0.00040150806307792664,0.00040150806307792664,False,False,,,0,False
v4_branch_5a205e27fb88dcaba731,1,6,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,6,6.169795233290642e-05,empty,g001_p000006_empty,10.0,41.0,21.0,dike_hemisphere,9,88.67712622573787,7.852049182093416,11.145289176007863,9.157355840537475,1.963012295523354,2.7863222940019656,2.2893389601343688,0.009027141146361828,0.00014131702482700348,0.00014131702482700348,False,False,,,0,False
v4_branch_88c88ed87638456cfd3c,1,7,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,7,6.169794505694881e-05,empty,g001_p000007_empty,10.0,42.0,21.0,dike_hemisphere,9,144.50235789362677,12.3065001525419,7.065688742619231,13.200821676546568,3.076625038135475,1.7664221856548077,3.300205419136642,0.009147676639258862,0.00026185251772403717,0.00026185251772403717,False,False,,,0,False
v4_branch_7b88b0a62212257c3dad,1,8,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,8,5.569587301579304e-05,empty,g001_p000008_empty,40.0,41.0,39.0,ellipsoid,9,142.09711655694812,8.55601594564268,9.118549501281159,7.592165011248599,2.13900398641067,2.2796373753202896,1.8980412528121497,0.00933158304542303,0.0004457589238882065,0.0004457589238882065,False,False,,,0,False
v4_branch_dbfb122cc32ad3ddab92,1,9,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,9,5.569587301579304e-05,empty,g001_p000009_empty,40.0,42.0,39.0,dike_hemisphere,9,107.71547182800337,7.0104090357618,9.086002987599725,9.12801987946564,1.75260225894045,2.2715007468999313,2.28200496986641,0.009052555076777935,0.00016673095524311066,0.00016673095524311066,False,False,,,0,False
v4_branch_a6ca6ef42cf7f3503720,1,10,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,10,5.569587301579304e-05,empty,g001_p000010_empty,41.0,40.0,39.0,ellipsoid,9,110.77220670438774,13.360088129200104,7.883318812364299,11.068272044007422,3.340022032300026,1.9708297030910749,2.7670680110018555,0.009373094886541367,0.0004872707650065422,0.0004872707650065422,False,False,,,0,False
v4_branch_cd605d6126df8a900465,1,11,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,11,5.569587301579304e-05,empty,g001_p000011_empty,41.0,43.0,39.0,dike_hemisphere,9,52.21242285525821,8.697609417360173,14.354844958554544,11.199660706009823,2.1744023543400433,3.588711239638636,2.7999151765024557,0.009216925129294395,0.0003311010077595711,0.0003311010077595711,False,False,,,0,False
v4_branch_6bedc0526c0b2b21c03e,1,12,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,12,5.569586937781423e-05,empty,g001_p000012_empty,42.0,40.0,39.0,ellipsoid,9,85.97105246644753,12.806527380318517,14.472271475228657,12.957059957475643,3.2016318450796293,3.6180678688071644,3.2392649893689107,0.009458080865442753,0.0005722567439079285,0.0005722567439079285,False,False,,,0,False
v4_branch_134ecf863f7b4d3c3fa3,1,13,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,13,5.569586937781423e-05,empty,g001_p000013_empty,42.0,43.0,39.0,dike_hemisphere,9,174.71832456044808,9.571871857949091,7.160739040984092,11.376243859799143,2.392967964487273,1.790184760246023,2.8440609649497857,0.009027141146361828,0.00014131702482700348,0.00014131702482700348,False,False,,,0,False
