sample_id,path,geo_misfit,geo_rank,voxel_accuracy,mean_iou,borehole_consistency
0,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_0.pt,0.22714094817638397,13,0.5530915260314941,0.140936478972435,0.9999710321426392
1,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_1.pt,0.21332412958145142,11,0.5651944875717163,0.1489144116640091,0.9999131560325623
2,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_2.pt,0.17960390448570251,3,0.5653260946273804,0.15001145005226135,0.9999421238899231
3,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_3.pt,0.24736744165420532,15,0.5136190056800842,0.13525941967964172,0.9999276399612427
4,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_4.pt,0.19128312170505524,4,0.5637872815132141,0.14800092577934265,0.9999855160713196
5,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_5.pt,0.21294629573822021,10,0.51953125,0.14070256054401398,0.9999855160713196
6,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_6.pt,0.20050404965877533,6,0.5423552989959717,0.144008606672287,1.0
7,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_7.pt,0.2082729935646057,7,0.5489559769630432,0.1389697641134262,0.9999566078186035
8,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_8.pt,0.2339356392621994,14,0.5574042797088623,0.14802061021327972,0.9999421238899231
9,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_9.pt,0.21005453169345856,8,0.5875680446624756,0.15778590738773346,0.9999710321426392
10,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_10.pt,0.17273801565170288,2,0.5546252727508545,0.14517204463481903,0.9999421238899231
11,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_11.pt,0.20014257729053497,5,0.5371060967445374,0.14454428851604462,0.9998697638511658
12,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_12.pt,0.22550827264785767,12,0.5303636789321899,0.13524706661701202,1.0
13,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_13.pt,0.2490493506193161,16,0.5297309756278992,0.14426957070827484,0.9999855160713196
14,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_14.pt,0.16630586981773376,1,0.5839234590530396,0.1626037210226059,0.9999710321426392
15,project/geodata-3d-conditional/guided-results/rel_alpha_0_01/sample_15.pt,0.21256382763385773,9,0.5687580704689026,0.15122078359127045,0.9999421238899231
