label,voxel_count,volume_fraction,borehole_hits,target_connected_components,largest_component_fraction
0,107317,0.4093818664550781,669,4,0.7055545719690264
-1,51318,0.19576263427734375,256794,1,1.0
2,27211,0.10380172729492188,717,9,0.8587703502260116
1,24360,0.092926025390625,139,5,0.8428571428571429
7,21162,0.08072662353515625,519,2,0.999952745487194
4,14155,0.053997039794921875,2246,43,0.9935711762628047
3,13284,0.0506744384765625,1023,15,0.8870822041553749
8,3329,0.012699127197265625,37,77,0.8684289576449384
12,8,3.0517578125e-05,0,3,0.5
