sample_id,path,geo_misfit,geo_rank,voxel_accuracy,mean_iou
0,project/geodata-3d-conditional/guided-results/mu_10000/sample_0.pt,0.14954102039337158,10,0.6056996583938599,0.159682035446167
1,project/geodata-3d-conditional/guided-results/mu_10000/sample_1.pt,0.13823261857032776,4,0.6173774600028992,0.16658976674079895
2,project/geodata-3d-conditional/guided-results/mu_10000/sample_2.pt,0.12783034145832062,1,0.6154134273529053,0.16672658920288086
3,project/geodata-3d-conditional/guided-results/mu_10000/sample_3.pt,0.15823079645633698,14,0.5768216252326965,0.1555306613445282
4,project/geodata-3d-conditional/guided-results/mu_10000/sample_4.pt,0.15090526640415192,11,0.6207992434501648,0.1673055738210678
5,project/geodata-3d-conditional/guided-results/mu_10000/sample_5.pt,0.14380735158920288,7,0.5750195980072021,0.1588483601808548
6,project/geodata-3d-conditional/guided-results/mu_10000/sample_6.pt,0.1526051163673401,12,0.5864695906639099,0.15821583569049835
7,project/geodata-3d-conditional/guided-results/mu_10000/sample_7.pt,0.14181898534297943,6,0.6026726961135864,0.15738388895988464
8,project/geodata-3d-conditional/guided-results/mu_10000/sample_8.pt,0.16200125217437744,16,0.6170534491539001,0.16946670413017273
9,project/geodata-3d-conditional/guided-results/mu_10000/sample_9.pt,0.14803600311279297,9,0.6323353052139282,0.17464151978492737
10,project/geodata-3d-conditional/guided-results/mu_10000/sample_10.pt,0.1323624700307846,3,0.613737940788269,0.16737346351146698
11,project/geodata-3d-conditional/guided-results/mu_10000/sample_11.pt,0.13830043375492096,5,0.6050669550895691,0.16910502314567566
12,project/geodata-3d-conditional/guided-results/mu_10000/sample_12.pt,0.1557912826538086,13,0.5873098373413086,0.15431168675422668
13,project/geodata-3d-conditional/guided-results/mu_10000/sample_13.pt,0.16177360713481903,15,0.5894763469696045,0.1634276658296585
14,project/geodata-3d-conditional/guided-results/mu_10000/sample_14.pt,0.12823332846164703,2,0.628974199295044,0.19142530858516693
15,project/geodata-3d-conditional/guided-results/mu_10000/sample_15.pt,0.14729540050029755,8,0.6232694983482361,0.1840635985136032
