bridge_case,truth_20260901,truth_20260902,truth_20260903
native_seed20260901,0.010095149429387936,0.012376999427285469,0.011861451907981926
native_seed20260902,0.008645398695455844,0.010403687708605934,0.009959299903446763
native_seed20260903,0.009675078179050285,0.011888128466107683,0.01145542213155372
