case_id,prior_auprc,post_auprc,delta_ap_seismic,prior_brier,post_brier,delta_brier_seismic,prior_roc_auc,post_roc_auc,spatial_pearson_prior_post,spatial_spearman_prior_post,spatial_cosine_prior_post,mean_absolute_probability_change,rms_probability_change,kl_prior_to_post_bernoulli_mean,kl_post_to_prior_bernoulli_mean,js_bernoulli_mean,prior_categorical_entropy_mean,post_categorical_entropy_mean,delta_categorical_entropy_post_minus_prior
native_seed20260901,0.25037572773374506,0.25224257209566214,0.001866844361917086,0.030309380627426417,0.010095149429387936,0.02021423119803848,0.9006809340070204,0.8963192364049786,0.7584628255464483,0.9388107436163311,0.7776763964878405,0.057133125280184265,0.12374893044729933,0.36045479936905617,0.06121767175758978,0.01765466355691627,0.5167524954632874,0.722913476830784,0.2061609813674966
native_seed20260902,0.1853781133894715,0.28120094936231965,0.09582283597284816,0.028416969853804243,0.010403687708605934,0.01801328214519831,0.8708970872645991,0.8527811431600822,0.7419877031624047,0.9334909388573365,0.7601056790604834,0.05558341930730475,0.12310118789463384,0.37073517788932625,0.061818617362619115,0.017741125231011196,0.5101473079714695,0.7103700546775601,0.20022274670609064
native_seed20260903,0.141048583919905,0.16536077778467995,0.024312193864774956,0.02938139600221849,0.01145542213155372,0.01792597387066477,0.8569309204094647,0.8395025480350345,0.7518545228679766,0.9448969543506438,0.7713008820971502,0.05347552802894882,0.12071087602765004,0.335571719613749,0.059050186403001956,0.0167216993496345,0.5038847712495375,0.6935264574274342,0.18964168617789678
