bridge_case,truth_20260901,truth_20260902,truth_20260903
native_seed20260901,0.25224257209566214,0.22219406194538027,0.2187745560937384
native_seed20260902,0.2850931896896192,0.28120094936231965,0.27009450952724806
native_seed20260903,0.20076193936026301,0.18256500821925128,0.16536077778467995
