truth_case_i,truth_case_j,label9_iou,centroid_distance_voxels,volume_i,volume_j,volume_ratio_min_over_max,component_count_i,component_count_j,largest_component_fraction_i,largest_component_fraction_j,matched_body_centroid_distance_mean,matched_body_centroid_distance_max,matched_body_volume_ratio_mean,matched_body_iou_mean,matched_body_iou_min,body_matching
native_seed20260901,native_seed20260902,0.6294050776809398,1.976433055859226,1827,2473,0.7387788111605338,5,5,0.2534209085933224,0.23898099474322684,0.2508208497605587,0.36473367798077305,0.7641410752385641,0.6372780040167844,0.36717428087986465,minimum-total-centroid-distance Hungarian assignment
native_seed20260901,native_seed20260903,0.619347227683838,3.4927918481358664,1827,2291,0.7974683544303798,5,5,0.2534209085933224,0.2492361414229594,0.23326980333078245,0.4157795766179504,0.6940975636013637,0.6334248590389004,0.38003502626970226,minimum-total-centroid-distance Hungarian assignment
native_seed20260902,native_seed20260903,0.7292196007259528,2.3711374187466334,2473,2291,0.9264051758997169,5,5,0.23898099474322684,0.2492361414229594,0.2450922116173441,0.6546876246708706,0.8274003476215548,0.7273470524939584,0.4787052810902896,minimum-total-centroid-distance Hungarian assignment
