bridge_case,fullgeo_case01,fullgeo_case02,fullgeo_case03,fullgeo_case04,fullgeo_case05
fullgeo_case01,0.2586423846498819,0.6017845904659651,0.478785146171314,0.4860122142385808,0.5414127463219095
fullgeo_case02,0.2656485110339494,0.5946406371477291,0.48456566413987917,0.49169048650075875,0.513610314989522
fullgeo_case03,0.3015506720548364,0.5833420041554596,0.48382794837265364,0.49681819397557186,0.5465674217633363
fullgeo_case04,0.2646326881045855,0.5997845376559373,0.4846768112604297,0.49572017551854086,0.5278682130168686
fullgeo_case05,0.26329424330065976,0.5965792694789017,0.48436642509369887,0.4920002984492032,0.514818663940971
