bridge_case,fullgeo_case01,fullgeo_case02,fullgeo_case03,fullgeo_case04,fullgeo_case05
fullgeo_case01,0.0006923608029121903,0.10536701062203443,0.012472527647512418,0.07307928038082086,0.01960728890116102
fullgeo_case02,0.0006833115251149939,0.10229771756303335,0.01239531184133863,0.07304909763857753,0.018540625176795243
fullgeo_case03,0.0006858517937601653,0.10069207522189244,0.012312438684159748,0.07435057662482061,0.01970051749429147
fullgeo_case04,0.0006880069898739261,0.10447488260558849,0.012307217129414884,0.07504619377763783,0.019110247989204163
fullgeo_case05,0.0006828939021774654,0.10371192029988047,0.012217087288088312,0.07359693091505405,0.018485645227821944
