case_id,correct_auprc,prior_auprc,shuffled_auprc,constant_auprc,post_minus_prior_auprc,correct_brier,prior_brier,prior_minus_post_brier,correct_roc_auc,prior_roc_auc,diagonal_is_row_maximum,diagonal_is_column_maximum,correct_above_shuffled,correct_above_constant,post_ap_above_prior_ap,catastrophic_brier_degradation
fullgeo_case01,0.0006923608029121903,0.0006764676927181228,0.0006618312621412157,0.0007826802154360457,1.5893110194067526e-05,0.010063142475117973,0.042931189115200594,0.032868046640082624,0.2586423846498819,0.2635844060956014,False,True,True,False,True,False
fullgeo_case02,0.10229771756303335,0.10345203074148361,0.10333195566066614,0.07744470131712944,-0.0011543131784502586,0.07776058349951809,0.09071055244176257,0.012949968942244483,0.5946406371477291,0.6011715171857936,True,False,False,True,False,False
fullgeo_case03,0.012312438684159748,0.012220653621858549,0.011209842914380558,0.011525365113990051,9.17850623011994e-05,0.019948544184085742,0.05379694104263231,0.03384839685854657,0.48382794837265364,0.48239925422374685,False,False,True,True,True,False
fullgeo_case04,0.07504619377763783,0.07446705556829278,0.07639522879662591,0.07716410427807487,0.0005791382093450481,0.08119404964150169,0.10125021669844644,0.020056167056944754,0.49572017551854086,0.4936814717707347,False,True,False,False,True,False
fullgeo_case05,0.018485645227821944,0.017921266775215702,0.01854796412851821,0.018586484698547335,0.0005643784526062415,0.024369921797429927,0.0482273598249192,0.023857438027489273,0.514818663940971,0.5053546300171676,False,False,False,False,True,False
