sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall
0,0,False,0,270,270,nan,0.0,0.0,nan
0,1,True,45273,37025,-8248,0.18218364146400726,0.426432099835341,0.6644969615124916,0.5434364853223775
0,2,True,24520,22934,-1586,0.06468189233278956,0.7059965487489215,0.8562832475800122,0.8008972267536705
0,3,True,14533,5876,-8657,0.5956787999724764,0.15455111161396165,0.4649421375085092,0.1879859629808023
0,4,True,73801,94288,20487,0.27759786452758095,0.5374743889945851,0.6232076192092313,0.7962087234590317
0,5,True,18902,33745,14843,0.7852608189609566,0.25493421052631576,0.3169358423470144,0.5658131414665115
0,6,True,11543,298,-11245,0.9741834878281209,0.014044703262824356,0.5503355704697986,0.014207744953651564
0,7,False,0,11,11,nan,0.0,0.0,nan
0,8,False,0,18,18,nan,0.0,0.0,nan
0,9,True,8968,2717,-6251,0.6970338983050848,0.019277739009071877,0.08133971291866028,0.024643175735950044
0,10,False,0,315,315,nan,0.0,0.0,nan
0,11,False,0,56,56,nan,0.0,0.0,nan
0,12,False,0,1,1,nan,0.0,0.0,nan
0,13,True,15,1,-14,0.9333333333333333,0.0,0.0,0.0
