sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,0.003933072090148926,-0.04200075566768646,-0.0011605620384216309,-0.3802129030227661,-114589.46875,-0.009318740386625161,0.013856026781464678,-0.022636039250669048,0.3976360392506691,0.29042625427246094,125.0,-0.2922412869471348,0.0,0.0,0.07666439125597925,-0.14568900277202557,0.005675585011378326,0.0017305003552682274,-6.779467344284058,-127819.921875
