step,tau,total_loss,seismic_loss,seismic_rmse_amplitude,tv_loss,gradient_norm,target_voxels,condition_violations
0,1.0,163.7038116455078,163.70346069335938,0.1279466450214386,0.03546363115310669,4.427252292633057,96637,0
1,0.9997035239602382,158.0795440673828,158.07913208007812,0.1257295310497284,0.041610073298215866,4.577336311340332,95993,0
2,0.9988145646305109,133.60755920410156,133.60708618164062,0.11558852344751358,0.04771288484334946,3.9674417972564697,96222,0
3,0.99733452763824,111.44471740722656,111.4441909790039,0.10556713491678238,0.05299082025885582,3.4133713245391846,97261,0
4,0.995265753226125,99.89636993408203,99.89579772949219,0.09994788467884064,0.05759065970778465,3.0721981525421143,98092,0
5,0.9926115125517385,92.29610443115234,92.29548645019531,0.0960705354809761,0.06168536841869354,2.9170138835906982,99254,0
6,0.9893760025151538,86.0269775390625,86.02632141113281,0.09275037795305252,0.06542092561721802,2.600193977355957,100230,0
7,0.9855643391227826,81.62629699707031,81.6256103515625,0.09034689515829086,0.0689563974738121,2.3952150344848633,101064,0
8,0.9811825493979185,78.3448486328125,78.34412384033203,0.08851221203804016,0.07238087803125381,2.314941883087158,101924,0
9,0.9762375618507729,75.3326644897461,75.3319091796875,0.08679395914077759,0.07572358101606369,2.136552095413208,102735,0
10,0.9707371955230775,72.68037414550781,72.67958068847656,0.0852523222565651,0.0790277048945427,2.011566400527954,103517,0
11,0.9646901476245713,70.36933135986328,70.3685073852539,0.08388593047857285,0.08229299634695053,1.9811872243881226,103993,0
12,0.9581059797809245,68.5348129272461,68.5339584350586,0.0827852413058281,0.08553090691566467,1.8682523965835571,104428,0
13,0.9509951029148435,66.93071746826172,66.9298324584961,0.08181065320968628,0.08874553442001343,1.8025015592575073,104753,0
14,0.9433687607842615,65.44654083251953,65.44561767578125,0.0808984637260437,0.09195651859045029,1.7727223634719849,105097,0
15,0.9352390122036465,64.03749084472656,64.03653717041016,0.08002283424139023,0.0951644629240036,1.684125542640686,105200,0
16,0.9266187119765368,62.54804992675781,62.54706573486328,0.07908669859170914,0.09836073219776154,1.6561328172683716,105284,0
17,0.9175214905694545,61.236488342285156,61.2354736328125,0.07825310528278351,0.10154201835393906,1.5787813663482666,105459,0
18,0.9079617325593363,60.230690002441406,60.229644775390625,0.07760775834321976,0.10470759123563766,1.5423449277877808,105669,0
19,0.8979545538885603,59.56735610961914,59.56627655029297,0.0771791934967041,0.10785180330276489,1.569105863571167,105915,0
20,0.8875157779635345,58.88347244262695,58.882362365722656,0.07673484086990356,0.1109662652015686,1.5107625722885132,106143,0
21,0.8766619106346388,58.380393981933594,58.37925338745117,0.0764063224196434,0.11406821757555008,1.5100640058517456,106481,0
22,0.8654101140970826,57.234317779541016,57.23314666748047,0.0756525918841362,0.11716549843549728,1.455743670463562,106790,0
23,0.8537781797539467,56.40854263305664,56.40734100341797,0.07510482519865036,0.12024880945682526,1.402182698249817,107062,0
24,0.8417845000843182,55.9432487487793,55.9420166015625,0.07479439675807953,0.12334583699703217,1.3885447978973389,107358,0
25,0.8294480395610004,55.36956024169922,55.3682975769043,0.07440987229347229,0.1264561265707016,1.347291111946106,107547,0
26,0.8167883046637834,55.029136657714844,55.02783966064453,0.07418075203895569,0.1295769065618515,1.4070425033569336,107900,0
27,0.8038253130356898,54.58778381347656,54.586456298828125,0.07388264685869217,0.1327044814825058,1.36870539188385,108198,0
28,0.790579561830967,54.52342987060547,54.522071838378906,0.07383905351161957,0.13585339486598969,1.402144432067871,108388,0
29,0.7770719953048727,54.19044494628906,54.189056396484375,0.07361321151256561,0.13902547955513,1.3788142204284668,108690,0
30,0.763323971696503,53.72306442260742,53.721641540527344,0.07329504936933517,0.14222344756126404,1.4046159982681274,108778,0
31,0.7493572294570254,53.162086486816406,53.1606330871582,0.072911337018013,0.14545400440692902,1.3776745796203613,109112,0
32,0.7351938528767203,52.9392204284668,52.9377326965332,0.07275831699371338,0.14872369170188904,1.417311429977417,109486,0
33,0.720856237165178,52.91770935058594,52.91618728637695,0.07274351269006729,0.15203161537647247,1.3844586610794067,109727,0
34,0.7063670530398692,52.85710525512695,52.855552673339844,0.0727018266916275,0.15539485216140747,1.4177964925765991,109953,0
35,0.6917492108790815,52.589378356933594,52.587791442871094,0.07251743972301483,0.15879511833190918,1.4288592338562012,110069,0
36,0.6770258244959007,52.278404235839844,52.27678298950195,0.0723026841878891,0.1622239202260971,1.4230537414550781,110277,0
37,0.6622201745905232,52.160579681396484,52.1589241027832,0.07222113013267517,0.16568312048912048,1.4547991752624512,110486,0
38,0.6473556719386825,52.246761322021484,52.24506759643555,0.07228074967861176,0.16918684542179108,1.5661001205444336,110634,0
39,0.6324558203744013,52.13315963745117,52.131431579589844,0.07220209389925003,0.17271314561367035,1.5381675958633423,110659,0
40,0.6175441796255987,51.695098876953125,51.693336486816406,0.07189808040857315,0.1762518584728241,1.6221922636032104,110859,0
41,0.6026443280613176,51.68374252319336,51.68194580078125,0.07189015299081802,0.17980457842350006,1.5376430749893188,111121,0
42,0.5877798254094769,51.57219696044922,51.57036209106445,0.07181250303983688,0.18336574733257294,1.6461255550384521,111336,0
43,0.5729741755040995,51.42761993408203,51.425750732421875,0.07171175628900528,0.18695557117462158,1.7089767456054688,111439,0
