branch_id,generation,evaluation_slot,probe_kind,transition,from_scale,scale,ranking_id,rank_index,canonical_center_score,lineage_parent_state_id,child_state_id,center_x,center_y,center_z,shape,material_label,orientation_deg,full_size_x,full_size_y,full_size_z,probe_size_x,probe_size_y,probe_size_z,hard_rmse,delta_rmse_vs_lineage_parent,delta_rmse_vs_empty,strictly_improves_lineage_parent,reallocated_existing_slot,displaced_scheduled_move,displaced_scheduled_parent_state_id,condition_violations,truth_used
v4_branch_372b148353fa07a83c25,1,0,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,0,6.173095607664436e-05,empty,g001_p000000_empty,25.0,25.0,37.0,ellipsoid,9,33.94360557912685,9.069960482085477,12.518838106885632,9.034864313429892,2.2674901205213693,3.129709526721408,2.258716078357473,0.009460588917136192,0.000574764795601368,0.000574764795601368,False,False,,,0,False
v4_branch_54137405a2fae5744b1d,1,1,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,1,6.173095607664436e-05,empty,g001_p000001_empty,25.0,26.0,37.0,ellipsoid,9,140.05301420081562,10.216738703467461,6.449849555799257,8.001534966156104,2.5541846758668654,1.6124623889498142,2.000383741539026,0.009110778570175171,0.00022495444864034653,0.00022495444864034653,False,False,,,0,False
v4_branch_ad5b50b382442b1fc10b,1,2,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,2,6.173095607664436e-05,empty,g001_p000002_empty,26.0,25.0,37.0,ellipsoid,9,88.66852277516863,7.484638497607557,9.991618598313472,11.821175332686096,1.8711596244018893,2.497904649578368,2.955293833171524,0.009110778570175171,0.00022495444864034653,0.00022495444864034653,False,False,,,0,False
v4_branch_6885074b810060a34fb8,1,3,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,3,6.173094880068675e-05,empty,g001_p000003_empty,26.0,26.0,37.0,dike_hemisphere,9,108.3784039812152,6.9602026354836335,13.792192464052157,7.862544991815387,1.7400506588709084,3.448048116013039,1.9656362479538467,0.009155883453786373,0.00027005933225154877,0.00027005933225154877,False,False,,,0,False
v4_branch_25f7d5cf19aff0607ecb,1,4,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,4,6.169795233290642e-05,empty,g001_p000004_empty,25.0,53.0,23.0,dike_hemisphere,9,11.694771665313839,11.416029720230092,12.882908191169253,13.24044422109909,2.854007430057523,3.2207270477923133,3.3101110552747723,0.009359589777886868,0.00047376565635204315,0.00047376565635204315,False,False,,,0,False
v4_branch_98f9f3f5ca9e9ac9e3ba,1,5,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,5,6.169795233290642e-05,empty,g001_p000005_empty,25.0,54.0,23.0,ellipsoid,9,73.89352658062758,9.3260241652468,9.271963487293934,13.664643496505605,2.3315060413117,2.3179908718234836,3.416160874126401,0.009287333115935326,0.00040150899440050125,0.00040150899440050125,False,False,,,0,False
v4_branch_55b6ac344266a5749792,1,6,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,6,6.169795233290642e-05,empty,g001_p000006_empty,26.0,53.0,23.0,dike_hemisphere,9,88.67712622573787,7.852049182093416,11.145289176007863,9.157355840537475,1.963012295523354,2.7863222940019656,2.2893389601343688,0.009027143009006977,0.0001413188874721527,0.0001413188874721527,False,False,,,0,False
v4_branch_d55336f215838b585448,1,7,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,7,6.169794505694881e-05,empty,g001_p000007_empty,26.0,54.0,23.0,dike_hemisphere,9,144.50235789362677,12.3065001525419,7.065688742619231,13.200821676546568,3.076625038135475,1.7664221856548077,3.300205419136642,0.009147676639258862,0.00026185251772403717,0.00026185251772403717,False,False,,,0,False
v4_branch_464ab516bca0cd23409d,1,8,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,8,5.569587301579304e-05,empty,g001_p000008_empty,24.0,25.0,37.0,ellipsoid,9,142.09711655694812,8.55601594564268,9.118549501281159,7.592165011248599,2.13900398641067,2.2796373753202896,1.8980412528121497,0.00933158304542303,0.0004457589238882065,0.0004457589238882065,False,False,,,0,False
v4_branch_f2deb2b4367d146a9b87,1,9,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,9,5.569587301579304e-05,empty,g001_p000009_empty,24.0,26.0,37.0,dike_hemisphere,9,107.71547182800337,7.0104090357618,9.086002987599725,9.12801987946564,1.75260225894045,2.2715007468999313,2.28200496986641,0.009052555076777935,0.00016673095524311066,0.00016673095524311066,False,False,,,0,False
