candidate,case_name,target_label,status,recommendation,reason,truth_target_volume,truth_target_volume_fraction,borehole_target_hits,observability_normalized_delta,baseline_target_volume_mean,baseline_target_volume_ratio,baseline_target_volume_std,baseline_target_iou_mean,baseline_target_recall_mean,baseline_probability_overlap_inside_truth,guided_target_volume_mean,guided_target_volume_ratio,guided_target_iou_mean,guided_target_recall_mean,target_iou_improvement,target_recall_improvement,target_centroid_distance_improvement,baseline_geo_misfit_mean,guided_geo_misfit_mean,geo_misfit_improvement,baseline_voxel_accuracy_mean,guided_voxel_accuracy_mean,baseline_mean_iou_mean,guided_mean_iou_mean,baseline_borehole_consistency_mean,guided_borehole_consistency_mean,paired_by_seed,candidate_dir
cond_generation_1_label7,cond_generation_1,7,complete,limitation_case,proxy misfit improves but target-label metrics do not improve enough,10317,0.039356231689453125,40,0.9910182952880859,5675.375,0.5500993505864108,1721.5730769778552,0.083972163265571,0.11972351465374231,0.11972351372241974,5597.3125,0.542532955316468,0.08430924150161445,0.11961447121575475,0.0003370782360434532,-0.000109043437987566,0.1785353422164917,1.2332556173205376,0.9681796841323376,0.2650759331882,0.6699280738830566,0.6699213981628418,0.19953424576669931,0.1995145995169878,0.9990610405802727,0.9957151710987091,True,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label7
cond_generation_1_label10,cond_generation_1,10,complete,main_demo_candidate,"proxy misfit improves, target metrics improve, and geology metrics are preserved",9705,0.037021636962890625,32,0.16392405331134796,12509.9375,1.2890198351365276,1365.642132329605,0.4263605121523142,0.6816138587892056,0.6816138625144958,12389.25,1.2765842349304481,0.4301952160894871,0.6821612566709518,0.0038347039371728897,0.0005473978817462921,0.27968689799308777,0.3239453434944153,0.23062922526150942,0.09331611823290586,0.6699280738830566,0.670020580291748,0.19953424576669931,0.20071087684482336,0.9990610405802727,0.9987568706274033,True,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/cond_generation_1_label10
paper_cond_gen_0_label7,paper_cond_gen_0,7,complete,main_demo_candidate,"proxy misfit improves, target metrics improve, and geology metrics are preserved",21162,0.08072662353515625,519,0.9782681465148926,19235.5625,0.9089671344863435,2062.847636422465,0.4070459771901369,0.5494902413338423,0.549490213394165,19241.625,0.9092536149702296,0.4084810558706522,0.550987621769309,0.0014350786805152893,0.0014973804354667664,0.048749759793281555,0.21537627279758453,0.1795359984971583,0.035840274300426245,0.7845210619270802,0.7847973667085171,0.26729110162705183,0.2679610410705209,0.9995886199176311,0.9991772212088108,True,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7
paper_cond_gen_0_label8,paper_cond_gen_0,8,complete,limitation_case,proxy misfit improves but target-label metrics do not improve enough,3329,0.012699127197265625,37,0.763175368309021,2469.3125,0.7417580354460799,1014.8878459434569,0.023641494917683303,0.04105962748872116,0.04105962812900543,2418.5625,0.7265132171823371,0.023320295091252774,0.040120907011441886,-0.00032119982643052936,-0.0009387204772792757,0.2459266185760498,0.9157455414533615,0.7044348083436489,0.2113107331097126,0.7845210619270802,0.7846251241862774,0.26729110162705183,0.26475184690207243,0.9995886199176311,0.9993029572069645,True,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8
