benchmark_status,case_i,case_j,label9_iou,centroid_distance_voxels,volume_i,volume_j,volume_ratio_min_over_max,component_count_i,component_count_j,note
INCOMPLETE_STOPPED_BEFORE_GEOPHYSICS,stage11_case01,stage11_case02,0.0,61.23001687008714,525,916,0.5731441048034934,1,2,partial pair only; the registered N=5 diversity gate was not evaluated
