case_id,sample_id,source_seed,initial_noise_sha256,baseline_sample_sha256,guided_sample_sha256,baseline_condition_violations,guided_condition_violations
fullgeo_case04,0,9331000,fbbce8ff0203a599b1ef008fb18e4d1ff6d51a59e551ad583f0f63752f31b216,b433bc947352e66a3667f492721c2ae17e1ce1025d502ba5b564756a322c2a5b,300e10e1e23501557a23c27eabac26ec9841cc6af85c62c89480034423b520ca,0,0
fullgeo_case04,1,9331001,98a43263fb89588c0882b02f8de9c78d342bec3d42800e2d30565a88c1ecd93a,fb44b6cb8742c3ded4d0440c43b61c9d77fd91a00de579ed7843c0cfd50358a9,39b8b48fcddac28b44694273b3242d11085e8e89a252f5aebad88ae9db8d559d,0,0
fullgeo_case04,2,9331002,892d08c602bc423fa4329bc89e96f99c473d153d99255c173c9538a666e2889d,f2b181a1fae84b6bf3c4c257684126658df1afb66997b12985268698c29a2252,514baa68b59980bf671cb3b0446f826f6962a96bfc64d10a459f92893db11fe5,0,0
fullgeo_case04,3,9331003,3c7a43e8c3684733fe0ec00ae3d125f99d785a24876905b0d924b4e05194faaa,53f2b64b55df6119c54b8aa3bf763f3633b2cebb02e3ff9f51bb567fe6893e63,c6a3908f5f2a3b82728603e3402de47874294c96b9653a41fbc645682038c65d,0,0
