sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall
0,1,4079,1460,0.3579308654081883
0,2,2192,1416,0.6459854014598541
0,3,2043,1361,0.6661771904062653
0,4,627,274,0.4370015948963317
0,5,22,11,0.5
0,6,4,4,1.0
0,7,1,0,0.0
