sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,hard_observation_loss,hard_observation_mae
0,0.5975601673126221,0.17301097512245178,0.06715602061533656,0.18305661983822905,0.09589652096342552,8968,4698,-4270,-0.47613737734165923,4270,0.47613737734165923,9.063100814819336,50,0.3918688803746275,8968,4257,-4711,-0.5253122212310437,4711,0.5253122212310437,0.06955115244642135,0.20202020202020202,0.09589652096342552,9.124547004699707,50,0.43058491895701195,0.5620823775805326,0.6424052808911503,0.0,0.0,nan,0,0.28114280104637146,56,0.011919965942954448,0.934227330779055,0.9742443593018306,15,11,8,4,1841,1220,1108,220,81,42,35,30,5.983799457550049,0.7030588388442993,0.08468246459960938,457394749440.0,0.9147892594337463
